Gene names (ordered locus ),dataset_effect_log2FC,p_value,n_obs,n_growth_rates,mean_formate,mean_phosphate,fdr
MMP0985,0.817659295257634,0.16901390461003626,12,2,-0.1392581494039976,-0.9569174446616322,0.42650036861238094
MMP0704,-0.5801556889652563,0.1694006009372405,12,2,0.25877442733570505,0.8389301163009614,0.42650036861238094
MMP1043,0.6610950921341973,0.16957089699520667,12,2,-0.45067612423699216,-1.1117712163711897,0.42650036861238094
MMP0431,-1.1707097490902107,0.1702296308567645,7,2,0.028874270202333546,1.085793453047107,0.42650036861238094
MMP0038,-3.422744398659627,0.1705989589951678,5,2,-1.2749274914094972,1.6359509920292838,0.42650036861238094
MMP1337,-0.4835582134505043,0.1708735451171398,4,2,-0.5040133698539597,-0.020455156403455105,0.42650036861238094
MMP0108,-0.45623613808971014,0.17293035521647337,12,2,0.32958246093430926,0.7858185990240196,0.42830328293949277
MMP0640,0.7649525088357595,0.17360817000443782,12,2,-0.05343759531591822,-0.818390104151678,0.42830328293949277
MMP1070,-0.539614066673979,0.17365501696104435,12,2,-0.13165388643655587,0.40796018023742336,0.42830328293949277
MMP0103,0.5698867523829949,0.17624746111592668,12,2,-0.38501543662286614,-0.9549021890058613,0.4325970264752027
MMP1320,-0.31529511532888455,0.1767824387038088,12,2,-0.18361193335089557,0.13168318197798912,0.4325970264752027
MMP1424,-0.5196614117658079,0.18031038792743892,12,2,0.505667821558123,1.0253292333239312,0.43950657057313236
MMP1666,-0.666289709602273,0.18212242627743475,11,2,-1.0092114779171624,-0.1872758308590829,0.4420630011792252
MMP1373,-0.3228486464112436,0.1833094975174443,12,2,-0.11853919636849657,0.20430945004274723,0.4420630011792252
MMP1029,-0.47993440551279093,0.18348448286124894,10,2,-0.6663701772764641,-0.20135369677483933,0.4420630011792252
MMP0164,0.6836530189219031,0.1846838702963192,12,2,0.288772430309766,-0.39488058861213754,0.4427104198391527
MMP1270,-0.9979626258794778,0.1851721467596456,8,2,0.5586686109459014,2.0023591507062948,0.4427104198391527
MMP0638,-0.9817992759235658,0.18905271213119737,8,2,1.1587096155874803,2.1405088915110455,0.4502629479765922
MMP0765,-0.6312507071985948,0.19000854673375692,12,2,0.5526014441828063,1.1838521513814013,0.4508187572694461
MMP1367,0.5042103556979582,0.19298835908422077,11,2,-0.09030536888730359,-0.6604680086161606,0.45600998178414726
MMP1153,-0.47629076025088224,0.19365808521281894,11,2,-0.44128819030672245,0.029046922702458632,0.45600998178414726
MMP1177,1.0346818663954467,0.1950788459267038,10,2,0.19202895773575093,-0.8426529086596964,0.4576285708957262
MMP1466,-0.5562315752200997,0.19617350148968593,11,2,0.3628543628828606,0.7970010180098609,0.4584729023579177
MMP0618,-0.6267737401318866,0.19749436610858512,11,2,0.7740365648837497,1.4914348259445807,0.45983762855133253
MMP1611,-0.840944534054267,0.20150498761929128,12,2,-0.4643471387365381,0.3765973953177291,0.4674316441428913
MMP1286,-0.5253855061295412,0.2029002274541206,12,2,-0.39635924887431173,0.12902625725522968,0.46767148114853924
MMP1409,-0.5343117146060755,0.20329077418960867,12,2,-0.2638524723413632,0.2704592422647127,0.46767148114853924
MMP1217,1.3713177826602407,0.2038567994750043,7,2,1.9438413944219346,0.4845437220486679,0.46767148114853924
MMP1036,-0.35358680781222646,0.20523676081999231,12,2,0.1954491038318721,0.5490359116440987,0.46787006983216406
MMP0020,-0.6091907800356533,0.2060177153433114,10,2,-0.2591648181661696,0.4846926781049026,0.46787006983216406
MMP1680,1.5307887832485705,0.20619273910872615,5,2,0.8606168378677004,0.603560079634646,0.46787006983216406
MMP1691,0.968874803816029,0.2075706391528135,11,2,-0.46172684259452734,-1.5396589428600849,0.46791952359296896
MMP1317,1.058662162269975,0.20804177693899292,8,2,0.6081611103562216,0.14064649017790243,0.46791952359296896
MMP1533,-0.3478090420978625,0.2084641467289189,11,2,-0.5964178237265233,-0.3271346745807682,0.46791952359296896
MMP1370,0.18396349669089426,0.2095971035597371,12,2,-0.2049703582392877,-0.3889338549301821,0.46877631763898187
MMP0989,0.754313102286582,0.21657992256832675,11,2,-1.1557108950140145,-1.8612897757605773,0.4826638274379853
MMP1696,1.0264682259393723,0.2206096129849203,10,2,-0.9788901260946795,-2.005358352034052,0.4890165763749744
MMP1671,0.6679501643055796,0.22099787586176728,11,2,0.03212253969503074,-0.8642000779146096,0.4890165763749744
MMP1054,0.5053549069525171,0.2242041019309714,12,2,0.5326144880476388,0.027259581095121433,0.4895235487351094
MMP1138,0.918752900369309,0.22522574609848,7,2,0.6595959930204488,-0.45329151020989217,0.4895235487351094
MMP1559,0.44312966320000097,0.22533649429848224,12,2,0.5015441677306754,0.05841450453067424,0.4895235487351094
MMP1520,-0.7711271580280588,0.2258144406238894,11,2,-0.11579476014253891,0.5496238036303237,0.4895235487351094
MMP0596,0.3391479552052542,0.22668916748128065,12,2,0.023744835397422726,-0.31540311980783164,0.4895235487351094
MMP1647,0.5309234853035362,0.22672304085582676,12,2,-0.303369880052163,-0.8342933653556992,0.4895235487351094
MMP0500,1.2444333851280462,0.22693391734090398,10,2,0.9982031810447144,-0.2462302040833322,0.4895235487351094
MMP1212,-0.5054169389882827,0.22750293130317584,12,2,-0.6053452856096445,-0.0999283466213617,0.4895235487351094
MMP0203,1.2773892713329946,0.22892963268413435,6,2,0.8980682356596497,0.14064648905950722,0.48997145229744343
MMP0489,-0.5547441868385973,0.22936736239443964,11,2,0.7915463240443746,1.2573821371256921,0.48997145229744343
MMP0706,0.8253992728682656,0.23006672359479316,7,2,-0.02561056179629483,-0.8838589184991839,0.48997145229744343
MMP0282,-1.7916432376156988,0.23214108805641326,7,2,-2.887663725044211,-0.718346196906992,0.4917661487090255
MMP0822,0.39917387696734763,0.23248559914929892,12,2,1.1771966396833238,0.7780227627159763,0.4917661487090255
MMP0413,0.5416280041121503,0.2338823904926662,12,2,0.3419616854329037,-0.1996663186792469,0.4930493637412964
MMP1206,-0.5964885149610561,0.23617925142367754,12,2,-1.1990205123363895,-0.6025319973753331,0.4962149928901508
MMP1412,0.3904948852303794,0.23715101585520276,12,2,-0.03912755820103384,-0.42962244343141337,0.4965846774954581
MMP0257,0.4449100196579502,0.23962895464685516,12,2,0.5135079310450851,0.06859791138713466,0.5000952096977846
MMP0875,1.7054543131150515,0.2414367954875086,6,2,-0.9863153366549557,-3.1941610996882965,0.5021885346140179
MMP0686,-0.401508659013665,0.24634331379480792,12,2,0.10851813511346013,0.5100267941271254,0.5090046498987487
MMP0278,0.5468730193696718,0.24634519914971495,12,2,0.07653478757934845,-0.4703382317903236,0.5090046498987487
MMP1260,0.5844454485936962,0.25179813738749074,12,2,-0.7143489626914792,-1.2987944112851755,0.5178598820405753
MMP1502,0.6375363259930461,0.2522907117633572,12,2,-0.6906693931254283,-1.3282057191184746,0.5178598820405753
MMP0183,-0.45045617436627,0.25313121581765885,12,2,-0.0016988777338724133,0.44875729663239783,0.5178815694105545
MMP1527,0.2874944945198295,0.25698849998868967,12,2,-0.10440106197401611,-0.39189555649384583,0.5225458632004585
MMP1156,0.3287297538323063,0.25775692292956176,12,2,0.40023016832831443,0.07150041449600793,0.5225458632004585
MMP0584,0.5302534758263036,0.25795140988475873,12,2,0.20448888516785005,-0.3257645906584538,0.5225458632004585
MMP0163,0.1397209235845572,0.2588869576993674,12,2,-0.5788956130434068,-0.7186165366279639,0.5225458632004585
MMP0656,-1.4893593033239307,0.25989946423568194,6,2,-0.09241991815775019,1.4290425674407816,0.5225458632004585
MMP1091,-0.8449785853016409,0.26043551835792084,10,2,-0.1992317394497498,0.8236570346063138,0.5225458632004585
MMP0407,-0.5110132592399609,0.26238582239747016,12,2,0.1395601679365164,0.6505734271764777,0.5247716447949403
MMP0373,0.5553798888559973,0.26409938504444075,11,2,0.7765006131840396,0.07116031979402586,0.5251240294418348
MMP1323,-0.5697381700575903,0.26424510455887196,12,2,-0.36290810219909897,0.20683006785849165,0.5251240294418348
MMP1249,0.3279200499064712,0.26609830667050466,12,2,0.22543925892885222,-0.10248079097761903,0.527128074166333
MMP1094,-0.25552097101221327,0.26788878975626285,12,2,-0.5175148399419814,-0.2619938689297679,0.528995584835152
MMP1624,-0.8467264327645234,0.269559053277272,9,2,-0.06417468634152751,0.5879084906078464,0.5306146663880685
MMP0630,-0.7023657769991116,0.2752219994451169,6,2,1.3971049986183097,1.508573243798744,0.5400582630621161
MMP1289,0.3723371027726076,0.2795788517933735,12,2,-0.15357175113795044,-0.5259088539105582,0.5468877853262228
MMP0155,-0.9344969943557797,0.2821179828162925,4,2,-0.035511596337969645,1.113989726283263,0.5478925922215645
MMP0636,-0.48434081202350293,0.28269297739826155,10,2,1.0761540484502918,1.5425539027576354,0.5478925922215645
MMP0872,0.9680164875817026,0.28272662611433297,9,2,0.6097278857031682,-0.6995487193398505,0.5478925922215645
MMP0585,0.18390265077202186,0.28519721931915465,12,2,0.6809110506136693,0.4970083998416473,0.5509692410376238
MMP0214,0.47821486602245067,0.2866794703913439,10,2,0.1726273604060531,-0.30558750561639786,0.552123424457403
MMP1442,0.5317279284467396,0.2907357831331203,5,2,0.005518096954702141,-0.25915690776126715,0.5580958302729975
MMP0737,-1.1098665220029107,0.29156929594390574,7,2,-1.1397600615864714,-0.04231791924616627,0.5580958302729975
MMP1716,-0.35547252738812374,0.29380028695268545,12,2,-0.5246851057343107,-0.16921257834618672,0.5606464191390694
MMP0440,-0.7251181942058214,0.29522505235936247,9,2,-0.163215610739123,0.18078278791215385,0.5616476605861042
MMP1589,-0.5689507826347957,0.2983461010801371,12,2,-0.3911275665845466,0.1778232160502494,0.5658600822918102
MMP1152,-0.5895230215842977,0.3016060974777031,11,2,-0.9300700719170771,-0.31540312033936063,0.5703097115942023
MMP0715,-1.038507940864378,0.307866525323646,5,2,-1.0470688695514263,-0.08019784462628142,0.5793938096127955
MMP0151,-0.9335689138902827,0.3084147775978679,7,2,-0.6462012467858378,0.43085158696457954,0.5793938096127955
MMP1593,-0.5372144026437111,0.3091957349375976,10,2,-0.7385680986850651,-0.20135369604135453,0.5793938096127955
MMP1112,-1.118577949374336,0.3142222311363446,5,2,-1.0502810361494137,0.15560868031930244,0.5870499168535301
MMP0666,-0.7827261969449537,0.3169865194420096,10,2,-0.3041495697528889,0.47352540626935163,0.5891817735930591
MMP0819,-0.8163756951565785,0.31725172424241643,5,2,1.3603400693006433,1.9329901416721904,0.5891817735930591
MMP0677,0.7781391110186422,0.3207463126828183,5,2,-0.7238740303543858,-1.2580940869788249,0.5939041516738238
MMP1375,-0.6001190935548478,0.32188620140251434,10,2,-0.8032774819288802,-0.2900692711328075,0.5942514487431034
MMP0597,0.32126811054416443,0.32292760105841106,12,2,0.3027582760062324,-0.018509834537932226,0.5944154072579603
MMP0330,-0.4457814531763462,0.32668507059852064,6,2,-0.8454118902787364,-0.39963043710239066,0.5995631883925792
MMP1288,0.6307376941683996,0.3296417593861612,8,2,0.39637137364694,0.0549956166605298,0.6032154189353801
MMP0874,1.6760278782956812,0.33265078550567445,4,2,1.240112169523049,0.5551433361810099,0.6069417840805288
MMP0352,0.6034871532421248,0.33601992021191507,5,2,0.17868993634929187,-1.4530815870277907,0.6076582420543488
MMP1030,-0.464210960392498,0.33843597803886843,9,2,0.10770591289033543,0.8397644868406289,0.6076582420543488
MMP1319,0.3270532269434247,0.33908246973103295,12,2,0.18571579385792217,-0.14133743308550265,0.6076582420543488
MMP1003,-0.4789364298632042,0.34009351196876314,7,2,-0.07924389700917302,0.3058434516637831,0.6076582420543488
MMP1556,-0.45235130386865546,0.341636809101974,12,2,0.375573834575824,0.8279251384444798,0.6076582420543488
MMP1303,-0.7908024288885611,0.3422465076418977,8,2,0.6239127388781134,0.815923403172498,0.6076582420543488
MMP0385,0.5234872757248418,0.3424523852252173,10,2,0.8309117543060874,0.3074244785812457,0.6076582420543488
MMP0050,0.1746169967591609,0.343640858746487,12,2,-0.5395056932071985,-0.7141226899663594,0.6076582420543488
MMP0052,-0.6762327292717851,0.34544106607688096,12,2,-0.048124935323153394,0.628107793948632,0.6076582420543488
MMP1066,0.5725795555897262,0.34613883678359736,8,2,0.4991994973496432,-0.04231791948800486,0.6076582420543488
MMP1445,1.1189027620776757,0.34812820294458047,7,2,0.0535166822487632,-1.183963279757293,0.6076582420543488
MMP0392,-0.34243261558350757,0.3487052860732064,10,2,-0.954062278977556,-0.6116296633940486,0.6076582420543488
MMP0429,0.5156014810882855,0.34892173991671693,12,2,0.13102544447047298,-0.38457603661781276,0.6076582420543488
MMP1417,0.22890622432744265,0.34989555594545785,12,2,-0.5510483923964079,-0.7799546167238506,0.6076582420543488
MMP0916,0.3161640100727576,0.35064153339543347,12,2,-0.46217370576813105,-0.7783377158408887,0.6076582420543488
MMP0178,0.5390307766002858,0.3510726342175483,12,2,0.16319931012710942,-0.3758314664731765,0.6076582420543488
MMP0433,0.6488378056600613,0.35130357015385427,5,2,0.5664828262023698,-0.1399405334083053,0.6076582420543488
MMP0908,-0.30965367311084724,0.35155518910036965,12,2,0.2287526649063714,0.5384063380172187,0.6076582420543488
MMP1551,1.4631608509939997,0.3517755056982932,5,2,1.0847550850040963,-0.3041815473073655,0.6076582420543488
MMP0410,-1.0638981938982488,0.3525196852943498,7,2,-0.20308794009978298,1.4331277401656821,0.6076582420543488
MMP1251,0.3176479701203926,0.3537986319563893,12,2,0.3176433541655946,-4.615954798147433e-06,0.6081827722886691
MMP0006,-0.2516818207338804,0.35485758816046264,12,2,-0.5164722094007382,-0.26479038866685767,0.6083272939893645
MMP1352,0.5902090052742389,0.3564870656564293,12,2,-1.3069732652565154,-1.8971822705307544,0.6094463807386626
MMP1191,0.23190696483109088,0.36055092097983055,12,2,-0.38537483222354635,-0.6172817970546374,0.6126080970747061
MMP0327,0.519864155540332,0.36084324213589936,11,2,-0.23126025425919133,-0.6979791003020455,0.6126080970747061
MMP0093,-0.7466866297168732,0.36133557239819253,7,2,-0.11805657546629252,0.6015362224648064,0.6126080970747061
MMP0051,0.18947284205593204,0.3630809009234409,12,2,-0.6629956817836201,-0.8524685238395522,0.6126080970747061
MMP0937,-1.064478547394771,0.36339782678667715,7,2,-1.564325612450592,-0.38851043466617874,0.6126080970747061
MMP0729,-1.2061134952904045,0.3644869720472216,6,2,-0.03541226674120901,1.9139565546956128,0.6126080970747061
MMP0113,-1.6834216254077983,0.3652086732560748,7,2,0.0020359924907320526,2.3673364240557175,0.6126080970747061
MMP0623,0.3472843204894281,0.3676763470607154,12,2,0.8287744857971102,0.48149016530768196,0.6150939425358884
MMP1105,0.49443376961739427,0.3703278106239587,10,2,0.193460688308897,-0.4073033229355546,0.6178731385811503
MMP0695,-0.27720129328028054,0.3725452109421782,12,2,-0.24604263045019822,0.03115866283008237,0.6199152310077846
MMP0302,-0.5957848661299954,0.37655258524411306,6,2,0.46132649216182386,0.9528880806420363,0.623971583044616
MMP1361,0.23716534988717267,0.37698283142278877,12,2,-0.1554711898304981,-0.3926365397176708,0.623971583044616
MMP1072,-0.7668481054691745,0.3789129550172508,9,2,-0.9779768646624662,-0.12835911383685403,0.6255071003459379
MMP1327,0.2238656674458466,0.38121277421062827,12,2,-0.18903120228702486,-0.4128968697328716,0.6276431955341215
MMP0141,0.4556058159428771,0.3845015654036385,10,2,0.2924227945780062,-0.3487468150733381,0.6284380777311404
MMP0341,-0.5682955858802162,0.3845512200556661,11,2,-0.594918725008038,0.03877998391101618,0.6284380777311404
MMP0289,0.7532232353224145,0.3847169001495122,11,2,0.731646263743448,-0.07956353724033167,0.6284380777311404
MMP0956,1.3440611848010122,0.38731234130364917,7,2,0.5572685461393588,-0.2343663199750806,0.6310258511056842
MMP0979,-0.34899526471198333,0.3895839352676731,12,2,-0.010593028411057701,0.33840223630092575,0.6323316774782765
MMP1017,-0.4899516125515972,0.390676248443927,12,2,-0.5109025763635787,-0.02095096381198125,0.6323316774782765
MMP0167,0.27836284001907236,0.3911538902349595,12,2,0.391565337439306,0.11320249742023346,0.6323316774782765
MMP1429,0.29876375764609375,0.39867799837912554,12,2,0.24752105449980155,-0.05124270314629237,0.6420495803745437
MMP0298,0.4685855383952168,0.3994870599026601,12,2,-0.17818000879440218,-0.6467655471896192,0.6420495803745437
MMP1265,-0.7842702103856453,0.40109369162952535,11,2,-0.5204580964794276,0.29519226883867733,0.6420495803745437
MMP0476,-0.5166031482002679,0.40292227502830186,4,2,0.8123909063484476,0.32150847514901987,0.6420495803745437
MMP1540,-2.308936402207463,0.4049186367067902,5,2,-0.8086961098980584,1.3289940545487153,0.6420495803745437
MMP0044,-0.2840191694110036,0.40523352773897636,12,2,0.17592382688778416,0.45994299629878777,0.6420495803745437
MMP0300,1.4039263281338001,0.40581743184774416,4,2,-1.1304982573577573,-0.6710059460255433,0.6420495803745437
MMP0064,-0.40910629431548473,0.4060300660800698,10,2,0.36521431589606035,0.8367738894987491,0.6420495803745437
MMP1308,0.13520942008768766,0.4064256157819628,12,2,-0.08529726529071448,-0.22050668537840226,0.6420495803745437
MMP1011,0.341514017683047,0.41171179860771534,12,2,-0.287292166164704,-0.6288061838477511,0.6478457862102173
MMP0219,0.6429436590038919,0.4129261041616952,12,2,-0.07117903173144817,-0.7141226907353403,0.6478457862102173
MMP1635,-0.3468710086158315,0.41411290432614956,9,2,1.5304364839558082,1.894846640555489,0.6478457862102173
MMP1322,-0.290628281819685,0.4145476356693878,12,2,-0.6420082821568717,-0.3513800003371865,0.6478457862102173
MMP1186,0.3615077455473783,0.41528576039116494,12,2,0.5323609323389014,0.17085318679152292,0.6478457862102173
MMP0263,-0.581753583413994,0.42240488338372717,10,2,-0.9433341484614015,-0.361580565047408,0.6573083472105878
MMP0420,0.2770395699229133,0.42580117849000243,11,2,0.4327201636428675,0.03338173141984817,0.659568219686597
MMP0132,-0.3347741968556195,0.4259711418809272,11,2,0.07902637640761603,0.4049182290666194,0.659568219686597
MMP0033,1.2800478599417167,0.4311615373100532,4,2,0.8657788438958011,0.3140228969098218,0.665952473468993
MMP0066,-0.26556963896158875,0.4341264692555852,12,2,-0.21414103818097516,0.051428600780613655,0.6674603163555144
MMP0901,0.35324053062039035,0.43427706480823536,12,2,0.2999856884121444,-0.053254842208246174,0.6674603163555144
MMP0372,0.2010503676818237,0.4369400580420172,12,2,0.5674403903942314,0.36639002271240767,0.6680901656350214
MMP0971,-0.26583667131203315,0.4373157555211451,12,2,-0.44531055317432605,-0.17947388186229282,0.6680901656350214
MMP0955,0.6166809424307567,0.4378988425396214,8,2,-1.6718928547672138,-2.4818694733831603,0.6680901656350214
MMP0668,-0.6468391672690066,0.44007548908412086,5,2,0.11185300666950633,0.9139565554612908,0.6697734272890035
MMP0083,-0.2513012116036343,0.44566151983507885,12,2,0.19068242115634412,0.4419836327599785,0.6752029713196637
MMP0696,0.2935849205086074,0.44587314360193797,11,2,-0.2342372026451797,-0.49389520433712475,0.6752029713196637
MMP0397,-0.2866100554677577,0.44688914608176455,12,2,-0.14331094765934713,0.14329910780841068,0.6752029713196637
MMP1416,0.22388505001247555,0.44971172423123895,12,2,-0.46869047149078863,-0.6925755215032643,0.6778263669572298
MMP0610,0.5539327615893144,0.4511835240593415,5,2,-0.0756322403307026,-0.6088751218911723,0.6779100603114008
MMP0650,0.3689566947765942,0.4534484452861832,12,2,0.39430535732611166,0.02534866254951723,0.6779100603114008
MMP0391,0.30563483631864724,0.45346236866814305,12,2,-0.741652116734726,-1.047286953053373,0.6779100603114008
MMP0369,0.26073207658171127,0.45411282886244475,12,2,-0.3675282518196814,-0.6282603284013928,0.6779100603114008
MMP1569,-0.6688371126775955,0.45816210401005725,7,2,0.7820926654969713,0.6450699773295413,0.6823225606259564
MMP0925,-0.5027786844366967,0.4609089253978247,11,2,-0.2973510815346244,0.15926303146532111,0.6847789748767681
MMP0688,-0.3635823490308797,0.4695095548631202,12,2,-0.21109298225207,0.1524893667788099,0.6917869740948537
MMP1150,0.614751475229588,0.4707779109083323,11,2,-0.7969136868351352,-1.5411280457707628,0.6917869740948537
MMP0148,0.5297366886927016,0.47133728586658785,12,2,-1.3656465586320652,-1.895383247324767,0.6917869740948537
MMP0487,0.5646659150715344,0.47141112548478126,9,2,0.16567722294385992,-0.4592550188585758,0.6917869740948537
MMP0965,-0.3967568240574945,0.4718806463386416,12,2,-0.7492253477459759,-0.35246852368848125,0.6917869740948537
MMP0820,-0.31942964589478257,0.4722776457762944,12,2,1.2225119164338096,1.5419415623285924,0.6917869740948537
MMP0816,0.2717527865433972,0.47457623760793843,11,2,0.19521990820663254,-0.025908854312651285,0.6935259303685095
MMP0917,-0.1915212644408713,0.4798946748814098,11,2,-0.023012956252077405,0.08928082910698834,0.6996595259953264
MMP0168,-0.2233759171971166,0.48291361756925566,10,2,-0.14767174073924286,0.07570417645787378,0.7022512643493031
MMP1493,-0.3689058158878526,0.48396812961493996,11,2,-0.4329045454192116,-0.03199650028008349,0.7022512643493031
MMP0625,0.41841458926397646,0.48504854957459875,12,2,-0.5832314617764399,-1.0016460510404164,0.7022512643493031
MMP0559,-0.3561238683858154,0.4871752601385114,12,2,0.39895730193575857,0.7550811703215742,0.7036975979778498
MMP0013,-0.43456414633857987,0.48992410028839783,9,2,-0.02664868168895427,0.4846926783586698,0.7060338073440191
MMP0933,0.7208619771683135,0.4939235713564438,11,2,-0.1133022750429773,-0.7895749589906356,0.7101573929180206
MMP0180,-0.3607655916475224,0.49695941336983784,10,2,-0.19916163497716774,0.3061047953340268,0.7128797102132847
MMP0946,0.2886884713773467,0.5026916366727429,12,2,-0.1100357150306835,-0.39872418640803037,0.7184400018306945
MMP1500,-0.16552776154428372,0.5036659767398073,12,2,-0.013429051202099251,0.15209871034218456,0.7184400018306945
MMP1506,0.39717085328845914,0.504289616669622,9,2,-1.2737018513234102,-1.7523311965241224,0.7184400018306945
MMP1114,0.5855790547198126,0.5100212241178141,7,2,-0.01550844180896449,-0.6552860562487637,0.7249504415706515
MMP0940,0.8934200863283873,0.5112435705573762,8,2,0.08627945343272618,-0.3593535113233318,0.7249882541398524
MMP1129,0.40586407769625854,0.5123715065315303,11,2,-0.455290916225931,-0.9665515533498272,0.7249882541398524
MMP1116,-0.1354872778093737,0.5213641844690056,12,2,-0.18390501438225793,-0.048417736572884146,0.7345169250176193
MMP1002,0.4113379693619893,0.5214599323442394,7,2,0.6380939641291993,0.5091292863189689,0.7345169250176193
MMP1532,0.3621005155093365,0.5233949970420352,9,2,-0.8722658053989557,-0.20809375557045132,0.7355821580050224
MMP1259,-0.3281228985218434,0.5277218616989376,11,2,-0.6900632879525442,-0.3413128811660565,0.7399363571606996
MMP0309,0.2590194102371803,0.5296238496308734,12,2,-0.4433717257283811,-0.7023911359655615,0.7399363571606996
MMP1690,-0.696309674711388,0.5300505635430012,6,2,0.5886826898924087,0.9522989248700734,0.7399363571606996
MMP1592,-0.7478838795145849,0.5332684844793667,5,2,-0.3318856334136445,0.9139565554612908,0.7408851481519403
MMP0982,0.7205241928634137,0.5335478047977048,9,2,-0.40738403412041224,-0.0941430554612707,0.7408851481519403
MMP0683,0.5401949711241544,0.5344927061165168,8,2,0.23530627538693186,-0.36506484044746557,0.7408851481519403
MMP1007,-0.1286233231151818,0.535479490090585,4,2,0.09348240971645135,1.3289940545487153,0.7408851481519403
MMP0569,-0.33153000633095636,0.53751325507514,10,2,0.4845127741113371,0.8160427804422933,0.7420536972718748
MMP1391,-0.16142208852723583,0.5398870371067714,12,2,-0.2274989594192706,-0.06607687089203464,0.7423449276150327
MMP1016,0.2079311783819388,0.5401035210532449,12,2,0.9739410211496726,0.7660098427677337,0.7423449276150327
MMP1042,0.07596356587084596,0.5412964001667873,12,2,-0.4072919314814534,-0.4832554973522993,0.7423493488001655
MMP1252,0.4149483212294592,0.545123653524594,12,2,0.34520039940226116,-0.06974792182719836,0.7459586837704971
MMP1549,-0.9100060396866445,0.5463531208323946,8,2,-1.2294265169176244,-0.09688943653403288,0.7460051365413879
MMP0393,0.7664145444257129,0.5478801924170849,5,2,0.11898843306533889,-1.1836068890568046,0.746456856044238
MMP0073,0.10639953868831074,0.551238592372926,12,2,0.027461358204627973,-0.0789381804836829,0.749396256297834
MMP0080,0.16402744019750368,0.5529141730375509,12,2,-0.03502270539790931,-0.19905014559541304,0.7494819758011221
MMP0974,-0.7511484838476763,0.5541474307104148,5,2,0.8382772703836503,0.9760873802967908,0.7494819758011221
MMP1240,0.5116397217097852,0.5549049243912154,9,2,0.6554945979229896,0.09468954442126692,0.7494819758011221
MMP0867,-1.5578178592166982,0.5575219683975321,5,2,-1.4612251945828012,0.32899405397445664,0.7513902986610368
MMP1498,-0.9064136901809222,0.5611479686334431,8,2,-1.0259312358549977,-0.44252738114591034,0.7546472681622165
MMP1586,-0.25563972486883796,0.5623907155561619,12,2,-0.13717381086273536,0.11846591400610273,0.7546920570043979
MMP0388,0.38477821475630447,0.5666116458683741,12,2,0.41145299845381506,0.02667478369751029,0.7587246073430589
MMP1318,-0.19828671308251766,0.5710745935578376,12,2,-0.5332660965752146,-0.334979383492697,0.7606922507830998
MMP1465,0.22706272510888298,0.5717273006152561,11,2,0.6944152393145251,0.4302520778958348,0.7606922507830998
MMP1064,-0.4467079646993091,0.5720363298353233,6,2,-0.733205757214118,-0.15183476056551465,0.7606922507830998
MMP1443,0.7901096679116199,0.5729573042757322,6,2,0.09009450508206412,-0.7298649860686363,0.7606922507830998
MMP1297,0.18521975430745194,0.576658418736602,12,2,1.2084199435095344,1.0232001892020826,0.7630409778404034
MMP0879,-0.186227126689377,0.5787537216360001,12,2,-0.06328851486316574,0.12293861182621131,0.7630409778404034
MMP0061,0.41118799087407576,0.5792099766344072,9,2,0.4348402791278583,0.22413928602726452,0.7630409778404034
MMP0055,-1.4602271484828109,0.5796176658595371,4,2,-1.0577783712398119,0.3673364237761188,0.7630409778404034
MMP0166,-0.33799767566820055,0.5853489860685841,10,2,-0.7899487045556844,-0.4519510288874843,0.7682193099263155
MMP1563,-0.1879294533483624,0.5869330189185002,12,2,0.21815998708614262,0.40608944043450523,0.7682193099263155
MMP0187,0.14603636909631237,0.5872445686455969,11,2,-0.5877995930777637,-0.6547209996981846,0.7682193099263155
MMP1643,0.25945572320711263,0.5933152030574487,12,2,0.050290923448368975,-0.20916479975874372,0.7696767537943997
MMP1272,-0.1928056397651432,0.5939397607968406,9,2,-1.2446269714011935,-0.8664337782204319,0.7696767537943997
MMP0234,0.09327277134549794,0.595028791531704,12,2,0.5908257900042844,0.49755301865878643,0.7696767537943997
MMP1271,0.3723274871052887,0.5959750900495829,10,2,-0.3709731132821839,-0.7433006003874725,0.7696767537943997
MMP1714,0.2710324819986614,0.5964858102041959,8,2,0.1750119949267862,0.2908351998921511,0.7696767537943997
MMP1372,0.9743340768110311,0.5965072288826236,6,2,0.3251047148428842,0.4740383178010223,0.7696767537943997
MMP0179,-0.2293619216238566,0.5969928667251434,12,2,-0.6361711457689374,-0.4068092241450807,0.7696767537943997
MMP0817,0.33404322813322385,0.6027930084475495,12,2,1.1878870131270909,0.8538437849938667,0.7755522417964348
MMP0264,-0.13920921185275548,0.6107450238152047,5,2,-1.3446549834736041,-1.3395931696169328,0.781682817631083
MMP1544,0.17564981441337532,0.6111912253670504,12,2,-0.3928486262884199,-0.5684984407017951,0.781682817631083
MMP0227,0.1455012682187206,0.611316049685847,12,2,0.376337112421301,0.2308358442025804,0.781682817631083
MMP0402,-0.42715051877875654,0.6131994750356053,6,2,0.46889583865334816,0.45288808019236537,0.782487673665067
MMP0881,-0.6353285094156583,0.6193469144711947,4,2,-0.5086099377867765,-0.14742611252087146,0.787868968296553
MMP0318,-0.17539013358198577,0.6199417683230889,12,2,-0.3632627808566428,-0.187872647274657,0.787868968296553
