Gene names (ordered locus ),matched_growth_rates,log2FC,median_log2FC,mean_p_value,min_p_value,mean_fdr,fdr
MMP1247,2,0.6579447970956658,0.6579447970956658,0.2548147780042363,0.254614778993018,0.6065630546015867,0.7165132954846829
MMP0116,2,-1.0774266970619832,-1.0774266970619832,0.2587037858883046,0.14461756959315533,0.5964494142556309,0.7165132954846829
MMP1152,2,-0.7045005759014238,-0.7045005759014238,0.2638956435854612,0.12054713917299296,0.5854488480256473,0.7165132954846829
MMP1149,2,1.0286357038240337,1.0286357038240337,0.2650501470884715,0.21151712815119142,0.6106922674875352,0.7165132954846829
MMP0713,2,1.2083236576326781,1.2083236576326781,0.2651111021825446,0.2031212642588921,0.6095554539800533,0.7165132954846829
MMP1537,2,-0.5868047851525098,-0.5868047851525098,0.2651924009005015,0.028645944503685163,0.5478245651449234,0.7165132954846829
MMP1681,2,1.1202574870016913,1.1202574870016913,0.26599527354186014,0.010581288039351253,0.5179995526271551,0.7165132954846829
MMP1323,2,-0.5697381700575906,-0.5697381700575906,0.26636836205206194,0.055520782287231736,0.5619309700494175,0.7165132954846829
MMP0593,2,-0.8126515996613861,-0.8126515996613861,0.2671118978185627,0.0002516009306302417,0.4245216732914918,0.7165132954846829
MMP1412,2,0.3904948852303795,0.3904948852303795,0.2684465243870579,0.09912257989766667,0.5902187837640647,0.7165132954846829
MMP1174,2,-0.790732238605778,-0.790732238605778,0.2698178880642357,0.1537571568824962,0.5990441567933922,0.7165132954846829
MMP1245,2,0.4556783835432465,0.4556783835432465,0.2702908561747255,0.18869052754046217,0.6109431389831927,0.7165132954846829
MMP0025,2,0.6960850393952278,0.6960850393952278,0.2705979628515003,0.21330436949875387,0.6149022054104476,0.7165132954846829
MMP1255,2,-1.3141373530121343,-1.3141373530121343,0.27252368343696537,0.27252368343696537,0.6123247729637774,0.7165132954846829
MMP1158,2,0.8621250244125906,0.8621250244125906,0.2746652977512537,0.03550523382023729,0.5532627844253108,0.7165132954846829
MMP0344,2,0.631926202701834,0.631926202701834,0.2756936047984886,0.1844727853038911,0.6121787572207356,0.7165132954846829
MMP0227,2,0.14550126821872064,0.14550126821872064,0.2781923746357701,0.13654682952912178,0.6027668517182102,0.7165132954846829
MMP0285,2,-0.1612967022334474,-0.1612967022334474,0.27886251424458985,0.10205010587729427,0.5936218812253486,0.7165132954846829
MMP0457,2,1.0216600898834414,1.0216600898834414,0.27985611257702875,0.052811788934148104,0.5673682501737651,0.7165132954846829
MMP1120,1,-1.0566320964010116,-1.0566320964010116,0.28001129861381907,0.28001129861381907,0.6223019042273921,0.7165132954846829
MMP1615,2,-0.49909384487123903,-0.49909384487123903,0.28053170677482064,0.17424795605486834,0.6057425147985698,0.7165132954846829
MMP0181,2,-0.6203220124021305,-0.6203220124021305,0.280849447143869,0.27210394053590325,0.6204313497462116,0.7165132954846829
