Gene names (ordered locus ),group1,group2,mean_group1,mean_group2,log2FC,n_group1,n_group2,p_value,fdr
MMP1212,xs,s,0.03000950841281876,-1.6641515030008105,1.6941610114136292,3,3,0.07961452857906878,0.8949643824593566
MMP0335,xs,s,0.07461418864870396,1.1489909051832836,-1.0743767165345797,3,3,0.07970452819514703,0.8949643824593566
MMP1527,xs,s,0.5029450707367706,-0.5621246877933604,1.065069758530131,3,3,0.08251128369385279,0.8949643824593566
MMP0080,xs,s,0.3481055099134976,-0.36517702727115564,0.7132825371846532,3,3,0.0859036898951379,0.8949643824593566
MMP0983,xs,s,0.6930306351179046,0.1441575289626551,0.5488731061552495,3,3,0.09139644610303409,0.8949643824593566
MMP1463,xs,s,0.7578788376555484,1.1331817917068128,-0.37530295405126435,2,2,0.09219707513123972,0.8949643824593566
MMP1417,xs,s,-0.9718763705092791,-0.2528252970499349,-0.7190510734593443,3,3,0.0923435427724501,0.8949643824593566
MMP1704,xs,s,-0.026667968744648978,-1.3331372732780997,1.3064693045334508,3,3,0.09483209975714481,0.8949643824593566
MMP1358,xs,s,-2.4775022229544224,1.6650795270152112,-4.142581749969634,2,3,0.09742742803773723,0.8949643824593566
MMP1555,xs,s,-0.11439934348758037,0.9787830735234047,-1.093182417010985,3,3,0.098105685582951,0.8949643824593566
MMP1207,xs,s,0.07400398315190006,-0.1259802910198086,0.19998427417170866,3,3,0.09967507567288217,0.8949643824593566
MMP0003,xs,s,0.08735545721882658,-0.6841363926141764,0.7714918498330029,3,3,0.10902183048152563,0.8949643824593566
MMP1223,xs,s,1.3735743175018278,0.5585295773246729,0.8150447401771549,2,3,0.11047893752392463,0.8949643824593566
MMP0916,xs,s,-0.8750023180715055,-0.4093467316938695,-0.46565558637763604,3,3,0.11258842100306488,0.8949643824593566
MMP1248,xs,s,0.07766933199834915,0.4554571850349464,-0.3777878530365973,3,3,0.11262943599619094,0.8949643824593566
MMP1247,xs,s,0.08708243193756367,1.3504334996730618,-1.2633510677354982,3,3,0.11380338424391691,0.8949643824593566
