category	term	number_of_genes	number_of_genes_in_background	ncbiTaxonId	inputGenes	preferredNames	p_value	fdr	description
Function	GO:0005488	148	614	406327	guaAB,pyrG,ABR53955.1,cofG,ABR53969.1,nifH,ABR53982.1,ABR53984.1,ABR53985.1,ABR53986.1,ABR53987.1,ABR53989.1,ABR53990.1,sucD,ABR54082.1,iscS,eIF5A,cca,hisG,hisD,rsmA,carB,ABR54255.1,tmk,ABR54286.1,ABR54298.1,argD,ABR54338.1,ABR54352.1,endA,purF,leuC,ABR54380.1,MMP1154,ABR54384.1,ABR54386.1,ABR54387.1,ABR54389.1,ABR54432.1,hisC,ABR54446.1,bioB,nadA,ABR54468.1,ABR54470.1,purM,gatE,ABR54498.1,ABR54500.1,dnaG,ABR54513.1,ABR54514.1,ABR54530.1,ABR54532.1,ABR54567.1,rpoH,nusA,purP,ABR54598.1,ABR54600.1,ABR54601.1,asd,ef1b,purA,spt5,guaAA,ABR54663.1,leuC-2,nadK,pyrE,ABR54719.1,ABR54721.1,ABR54734.1,pgk,ABR54772.1,ABR54777.1,mtrA,mtrA-2,bioD,bioF,bioW,ABR54795.1,carA,trpS,albA,ABR54843.1,ABR54854.1,pyrB,ABR54899.1,ABR54900.1,ABR54901.1,ABR54902.1,ABR54907.1,ABR54912.1,rps27e,ABR54921.1,tfb,ABR54962.1,argG,ABR54995.1,pelA,ABR54998.1,hemA,ABR55004.1,pus10,ABR55008.1,argC,cofC,purT,MMP0126,guaB,ABR55040.1,ABR55043.1,ABR55046.1,ABR55075.1,purQ,purL,ribK,thiC,polC,polB,ABR55138.1,pfdB,ABR55163.1,ABR55177.1,ABR55189.1,nac,ABR55213.1,ilvD,pyrH,purD,ABR55285.1,prs,ABR55321.1,eif1a,ABR55371.1,tiaS,ABR55387.1,ilvC,ABR55435.1,proS,ABR55555.1,ABR55583.1,ABR55585.1,MMP0540,ABR55587.1,ABR55590.1,ABR55593.1	guaAB,pyrG,ABR53955.1,cofG,ABR53969.1,nifH,ABR53982.1,ABR53984.1,ABR53985.1,ABR53986.1,ABR53987.1,ABR53989.1,ABR53990.1,sucD,ABR54082.1,iscS,eIF5A,cca,hisG,hisD,rsmA,carB,ABR54255.1,tmk,ABR54286.1,ABR54298.1,argD,ABR54338.1,ABR54352.1,endA,purF,leuC,ABR54380.1,ABR54381.1,ABR54384.1,ABR54386.1,ABR54387.1,ABR54389.1,ABR54432.1,hisC,ABR54446.1,bioB,nadA,ABR54468.1,ABR54470.1,purM,gatE,ABR54498.1,ABR54500.1,dnaG,ABR54513.1,ABR54514.1,ABR54530.1,ABR54532.1,ABR54567.1,rpoH,nusA,purP,ABR54598.1,ABR54600.1,ABR54601.1,asd,ef1b,purA,spt5,guaAA,ABR54663.1,leuC-2,nadK,pyrE,ABR54719.1,ABR54721.1,ABR54734.1,pgk,ABR54772.1,ABR54777.1,mtrA,mtrA-2,bioD,bioF,bioW,ABR54795.1,carA,trpS,albA,ABR54843.1,ABR54854.1,pyrB,ABR54899.1,ABR54900.1,ABR54901.1,ABR54902.1,ABR54907.1,ABR54912.1,rps27e,ABR54921.1,tfb,ABR54962.1,argG,ABR54995.1,pelA,ABR54998.1,hemA,ABR55004.1,pus10,ABR55008.1,argC,cofC,purT,ABR55031.1,guaB,ABR55040.1,ABR55043.1,ABR55046.1,ABR55075.1,purQ,purL,ribK,thiC,polC,polB,ABR55138.1,pfdB,ABR55163.1,ABR55177.1,ABR55189.1,nac,ABR55213.1,ilvD,pyrH,purD,ABR55285.1,prs,ABR55321.1,eif1a,ABR55371.1,tiaS,ABR55387.1,ilvC,ABR55435.1,proS,ABR55555.1,ABR55583.1,ABR55585.1,purC,ABR55587.1,ABR55590.1,ABR55593.1	0.00013	0.0143	Binding
Function	GO:0016695	11	12	406327	ABR53984.1,ABR53987.1,ABR53989.1,ABR53990.1,ABR54380.1,ABR54598.1,ABR54600.1,ABR54601.1,ABR54899.1,hmd,mtd	ABR53984.1,ABR53987.1,ABR53989.1,ABR53990.1,ABR54380.1,ABR54598.1,ABR54600.1,ABR54601.1,ABR54899.1,hmd,mtd	0.00025	0.0188	Oxidoreductase activity, acting on hydrogen as donor
Function	GO:0016879	18	31	406327	guaAB,pyrG,carB,purM,gatE,purP,purA,guaAA,bioD,carA,ABR54928.1,argG,ABR55024.1,purQ,purL,purD,tiaS,MMP0540	guaAB,pyrG,carB,purM,gatE,purP,purA,guaAA,bioD,carA,ABR54928.1,argG,ABR55024.1,purQ,purL,purD,tiaS,purC	0.0002	0.0188	Ligase activity, forming carbon-nitrogen bonds
Function	GO:0036094	79	281	406327	guaAB,pyrG,ABR53955.1,ABR53969.1,nifH,ABR53987.1,ABR53989.1,ABR53990.1,sucD,ABR54082.1,iscS,cca,hisG,hisD,carB,ABR54255.1,tmk,argD,ABR54338.1,ABR54352.1,ABR54380.1,ABR54389.1,hisC,ABR54446.1,purM,gatE,ABR54498.1,ABR54500.1,ABR54532.1,ABR54567.1,purP,ABR54598.1,ABR54600.1,ABR54601.1,asd,purA,guaAA,nadK,ABR54719.1,ABR54734.1,pgk,bioD,bioF,bioW,ABR54795.1,carA,trpS,ABR54843.1,pyrB,ABR54907.1,ABR54921.1,ABR54962.1,argG,hemA,ABR55004.1,ABR55008.1,argC,cofC,purT,guaB,ABR55040.1,ABR55046.1,ABR55075.1,purQ,purL,ribK,ABR55138.1,ABR55163.1,ABR55213.1,pyrH,purD,prs,tiaS,ABR55387.1,ilvC,ABR55435.1,proS,ABR55585.1,MMP0540	guaAB,pyrG,ABR53955.1,ABR53969.1,nifH,ABR53987.1,ABR53989.1,ABR53990.1,sucD,ABR54082.1,iscS,cca,hisG,hisD,carB,ABR54255.1,tmk,argD,ABR54338.1,ABR54352.1,ABR54380.1,ABR54389.1,hisC,ABR54446.1,purM,gatE,ABR54498.1,ABR54500.1,ABR54532.1,ABR54567.1,purP,ABR54598.1,ABR54600.1,ABR54601.1,asd,purA,guaAA,nadK,ABR54719.1,ABR54734.1,pgk,bioD,bioF,bioW,ABR54795.1,carA,trpS,ABR54843.1,pyrB,ABR54907.1,ABR54921.1,ABR54962.1,argG,hemA,ABR55004.1,ABR55008.1,argC,cofC,purT,guaB,ABR55040.1,ABR55046.1,ABR55075.1,purQ,purL,ribK,ABR55138.1,ABR55163.1,ABR55213.1,pyrH,purD,prs,tiaS,ABR55387.1,ilvC,ABR55435.1,proS,ABR55585.1,purC	0.00023	0.0188	Small molecule binding
Keyword	KW-0658	15	15	406327	guaAB,ABR54203.1,purF,purM,purO,purP,purA,guaAA,purT,guaB,purQ,purL,purE,purD,MMP0540	guaAB,ABR54203.1,purF,purM,purO,purP,purA,guaAA,purT,guaB,purQ,purL,purE,purD,purC	9.14e-06	0.0015	Purine biosynthesis
Keyword	KW-0560	31	65	406327	ABR53955.1,nifH,ABR53982.1,ABR53984.1,ABR53987.1,ABR53989.1,hisD,ABR54285.1,ABR54286.1,ABR54380.1,MMP1154,MMP1155,ABR54399.1,ABR54470.1,ABR54494.1,asd,ABR54702.1,ABR54722.1,ABR54902.1,ABR54907.1,ABR54999.1,hemA,argC,hmd,guaB,ABR55138.1,mtd,pyrD,ilvC,ABR55555.1,ABR55585.1	ABR53955.1,nifH,ABR53982.1,ABR53984.1,ABR53987.1,ABR53989.1,hisD,ABR54285.1,ABR54286.1,ABR54380.1,ABR54381.1,ABR54382.1,ABR54399.1,ABR54470.1,ABR54494.1,asd,ABR54702.1,ABR54722.1,ABR54902.1,ABR54907.1,ABR54999.1,hemA,argC,hmd,guaB,ABR55138.1,mtd,pyrD,ilvC,ABR55555.1,ABR55585.1	2.05e-05	0.0017	Oxidoreductase
Keyword	KW-0484	14	19	406327	ABR54773.1,ABR54775.1,ABR54776.1,ABR54777.1,mtrE,mtrD,mtrC,mtrB,mtrA,mtrA-2,mtrG,mtrH,hmd,mtd	ABR54773.1,ABR54775.1,ABR54776.1,ABR54777.1,mtrE,mtrD,mtrC,mtrB,mtrA,mtrA-2,mtrG,mtrH,hmd,mtd	0.00018	0.0096	Methanogenesis
Keyword	KW-0554	11	15	406327	ABR54123.1,mtrE,mtrD,mtrC,mtrB,mtrA,mtrA-2,mtrG,mtrH,hmd,mtd	ABR54123.1,mtrE,mtrD,mtrC,mtrB,mtrA,mtrA-2,mtrG,mtrH,hmd,mtd	0.00093	0.0376	One-carbon metabolism
KEGG	mvn01100	155	407	406327	guaAB,pyrG,ABR53955.1,cofG,ABR53969.1,nifH,ABR53981.1,ABR53982.1,ABR53984.1,ABR53985.1,ABR53986.1,ABR53987.1,ABR53989.1,ABR53990.1,sucD,ABR54073.1,ABR54082.1,iscS,ABR54089.1,ABR54123.1,hisG,hisD,ABR54203.1,carB,ABR54255.1,tmk,ABR54285.1,ABR54286.1,ABR54293.1,ABR54298.1,ilvE,argD,ABR54338.1,purF,leuC,MMP1154,MMP1155,ABR54434.1,hisC,bioB,nadA,ABR54466.1,ABR54467.1,ABR54468.1,ABR54469.1,ABR54470.1,purM,gatE,ABR54494.1,ABR54513.1,ABR54514.1,purO,ABR54532.1,ABR54574.1,MMP1359,purP,ABR54598.1,ABR54600.1,ABR54601.1,asd,purA,guaAA,leuC-2,ABR54702.1,nadK,pyrE,ABR54719.1,ABR54720.1,ABR54721.1,ABR54722.1,ABR54747.1,pgk,ABR54773.1,ABR54774.1,ABR54775.1,ABR54776.1,ABR54777.1,mtrE,mtrD,mtrC,mtrB,mtrA,mtrA-2,mtrG,mtrH,bioD,bioF,bioW,ABR54795.1,carA,ABR54843.1,pyrB,ABR54896.1,ABR54899.1,ABR54900.1,ABR54901.1,ABR54902.1,ABR54907.1,hisF,ABR54983.1,argG,ABR54995.1,ABR54999.1,hemA,ABR55001.1,ABR55008.1,argC,cofC,ABR55024.1,purT,MMP0126,hmd,ilvE-2,guaB,ABR55040.1,leuD,ABR55043.1,ABR55046.1,hpt,MMP0153,ABR55075.1,purQ,purL,ribK,thiC,ABR55116.1,ABR55138.1,ABR55163.1,purE,ABR55213.1,ABR55214.1,ilvD,mtd,hacB,pyrH,purD,ABR55285.1,prs,ABR55302.1,pyrD,ABR55323.1,dapA,ABR55368.1,ABR55387.1,apt2,ilvC,ABR55434.1,ABR55435.1,ABR55554.1,ABR55555.1,ABR55556.1,ABR55585.1,MMP0540,ABR55587.1,ABR55591.1	guaAB,pyrG,ABR53955.1,cofG,ABR53969.1,nifH,ABR53981.1,ABR53982.1,ABR53984.1,ABR53985.1,ABR53986.1,ABR53987.1,ABR53989.1,ABR53990.1,sucD,ABR54073.1,ABR54082.1,iscS,ABR54089.1,ABR54123.1,hisG,hisD,ABR54203.1,carB,ABR54255.1,tmk,ABR54285.1,ABR54286.1,ABR54293.1,ABR54298.1,ilvE,argD,ABR54338.1,purF,leuC,ABR54381.1,ABR54382.1,ABR54434.1,hisC,bioB,nadA,ABR54466.1,ABR54467.1,ABR54468.1,ABR54469.1,ABR54470.1,purM,gatE,ABR54494.1,ABR54513.1,ABR54514.1,purO,ABR54532.1,ABR54574.1,ABR54575.1,purP,ABR54598.1,ABR54600.1,ABR54601.1,asd,purA,guaAA,leuC-2,ABR54702.1,nadK,pyrE,ABR54719.1,ABR54720.1,ABR54721.1,ABR54722.1,ABR54747.1,pgk,ABR54773.1,ABR54774.1,ABR54775.1,ABR54776.1,ABR54777.1,mtrE,mtrD,mtrC,mtrB,mtrA,mtrA-2,mtrG,mtrH,bioD,bioF,bioW,ABR54795.1,carA,ABR54843.1,pyrB,ABR54896.1,ABR54899.1,ABR54900.1,ABR54901.1,ABR54902.1,ABR54907.1,hisF,ABR54983.1,argG,ABR54995.1,ABR54999.1,hemA,ABR55001.1,ABR55008.1,argC,cofC,ABR55024.1,purT,ABR55031.1,hmd,ilvE-2,guaB,ABR55040.1,leuD,ABR55043.1,ABR55046.1,hpt,ABR55056.1,ABR55075.1,purQ,purL,ribK,thiC,ABR55116.1,ABR55138.1,ABR55163.1,purE,ABR55213.1,ABR55214.1,ilvD,mtd,hacB,pyrH,purD,ABR55285.1,prs,ABR55302.1,pyrD,ABR55323.1,dapA,ABR55368.1,ABR55387.1,apt2,ilvC,ABR55434.1,ABR55435.1,ABR55554.1,ABR55555.1,ABR55556.1,ABR55585.1,purC,ABR55587.1,ABR55591.1	4.38e-19	3.5e-17	Metabolic pathways
KEGG	mvn01120	86	171	406327	ABR53955.1,cofG,nifH,ABR53981.1,ABR53982.1,ABR53984.1,ABR53985.1,ABR53986.1,ABR53987.1,ABR53989.1,ABR53990.1,sucD,ABR54073.1,ABR54089.1,ABR54255.1,ABR54285.1,ABR54286.1,ABR54298.1,argD,ABR54338.1,MMP1154,MMP1155,ABR54434.1,ABR54466.1,ABR54467.1,ABR54468.1,ABR54469.1,ABR54470.1,ABR54494.1,ABR54513.1,ABR54514.1,ABR54532.1,ABR54598.1,ABR54600.1,ABR54601.1,asd,leuC-2,ABR54702.1,ABR54719.1,ABR54720.1,ABR54721.1,ABR54722.1,pgk,ABR54773.1,ABR54774.1,ABR54775.1,ABR54776.1,ABR54777.1,mtrE,mtrD,mtrC,mtrB,mtrA,mtrA-2,mtrG,mtrH,ABR54843.1,ABR54896.1,ABR54899.1,ABR54900.1,ABR54901.1,ABR54902.1,ABR54907.1,ABR54983.1,ABR54995.1,hemA,ABR55001.1,cofC,hmd,ABR55040.1,ABR55043.1,MMP0153,ABR55075.1,ABR55116.1,ABR55163.1,ABR55213.1,ABR55214.1,mtd,hacB,prs,dapA,ABR55387.1,ABR55554.1,ABR55555.1,ABR55556.1,ABR55587.1	ABR53955.1,cofG,nifH,ABR53981.1,ABR53982.1,ABR53984.1,ABR53985.1,ABR53986.1,ABR53987.1,ABR53989.1,ABR53990.1,sucD,ABR54073.1,ABR54089.1,ABR54255.1,ABR54285.1,ABR54286.1,ABR54298.1,argD,ABR54338.1,ABR54381.1,ABR54382.1,ABR54434.1,ABR54466.1,ABR54467.1,ABR54468.1,ABR54469.1,ABR54470.1,ABR54494.1,ABR54513.1,ABR54514.1,ABR54532.1,ABR54598.1,ABR54600.1,ABR54601.1,asd,leuC-2,ABR54702.1,ABR54719.1,ABR54720.1,ABR54721.1,ABR54722.1,pgk,ABR54773.1,ABR54774.1,ABR54775.1,ABR54776.1,ABR54777.1,mtrE,mtrD,mtrC,mtrB,mtrA,mtrA-2,mtrG,mtrH,ABR54843.1,ABR54896.1,ABR54899.1,ABR54900.1,ABR54901.1,ABR54902.1,ABR54907.1,ABR54983.1,ABR54995.1,hemA,ABR55001.1,cofC,hmd,ABR55040.1,ABR55043.1,ABR55056.1,ABR55075.1,ABR55116.1,ABR55163.1,ABR55213.1,ABR55214.1,mtd,hacB,prs,dapA,ABR55387.1,ABR55554.1,ABR55555.1,ABR55556.1,ABR55587.1	7.71e-15	3.08e-13	Microbial metabolism in diverse environments
KEGG	mvn00680	61	105	406327	ABR53955.1,cofG,ABR53981.1,ABR53982.1,ABR53984.1,ABR53985.1,ABR53986.1,ABR53987.1,ABR53989.1,ABR53990.1,ABR54285.1,ABR54286.1,MMP1154,MMP1155,ABR54466.1,ABR54467.1,ABR54468.1,ABR54469.1,ABR54470.1,ABR54513.1,ABR54514.1,ABR54598.1,ABR54600.1,ABR54601.1,leuC-2,ABR54719.1,ABR54720.1,ABR54721.1,ABR54722.1,ABR54773.1,ABR54774.1,ABR54775.1,ABR54776.1,ABR54777.1,mtrE,mtrD,mtrC,mtrB,mtrA,mtrA-2,mtrG,mtrH,ABR54843.1,ABR54896.1,ABR54899.1,ABR54900.1,ABR54901.1,ABR54902.1,ABR54983.1,ABR54995.1,cofC,hmd,ABR55043.1,MMP0153,mtd,hacB,ABR55387.1,ABR55554.1,ABR55555.1,ABR55556.1,ABR55587.1	ABR53955.1,cofG,ABR53981.1,ABR53982.1,ABR53984.1,ABR53985.1,ABR53986.1,ABR53987.1,ABR53989.1,ABR53990.1,ABR54285.1,ABR54286.1,ABR54381.1,ABR54382.1,ABR54466.1,ABR54467.1,ABR54468.1,ABR54469.1,ABR54470.1,ABR54513.1,ABR54514.1,ABR54598.1,ABR54600.1,ABR54601.1,leuC-2,ABR54719.1,ABR54720.1,ABR54721.1,ABR54722.1,ABR54773.1,ABR54774.1,ABR54775.1,ABR54776.1,ABR54777.1,mtrE,mtrD,mtrC,mtrB,mtrA,mtrA-2,mtrG,mtrH,ABR54843.1,ABR54896.1,ABR54899.1,ABR54900.1,ABR54901.1,ABR54902.1,ABR54983.1,ABR54995.1,cofC,hmd,ABR55043.1,ABR55056.1,mtd,hacB,ABR55387.1,ABR55554.1,ABR55555.1,ABR55556.1,ABR55587.1	1.64e-12	4.38e-11	Methane metabolism
KEGG	mvn01200	57	101	406327	ABR53981.1,ABR53982.1,ABR53984.1,ABR53985.1,ABR53986.1,sucD,ABR54073.1,ABR54089.1,ABR54285.1,ABR54286.1,ABR54298.1,ABR54338.1,MMP1154,MMP1155,ABR54434.1,ABR54466.1,ABR54467.1,ABR54468.1,ABR54469.1,ABR54470.1,ABR54494.1,ABR54513.1,ABR54514.1,ABR54532.1,ABR54719.1,ABR54720.1,ABR54721.1,ABR54722.1,pgk,ABR54773.1,ABR54776.1,ABR54777.1,mtrE,mtrD,mtrC,mtrB,mtrA,mtrA-2,mtrG,mtrH,ABR54896.1,ABR54899.1,ABR54900.1,ABR54901.1,ABR54902.1,ABR54983.1,hmd,ABR55043.1,ABR55116.1,ABR55213.1,ABR55214.1,mtd,prs,ABR55554.1,ABR55555.1,ABR55556.1,ABR55587.1	ABR53981.1,ABR53982.1,ABR53984.1,ABR53985.1,ABR53986.1,sucD,ABR54073.1,ABR54089.1,ABR54285.1,ABR54286.1,ABR54298.1,ABR54338.1,ABR54381.1,ABR54382.1,ABR54434.1,ABR54466.1,ABR54467.1,ABR54468.1,ABR54469.1,ABR54470.1,ABR54494.1,ABR54513.1,ABR54514.1,ABR54532.1,ABR54719.1,ABR54720.1,ABR54721.1,ABR54722.1,pgk,ABR54773.1,ABR54776.1,ABR54777.1,mtrE,mtrD,mtrC,mtrB,mtrA,mtrA-2,mtrG,mtrH,ABR54896.1,ABR54899.1,ABR54900.1,ABR54901.1,ABR54902.1,ABR54983.1,hmd,ABR55043.1,ABR55116.1,ABR55213.1,ABR55214.1,mtd,prs,ABR55554.1,ABR55555.1,ABR55556.1,ABR55587.1	2.51e-11	5.02e-10	Carbon metabolism
KEGG	mvn01110	61	159	406327	ABR53955.1,sucD,ABR54089.1,hisG,hisD,ABR54203.1,ABR54255.1,ABR54293.1,ilvE,argD,ABR54338.1,purF,leuC,ABR54434.1,hisC,purM,purO,ABR54532.1,purP,asd,leuC-2,ABR54719.1,ABR54720.1,ABR54721.1,ABR54722.1,ABR54747.1,pgk,ABR54907.1,hisF,argG,ABR54999.1,hemA,ABR55001.1,ABR55008.1,argC,purT,ilvE-2,guaB,ABR55040.1,leuD,ABR55046.1,MMP0153,ABR55075.1,purQ,purL,ABR55116.1,purE,ABR55213.1,ABR55214.1,ilvD,hacB,purD,ABR55285.1,prs,dapA,ilvC,ABR55434.1,ABR55435.1,ABR55585.1,MMP0540,ABR55587.1	ABR53955.1,sucD,ABR54089.1,hisG,hisD,ABR54203.1,ABR54255.1,ABR54293.1,ilvE,argD,ABR54338.1,purF,leuC,ABR54434.1,hisC,purM,purO,ABR54532.1,purP,asd,leuC-2,ABR54719.1,ABR54720.1,ABR54721.1,ABR54722.1,ABR54747.1,pgk,ABR54907.1,hisF,argG,ABR54999.1,hemA,ABR55001.1,ABR55008.1,argC,purT,ilvE-2,guaB,ABR55040.1,leuD,ABR55046.1,ABR55056.1,ABR55075.1,purQ,purL,ABR55116.1,purE,ABR55213.1,ABR55214.1,ilvD,hacB,purD,ABR55285.1,prs,dapA,ilvC,ABR55434.1,ABR55435.1,ABR55585.1,purC,ABR55587.1	6.21e-07	9.94e-06	Biosynthesis of secondary metabolites
KEGG	mvn01210	20	26	406327	ABR53955.1,ABR54255.1,ABR54293.1,ilvE,argD,leuC,asd,leuC-2,ABR55008.1,argC,ilvE-2,leuD,ABR55046.1,MMP0153,ilvD,hacB,ilvC,ABR55434.1,ABR55435.1,ABR55585.1	ABR53955.1,ABR54255.1,ABR54293.1,ilvE,argD,leuC,asd,leuC-2,ABR55008.1,argC,ilvE-2,leuD,ABR55046.1,ABR55056.1,ilvD,hacB,ilvC,ABR55434.1,ABR55435.1,ABR55585.1	4.46e-06	5.95e-05	2-Oxocarboxylic acid metabolism
KEGG	mvn00230	20	28	406327	guaAB,ABR54203.1,purF,purM,purO,purP,purA,guaAA,purT,guaB,hpt,purQ,purL,ABR55138.1,purE,purD,prs,ABR55302.1,apt2,MMP0540	guaAB,ABR54203.1,purF,purM,purO,purP,purA,guaAA,purT,guaB,hpt,purQ,purL,ABR55138.1,purE,purD,prs,ABR55302.1,apt2,purC	9.84e-06	0.00011	Purine metabolism
KEGG	mvn00650	12	14	406327	ABR54434.1,ABR54532.1,ABR54719.1,ABR54720.1,ABR54721.1,ABR54722.1,ABR55046.1,ABR55116.1,ABR55213.1,ABR55214.1,ABR55434.1,ABR55435.1	ABR54434.1,ABR54532.1,ABR54719.1,ABR54720.1,ABR54721.1,ABR54722.1,ABR55046.1,ABR55116.1,ABR55213.1,ABR55214.1,ABR55434.1,ABR55435.1	0.0002	0.002	Butanoate metabolism
KEGG	mvn00290	11	13	406327	ABR54293.1,ilvE,leuC,ilvE-2,leuD,ABR55046.1,ilvD,ilvC,ABR55434.1,ABR55435.1,ABR55585.1	ABR54293.1,ilvE,leuC,ilvE-2,leuD,ABR55046.1,ilvD,ilvC,ABR55434.1,ABR55435.1,ABR55585.1	0.0004	0.0036	Valine, leucine and isoleucine biosynthesis
KEGG	mvn00620	13	21	406327	ABR54293.1,ABR54434.1,ABR54532.1,ABR54702.1,ABR54719.1,ABR54720.1,ABR54721.1,ABR54722.1,MMP0153,ABR55116.1,ABR55163.1,ABR55213.1,ABR55214.1	ABR54293.1,ABR54434.1,ABR54532.1,ABR54702.1,ABR54719.1,ABR54720.1,ABR54721.1,ABR54722.1,ABR55056.1,ABR55116.1,ABR55163.1,ABR55213.1,ABR55214.1	0.001	0.0081	Pyruvate metabolism
KEGG	mvn01230	33	96	406327	ABR53955.1,ABR54089.1,hisG,hisD,ABR54255.1,ABR54293.1,ilvE,argD,leuC,hisC,asd,leuC-2,ABR54747.1,pgk,ABR54907.1,hisF,argG,argC,ilvE-2,ABR55040.1,leuD,ABR55046.1,MMP0153,ilvD,hacB,ABR55285.1,prs,dapA,ilvC,ABR55434.1,ABR55435.1,ABR55585.1,ABR55587.1	ABR53955.1,ABR54089.1,hisG,hisD,ABR54255.1,ABR54293.1,ilvE,argD,leuC,hisC,asd,leuC-2,ABR54747.1,pgk,ABR54907.1,hisF,argG,argC,ilvE-2,ABR55040.1,leuD,ABR55046.1,ABR55056.1,ilvD,hacB,ABR55285.1,prs,dapA,ilvC,ABR55434.1,ABR55435.1,ABR55585.1,ABR55587.1	0.0016	0.0114	Biosynthesis of amino acids
KEGG	mvn00640	8	9	406327	sucD,ABR54338.1,ABR54434.1,ABR54719.1,ABR54720.1,ABR54721.1,ABR54722.1,ABR55163.1	sucD,ABR54338.1,ABR54434.1,ABR54719.1,ABR54720.1,ABR54721.1,ABR54722.1,ABR55163.1	0.0021	0.014	Propanoate metabolism
KEGG	mvn00780	7	7	406327	ABR53969.1,bioB,bioD,bioF,bioW,ABR55024.1,MMP0126	ABR53969.1,bioB,bioD,bioF,bioW,ABR55024.1,ABR55031.1	0.0026	0.0162	Biotin metabolism
KEGG	mvn00660	8	10	406327	sucD,ABR54338.1,leuC,leuD,ABR55046.1,ABR55434.1,ABR55435.1,ABR55585.1	sucD,ABR54338.1,leuC,leuD,ABR55046.1,ABR55434.1,ABR55435.1,ABR55585.1	0.0033	0.0187	C5-Branched dibasic acid metabolism
KEGG	mvn00720	13	25	406327	sucD,ABR54298.1,ABR54338.1,ABR54434.1,ABR54494.1,ABR54532.1,ABR54719.1,ABR54720.1,ABR54721.1,ABR54722.1,ABR55116.1,ABR55213.1,ABR55214.1	sucD,ABR54298.1,ABR54338.1,ABR54434.1,ABR54494.1,ABR54532.1,ABR54719.1,ABR54720.1,ABR54721.1,ABR54722.1,ABR55116.1,ABR55213.1,ABR55214.1	0.0033	0.0187	Carbon fixation pathways in prokaryotes
KEGG	mvn00300	10	17	406327	ABR53955.1,ABR54255.1,argD,asd,leuC-2,ABR54907.1,ABR55008.1,MMP0153,hacB,dapA	ABR53955.1,ABR54255.1,argD,asd,leuC-2,ABR54907.1,ABR55008.1,ABR55056.1,hacB,dapA	0.0051	0.0255	Lysine biosynthesis
KEGG	mvn00020	10	18	406327	sucD,ABR54338.1,ABR54532.1,ABR54719.1,ABR54720.1,ABR54721.1,ABR54722.1,ABR55116.1,ABR55213.1,ABR55214.1	sucD,ABR54338.1,ABR54532.1,ABR54719.1,ABR54720.1,ABR54721.1,ABR54722.1,ABR55116.1,ABR55213.1,ABR55214.1	0.0069	0.0323	Citrate cycle (TCA cycle)
KEGG	mvn00240	11	23	406327	pyrG,carB,tmk,pyrE,carA,pyrB,ABR55138.1,pyrH,ABR55302.1,pyrD,ABR55368.1	pyrG,carB,tmk,pyrE,carA,pyrB,ABR55138.1,pyrH,ABR55302.1,pyrD,ABR55368.1	0.0107	0.0475	Pyrimidine metabolism
NetworkNeighborAL	CL:2431	64	92	406327	ABR53981.1,ABR53982.1,ABR53984.1,ABR53985.1,ABR53986.1,ABR53987.1,ABR53989.1,ABR53990.1,ABR54285.1,ABR54286.1,ABR54336.1,MMP1154,MMP1155,MMP1223,ABR54466.1,ABR54467.1,ABR54468.1,ABR54469.1,ABR54470.1,ABR54513.1,ABR54514.1,ABR54598.1,ABR54600.1,ABR54601.1,ABR54772.1,ABR54773.1,ABR54774.1,ABR54775.1,ABR54776.1,ABR54777.1,mtrE,mtrD,mtrC,mtrB,mtrA,mtrA-2,mtrG,mtrH,ABR54843.1,ABR54845.1,ABR54896.1,ABR54897.1,ABR54899.1,ABR54900.1,ABR54901.1,ABR54902.1,ABR54909.1,ABR54983.1,ABR54995.1,hmd,ABR55043.1,ABR55047.1,ABR55057.1,ABR55075.1,ABR55199.1,ABR55219.1,mtd,ABR55291.1,ABR55333.1,ABR55387.1,ABR55443.1,ABR55554.1,ABR55555.1,ABR55556.1	ABR53981.1,ABR53982.1,ABR53984.1,ABR53985.1,ABR53986.1,ABR53987.1,ABR53989.1,ABR53990.1,ABR54285.1,ABR54286.1,ABR54336.1,ABR54381.1,ABR54382.1,ABR54445.1,ABR54466.1,ABR54467.1,ABR54468.1,ABR54469.1,ABR54470.1,ABR54513.1,ABR54514.1,ABR54598.1,ABR54600.1,ABR54601.1,ABR54772.1,ABR54773.1,ABR54774.1,ABR54775.1,ABR54776.1,ABR54777.1,mtrE,mtrD,mtrC,mtrB,mtrA,mtrA-2,mtrG,mtrH,ABR54843.1,ABR54845.1,ABR54896.1,ABR54897.1,ABR54899.1,ABR54900.1,ABR54901.1,ABR54902.1,ABR54909.1,ABR54983.1,ABR54995.1,hmd,ABR55043.1,ABR55047.1,ABR55057.1,ABR55075.1,ABR55199.1,ABR55219.1,mtd,ABR55291.1,ABR55333.1,ABR55387.1,ABR55443.1,ABR55554.1,ABR55555.1,ABR55556.1	7.26e-16	2.68e-13	Methane metabolism, and Carbonic anhydrase
