Gene names (ordered locus ),group1,group2,mean_group1,mean_group2,log2FC,n_group1,n_group2,p_value,fdr
MMP1670,xs,i,-1.371773059622873,-0.05599768575319184,-1.3157753738696811,3,3,0.07166138010431689,0.6083871440851785
MMP1190,xs,i,-0.9443919838788218,-0.08356636662779483,-0.860825617251027,3,3,0.07235245545242028,0.6083871440851785
MMP1432,xs,i,0.17037331929176733,-0.8478269499465005,1.018200269238268,3,3,0.07429148476008106,0.6083871440851785
MMP1261,xs,i,-0.15078472208782542,-1.8674581803622816,1.7166734582744563,3,3,0.0751397361724227,0.6083871440851785
MMP0979,xs,i,1.1568259910441112,-0.17732840373286252,1.3341543947769736,3,3,0.07575682113362683,0.6083871440851785
MMP0396,xs,i,-1.0299280296350724,-1.5151046685855512,0.4851766389504788,3,3,0.07590243140545277,0.6083871440851785
MMP1369,xs,i,-0.43498227245481136,-1.103542653632134,0.6685603811773226,3,3,0.07611774675876601,0.6083871440851785
MMP0344,xs,i,-0.1839632795005999,0.3573566570023277,-0.5413199365029276,3,3,0.07716435986611797,0.6083871440851785
MMP1152,xs,i,0.27022674689623766,-1.5042309303623664,1.774457677258604,3,2,0.07796831932948053,0.6083871440851785
MMP0388,xs,i,-0.8506299458622625,-0.12451861608942912,-0.7261113297728333,3,3,0.07837579857819073,0.6083871440851785
MMP0135,xs,i,-0.021759498711292208,-0.5072881523949125,0.4855286536836203,3,3,0.07858859128889091,0.6083871440851785
MMP1011,xs,i,-0.3876158497104973,-1.5341248455772754,1.146508995866778,3,3,0.07864327766748166,0.6083871440851785
MMP0253,xs,i,0.4238350313355101,-0.5106029406646954,0.9344379720002054,3,3,0.07904647380488847,0.6083871440851785
MMP0043,xs,i,-1.070809341797099,0.7076055578173065,-1.7784148996144054,2,2,0.0795413027092908,0.6083871440851785
MMP0157,xs,i,0.7216719079467484,-1.428305414556705,2.149977322503453,2,2,0.08084466627291344,0.6083871440851785
MMP1326,xs,i,0.46521424701905056,-0.339137345820781,0.8043515928398315,3,3,0.0834158050417883,0.6083871440851785
MMP1044,xs,i,-0.906961173950222,-0.534124846039346,-0.37283632791087606,3,3,0.08487470659483724,0.6083871440851785
MMP0079,xs,i,1.301610537206485,-1.0058040134552295,2.3074145506617145,2,3,0.08489342187776193,0.6083871440851785
MMP1274,xs,i,-1.6497359801230325,-3.4504375867736736,1.8007016066506412,3,3,0.08635305998127529,0.6083871440851785
MMP1271,xs,i,-0.012438888844205742,-1.5341248470289484,1.5216859581847426,3,3,0.08854507693470497,0.6083871440851785
MMP1212,xs,i,0.38139028817025444,-0.4692342921830937,0.8506245803533481,3,3,0.0886693225142307,0.6083871440851785
MMP0148,xs,i,-0.7488005162703016,-1.8949308867502357,1.1461303704799342,3,3,0.0889443843789693,0.6083871440851785
MMP0947,xs,i,-0.5151545234659557,-1.6724706791541142,1.1573161556881586,3,3,0.0906231747983514,0.6083871440851785
MMP0059,xs,i,0.993535080313725,-0.3195061163298145,1.3130411966435394,3,3,0.09096633027548812,0.6083871440851785
MMP1370,xs,i,-0.3730588849007373,-0.8628291929057164,0.48977030800497906,3,3,0.09225897507982919,0.6083871440851785
MMP0625,xs,i,-2.227057620221253,-1.0254352414717254,-1.2016223787495275,3,3,0.09342726161454948,0.6083871440851785
MMP1218,xs,i,0.7679067502211221,0.47930506094740605,0.28860168927371604,3,3,0.09393487393509282,0.6083871440851785
MMP0385,xs,i,0.18254861065058292,-1.0058040124874477,1.1883526231380306,3,3,0.09457071843872412,0.6083871440851785
MMP1366,xs,i,-1.0223546705720339,-1.5403300724172395,0.5179754018452056,3,3,0.09471895656415952,0.6083871440851785
MMP1210,xs,i,1.698694152840608,-0.8674581788568997,2.566152331697508,3,3,0.09636981102752076,0.6111553838580747
MMP0901,xs,i,0.461189968732375,-1.59833987325542,2.059529841987795,3,3,0.10098813700328621,0.6273136985350358
MMP1299,xs,i,-0.18439867878015267,-0.7506257638207613,0.5662270850406086,3,3,0.10202822673104743,0.6273136985350358
MMP0457,xs,i,-1.4907191571871155,-2.640342499003572,1.1496233418164568,3,3,0.10276117341931348,0.6273136985350358
MMP1052,xs,i,0.07523924637661279,0.7076055578173065,-0.6323663114406937,3,2,0.10392622151378837,0.6273136985350358
MMP0312,xs,i,0.4282038096271577,-0.514493616618589,0.9426974262457466,3,3,0.10935712905060062,0.6293890708847318
MMP0042,xs,i,-0.006464919538190586,0.9124918212785703,-0.9189567408167609,3,3,0.11187185493554731,0.6293890708847318
MMP0593,xs,i,1.090154704761864,0.43483868546217375,0.6553160192996903,2,3,0.11509618320712277,0.6293890708847318
MMP1042,xs,i,-0.998065132868021,-0.6103329717088247,-0.3877321611591963,3,3,0.11561537489274383,0.6293890708847318
MMP0082,xs,i,0.417396649937738,-0.7911852825420659,1.208581932479804,3,3,0.11615938827999962,0.6293890708847318
MMP0984,xs,i,0.1158737414370757,-1.500946288017305,1.6168200294543806,3,3,0.11647813077730448,0.6293890708847318
MMP0447,xs,i,-1.9247607536454912,-1.0058040124874477,-0.9189567411580435,3,3,0.11688686801923705,0.6293890708847318
MMP1358,xs,i,1.4009992206851656,0.5225168208699175,0.8784823998152481,3,3,0.11756851268462104,0.6293890708847318
MMP1437,xs,i,-2.227057620006889,-1.2182806517247629,-1.008776968282126,3,3,0.11865568122377305,0.6293890708847318
MMP0654,xs,i,-0.5626176404945641,-1.0482600935610817,0.48564245306651765,3,3,0.11934535199015446,0.6293890708847318
MMP1427,xs,i,-1.4841180542427745,-0.27492232051463544,-1.2091957337281392,3,3,0.12000566519289774,0.6293890708847318
MMP1412,xs,i,-0.9679273487724823,-0.6306270517121794,-0.33730029706030296,3,3,0.12054326217551747,0.6293890708847318
MMP0126,xs,i,1.0481936585644263,0.013827216608963577,1.0343664419554628,3,3,0.12177248151601767,0.6293890708847318
MMP1555,xs,i,0.28226506355638864,1.3155120885977858,-1.0332470250413972,3,3,0.12678265474438563,0.6293890708847318
MMP1251,xs,i,-0.10495021471710597,0.5879825583412728,-0.6929327730583787,3,3,0.1278345127754059,0.6293890708847318
MMP0576,xs,i,0.17037331928625787,-0.328132326169211,0.4985056454554689,3,3,0.12858609412136746,0.6293890708847318
MMP0946,xs,i,0.10358461407654641,-0.8418529801839995,0.9454375942605459,3,3,0.13026689896036292,0.6293890708847318
MMP1384,xs,i,-0.9247607535662743,0.2076055578173065,-1.132366311383581,3,2,0.13046084459321367,0.6293890708847318
MMP0822,xs,i,0.16650046217850542,1.0357174768645498,-0.8692170146860444,3,3,0.1306104493569926,0.6293890708847318
MMP0163,xs,i,-1.1898991894685882,-0.8956741221417742,-0.29422506732681397,3,3,0.1313510220120314,0.6293890708847318
MMP0975,xs,i,-1.7864149197868653,-0.9132926872304962,-0.8731222325563691,3,3,0.13256279548936203,0.6293890708847318
MMP0933,xs,i,-1.6518347616839097,-0.5416982049099215,-1.1101365567739883,2,3,0.13265031087968046,0.6293890708847318
MMP1138,xs,i,-0.25915690734886027,0.3841709877048514,-0.6433278950537117,2,3,0.1331641547181269,0.6293890708847318
MMP0831,xs,i,-0.14481075324554246,-1.2318279818261086,1.0870172285805662,3,3,0.1345131434830126,0.6298232232241991
MMP1200,xs,i,-0.055255010464968,-0.6158290120066767,0.5605740015417087,3,3,0.13633867111229073,0.632459946548682
MMP1045,xs,i,-1.317741966835265,-0.8520062998869348,-0.46573566694833024,3,3,0.13843848002073933,0.6330324939810943
MMP0289,xs,i,0.4085725793942605,-1.0058040138879372,1.4143765932821977,3,3,0.13972359133883963,0.6330324939810943
MMP0985,xs,i,0.4744842131357318,-0.7613525654494516,1.2358367785851834,3,3,0.14310882781658524,0.6330324939810943
MMP0952,xs,i,-1.0643572984784748,-1.42282460043086,0.3584673019523852,3,3,0.14337793409949137,0.6330324939810943
MMP0166,xs,i,-1.070809341797099,0.2076055578173065,-1.2784148996144054,2,2,0.1438771575056254,0.6330324939810943
MMP0136,xs,i,-0.1682738625141864,-1.4132681535098737,1.2449942909956873,3,3,0.14534365607137448,0.6330324939810943
MMP1532,xs,i,0.8181788097673897,-1.2318279798905447,2.0500067896579344,3,3,0.14723534274989747,0.6330324939810943
MMP1222,xs,i,-0.5472773217209093,-0.10428930694848908,-0.44298801477242017,3,3,0.14785119191348442,0.6330324939810943
MMP0137,xs,i,0.5901547051064193,-1.0058040134552295,1.5959587185616488,2,3,0.14874623334575296,0.6330324939810943
MMP1434,xs,i,-0.7433205815123509,-1.6082556528625076,0.8649350713501567,3,3,0.1513806325027859,0.6330324939810943
MMP0285,xs,i,-1.2270576200068886,1.2039815276368344,-2.431039147643723,3,3,0.15148336936592707,0.6330324939810943
MMP1716,xs,i,-0.2755832277225949,0.3459567993212067,-0.6215400270438016,3,3,0.1532130319194084,0.6330324939810943
MMP0249,xs,i,-1.0320701188122694,-0.5144936164518871,-0.5175765023603823,3,3,0.15565817303689733,0.6330324939810943
MMP0585,xs,i,1.0900372860603347,0.6417297830991998,0.44830750296113486,3,3,0.1561226220190583,0.6330324939810943
MMP1662,xs,i,0.1318809135547574,-1.4283054160083777,1.560186329563135,3,2,0.15734441842832184,0.6330324939810943
MMP1686,xs,i,-0.2014524195300437,0.2882503193491503,-0.489702738879194,3,2,0.15930417012790277,0.6330324939810943
MMP0553,xs,i,0.6776908869307374,-0.6158290120066766,1.2935198989374141,3,3,0.1631119700494969,0.6330324939810943
MMP0887,xs,i,-0.55163815733664,-1.0042309303623664,0.4525927730257264,2,2,0.16410095409238518,0.6330324939810943
MMP1527,xs,i,-0.1530801842636733,-0.5651613146918183,0.412081130428145,3,3,0.16444659365482556,0.6330324939810943
MMP0658,xs,i,0.9624770228584335,0.2561119768888793,0.7063650459695542,3,3,0.165751901619408,0.6330324939810943
MMP0830,xs,i,-0.89372428542574,0.8459889284370536,-1.7397132138627938,3,2,0.1669421249791961,0.6330324939810943
MMP1429,xs,i,-0.20145241971907094,-1.339137345820781,1.13768492610171,3,3,0.16961065575814796,0.6330324939810943
MMP0133,xs,i,-0.5399017414751256,-0.9952343933189552,0.45533265184382965,3,3,0.16983828576019627,0.6330324939810943
MMP0989,xs,i,-2.3441194079241616,-1.4922812189162338,-0.8518381890079278,2,3,0.17270620266361464,0.6330324939810943
MMP0713,xs,i,-2.5555122242641497,-0.7797800448475837,-1.7757321794165661,2,3,0.17287919083754957,0.6330324939810943
MMP1589,xs,i,0.7850002521088099,-0.33913734635119824,1.1241375984600082,3,3,0.17325764865126225,0.6330324939810943
MMP1652,xs,i,1.7408430926511396,-1.0058040124874477,2.746647105138587,2,3,0.17397836537071423,0.6330324939810943
MMP1323,xs,i,-0.6420951175472661,0.34232736055336277,-0.9844224781006289,3,3,0.1744910844230187,0.6330324939810943
MMP1318,xs,i,-0.24060494727604556,-1.500946287357931,1.2603413400818853,3,3,0.17551280809761968,0.6330324939810943
MMP1352,xs,i,-1.910820696444248,-4.082052421940812,2.171231725496564,3,2,0.17673701310167614,0.6330324939810943
MMP0868,xs,i,0.22167190756390942,-2.0058040131593065,2.227475920723216,2,3,0.1773410417705029,0.6330324939810943
MMP1266,xs,i,-1.1507847228799306,-1.8674581798246817,0.716673456944751,3,3,0.17812942923721972,0.6330324939810943
MMP1359,xs,i,1.446363845429548,0.4348386857483886,1.0115251596811594,2,3,0.17815884561144568,0.6330324939810943
MMP1371,xs,i,-2.0901991353751685,-1.2609822607972399,-0.8292168745779287,3,3,0.18056392776607627,0.6370600550056634
MMP0894,xs,i,0.24440049596635724,-0.22230492986581815,0.4667054258321754,3,3,0.18451787589284338,0.6464577330231785
MMP1401,xs,i,0.9233460849354733,-0.14414984586886734,1.0674959308043406,3,3,0.1890622824677326,0.6536572666076372
MMP0309,xs,i,-0.9247607542326542,0.3199559618435306,-1.244716716076185,3,3,0.193491382618868,0.6536572666076372
MMP1546,xs,i,-1.2472869280552557,-0.7776379542098463,-0.4696489738454094,3,3,0.19558899790749218,0.6536572666076372
MMP0978,xs,i,0.7985475802478298,0.38417098756061563,0.41437659268721416,3,3,0.19940596939496352,0.6536572666076372
MMP0866,xs,i,-1.1908827992708084,-2.437820499207031,1.2469376999362227,3,3,0.20399543584440316,0.6536572666076372
MMP0308,xs,i,1.1406464895154644,1.653289295401427,-0.5126428058859627,2,3,0.2061938931459662,0.6536572666076372
MMP1150,xs,i,-2.6987367798770467,-0.7565172679640905,-1.9422195119129562,3,3,0.20852097680499795,0.6536572666076372
MMP1615,xs,i,1.2256089898881952,1.873212820861414,-0.6476038309732188,2,2,0.21232211777962928,0.6536572666076372
MMP1047,xs,i,-0.8416845512673685,-0.32942189784827797,-0.5122626534190906,3,3,0.21236239741557872,0.6536572666076372
MMP0686,xs,i,1.0184801583012442,0.40303216413458903,0.6154479941666551,3,3,0.21341214824713192,0.6536572666076372
MMP1513,xs,i,3.1092676001896113,4.928213106166863,-1.818945505977252,3,2,0.21467653920359187,0.6536572666076372
MMP1419,xs,i,-1.1605001700481667,-1.3166125749247957,0.15611240487662892,3,3,0.21510217853107158,0.6536572666076372
MMP1466,xs,i,2.0718917668111505,0.6566570860031544,1.415234680807996,2,2,0.21581754188585645,0.6536572666076372
MMP1217,xs,i,0.5725236117616941,-0.036840481244205435,0.6093640930058996,3,3,0.21600231151090032,0.6536572666076372
MMP1609,xs,i,-0.42227637578008165,0.11651288805670679,-0.5387892638367884,3,3,0.21691242255055496,0.6536572666076372
MMP1248,xs,i,-0.7399693598420325,-0.12727448791065074,-0.6126948719313817,3,3,0.2170728411771724,0.6536572666076372
MMP0572,xs,i,-0.8735790006372257,-0.5601256828247233,-0.3134533178125024,3,3,0.21843866660111613,0.6536572666076372
MMP0623,xs,i,0.4233706188775117,0.971983589792643,-0.5486129709151313,3,3,0.21936121621413043,0.6536572666076372
MMP1681,xs,i,-1.6480690863211194,0.20760555781730644,-1.8556746441384258,3,2,0.21960394395222999,0.6536572666076372
MMP1135,xs,i,-0.040638550216832214,1.580731570411236,-1.6213701206280682,2,2,0.220016078348611,0.6536572666076372
MMP0965,xs,i,-0.3322248944416396,0.2905188828706337,-0.6227437773122733,3,3,0.22033340762423032,0.6536572666076372
MMP0291,xs,i,2.370362299262967,1.3161240822483153,1.0542382170146516,2,3,0.22078402064475117,0.6536572666076372
MMP1488,xs,i,1.2391902783194204,0.1015053522586528,1.1376849260607675,3,3,0.22140576734938283,0.6536572666076372
MMP0219,xs,i,-0.9988915611226769,-0.40335237212417363,-0.5955391889985032,3,3,0.22220028920712975,0.6536572666076372
MMP0060,xs,i,-1.56796431212902,-0.8984946475249935,-0.6694696646040266,3,3,0.22310102583581246,0.6536572666076372
MMP1588,xs,i,-0.38426462741095674,-0.6994440108214816,0.3151793834105248,3,3,0.22369803886797981,0.6536572666076372
MMP1647,xs,i,-2.010556700774682,-1.317657326366256,-0.692899374408426,3,3,0.22402165848412878,0.6536572666076372
MMP0095,xs,i,0.30161053701506546,1.1249684617093854,-0.8233579246943199,2,3,0.22594903637539343,0.6536572666076372
MMP0823,xs,i,-0.16349643130014443,0.40412864250802477,-0.5676250738081692,3,3,0.2274414879922361,0.6536572666076372
MMP0603,xs,i,-1.0631065874048191,-0.1811602834647199,-0.8819463039400992,3,3,0.22863633048348947,0.6536572666076372
MMP1565,xs,i,-1.070809341797099,-2.0848756939949444,1.0140663521978455,2,2,0.2292536158297489,0.6536572666076372
MMP1183,xs,i,-1.4443160097775758,0.37062365977383616,-1.814939669551412,2,3,0.22930202052669862,0.6536572666076372
MMP0955,xs,i,-2.43953425868063,-1.5341248464913484,-0.9054094121892815,3,3,0.2296281016426031,0.6536572666076372
MMP1714,xs,i,0.6776908868561776,1.4753720461475668,-0.7976811592913892,3,2,0.235808569736908,0.6649025149788276
MMP1041,xs,i,-0.8740930559596661,-0.15769717413329035,-0.7163958818263758,3,3,0.2362328296731164,0.6649025149788276
MMP0629,xs,i,-0.04875034675230385,-0.6616635189884881,0.6129131722361842,3,3,0.24087105847603738,0.6738210985885594
MMP0923,xs,i,0.5932893384933919,1.1669710898184842,-0.5736817513250922,3,3,0.24211814927453068,0.6738210985885594
MMP1131,xs,i,0.12534936892085907,-1.9283054160083775,2.0536547849292366,2,2,0.2444065055064725,0.6738210985885594
MMP1301,xs,i,0.3600469718036344,-0.2568967620675547,0.6169437338711891,3,3,0.24478131725173216,0.6738210985885594
MMP1039,xs,i,-1.1671258701510616,-0.6921851734441066,-0.47494069670695505,3,3,0.24819004235650904,0.6794710995661805
MMP1415,xs,i,-1.5229877841565587,-1.2157873316062449,-0.3072004525503138,3,3,0.2506872502318672,0.680067159173752
MMP1510,xs,i,-0.9678550921949359,-0.5748767624222869,-0.392978329772649,3,3,0.2524274160723267,0.680067159173752
MMP0596,xs,i,-0.34577222191311224,-0.8870894089836415,0.5413171870705293,3,3,0.25297811881415205,0.680067159173752
MMP0568,xs,i,1.1406464898983035,0.050837654516595755,1.0898088353817077,2,3,0.2557112924902349,0.680067159173752
MMP0325,xs,i,0.8998829759798747,0.5731845187871789,0.32669845719269575,3,3,0.2579588802467016,0.680067159173752
MMP0825,xs,i,0.7266502794839633,1.0903858197812333,-0.36373554029726995,3,3,0.2585830882823605,0.680067159173752
MMP0260,xs,i,-1.1341044948618793,-0.8612529546038322,-0.27285154025804703,3,3,0.2586706651273973,0.680067159173752
MMP1175,xs,i,-1.8683144639497669,-0.9491623453400102,-0.9191521186097567,2,3,0.2592671205632468,0.680067159173752
MMP1360,xs,i,-0.3964399205160259,-0.0058040124874476256,-0.3906359080285783,3,3,0.26256451426292227,0.6818925396136146
MMP0697,xs,i,-0.6420951175472661,0.2301357367971292,-0.8722308543443953,3,3,0.2626851499908735,0.6818925396136146
MMP0696,xs,i,-0.15078472180387772,-0.9181258773157565,0.7673411555118788,3,3,0.26567229506387136,0.6824460772843185
MMP0940,xs,i,-0.3593535113233318,-0.9283054145567047,0.5689519032333729,2,2,0.2658636373747967,0.6824460772843185
MMP1249,xs,i,-0.9300746022270507,-0.3674336451605211,-0.5626409570665296,3,3,0.2672705574856691,0.6824460772843185
MMP0489,xs,i,0.6035600799503316,1.788250319808081,-1.1846902398577495,3,2,0.2683470603293628,0.6824460772843185
MMP0927,xs,i,0.33680520138832504,1.7560363276907711,-1.4192311263024462,2,2,0.2713822803846096,0.6866794064277243
MMP0397,xs,i,0.4468337287623003,-0.14629193589930997,0.5931256646616103,3,3,0.2740021988244765,0.6869216696227994
MMP1584,xs,i,-0.6224638874485229,0.49148035278269425,-1.1139442402312172,3,3,0.2742202273943311,0.6869216696227994
MMP0087,xs,i,0.6367386376182265,1.6041035655632345,-0.9673649279450081,3,3,0.27612739201489506,0.688257827858022
MMP0045,xs,i,0.47403831691096343,1.4583017950683186,-0.9842634781573552,3,3,0.28108465004727357,0.6925508263180985
MMP1297,xs,i,1.1193893451714512,0.15885893449474497,0.9605304106767062,3,3,0.28128420929427644,0.6925508263180985
MMP1363,xs,i,-0.4119369398407641,-0.7512460881642175,0.3393091483234533,3,3,0.2826525402336525,0.6925508263180985
MMP0214,xs,i,-0.4841180555803188,0.1015053520422989,-0.5856234076226177,3,3,0.2840828664881158,0.6925508263180985
MMP1038,xs,i,-1.698736784946863,-1.2204227418039006,-0.47831404314296244,3,3,0.2847614176078409,0.6925508263180985
MMP1174,xs,i,2.0447391958343846,2.7618057508901424,-0.7170665550557578,3,3,0.2889545667571111,0.6993538064990951
MMP0006,xs,i,-0.5455929129819538,-0.9775077131459623,0.4319148001640085,3,3,0.29232984423890135,0.6994624358308305
MMP1094,xs,i,-0.08080837262868734,0.23340569007482778,-0.31421406270351515,3,3,0.2930467522611656,0.6994624358308305
MMP0640,xs,i,-1.119748253894365,-1.3294218988553015,0.20967364496093643,3,3,0.29392904353583754,0.6994624358308305
MMP1414,xs,i,-0.663215805205935,-1.0368404809405354,0.37362467573460034,3,3,0.2945839799606891,0.6994624358308305
MMP1275,xs,i,-0.06310658690775461,-1.0058040124874477,0.942697425579693,3,3,0.29884690495131555,0.7062372612292881
MMP0297,xs,i,-0.7532363631496007,-1.241543429797015,0.4883070666474142,3,3,0.3017941353986975,0.7068291123888467
MMP0234,xs,i,0.7602530341854008,1.1249684619351032,-0.36471542774970245,3,3,0.30275826242043435,0.7068291123888467
MMP1707,xs,i,0.10841780390967957,-0.2426351403579193,0.35105294426759887,3,3,0.3033298586099841,0.7068291123888467
MMP1166,xs,i,-1.1518347616839097,-0.14414984579674925,-1.0076849158871606,2,3,0.30518583440426533,0.7078615881321154
MMP0145,xs,i,-1.6987367849018138,-0.5042309303623664,-1.1945058545394474,3,2,0.3097795816499112,0.7152053935788273
MMP0704,xs,i,0.8049171877507583,1.6114456679040234,-0.8065284801532652,3,3,0.3122618872856937,0.7152526022834353
MMP1211,xs,i,-0.14188199575897087,-0.5279307354651781,0.38604873970620723,3,3,0.3130044340424703,0.7152526022834353
MMP1442,xs,i,-0.25915690776126715,-0.9283054145567047,0.6691485067954375,2,2,0.3140829790466183,0.7152526022834353
MMP0383,xs,i,0.6501055155693978,0.8605708843603996,-0.21046536879100186,3,3,0.319289349451831,0.7174046257577129
MMP1325,xs,i,-1.7086525668067267,-1.3626004546340227,-0.34605211217270404,3,3,0.32035172245044075,0.7174046257577129
MMP0641,xs,i,-1.274774314083223,-0.8578547722264673,-0.4169195418567557,3,3,0.32073496090235154,0.7174046257577129
MMP1216,xs,i,0.4516669188819904,-0.3701738146200349,0.8218407335020252,3,3,0.3210149787166253,0.7174046257577129
MMP1208,xs,i,-0.17694274071872332,-0.5155799460230214,0.3386372053042981,3,3,0.3226177420209153,0.7174046257577129
MMP1043,xs,i,-1.5817119717553059,-1.1266607049613275,-0.45505126679397834,3,3,0.3236196515394074,0.7174046257577129
MMP0034,xs,i,2.0091292862071297,0.44921436771069273,1.559914918496437,2,2,0.3327675101229747,0.7344340201392525
MMP1545,xs,i,-1.6890213370546299,-1.2552910907361285,-0.4337302463185013,3,3,0.3343373766629202,0.7346623934566799
MMP1310,xs,i,0.06306395402304195,-0.47748317889093145,0.5405471329139734,3,3,0.336356469495893,0.7358715773687441
MMP0020,xs,i,0.8492152781035941,0.3841709879190156,0.4650442901845785,3,3,0.3393987954295755,0.7392991152618146
MMP1321,xs,i,-1.1197482536678856,-1.3216482059943235,0.20189995232643798,3,3,0.34191175443576205,0.7403087298773835
MMP0251,xs,i,0.43351765782866525,0.03943532380947517,0.3940823340191901,3,3,0.34430933647957157,0.7403087298773835
MMP1101,xs,i,-0.2384628567755378,-1.0848756918174352,0.8464128350418973,3,2,0.3468570868400577,0.7403087298773835
MMP0346,xs,i,-0.029583977059117233,0.4730304358589317,-0.5026144129180489,3,3,0.3478061123930409,0.7403087298773835
MMP0003,xs,i,-0.06310658614310743,-0.6357481329567034,0.5726415468135959,3,2,0.3500746428600771,0.7403087298773835
MMP0392,xs,i,-0.8683144648111547,0.2964928531478817,-1.1648073179590364,2,3,0.3502789757407271,0.7403087298773835
MMP0688,xs,i,0.6776908871720275,-0.3701738139512747,1.0478647011233022,3,3,0.35044475321392154,0.7403087298773835
MMP1213,xs,i,-0.22245568607326197,-0.626025118001964,0.4035694319287021,3,3,0.3516835882451443,0.7403087298773835
MMP0212,xs,i,-0.5218985459130223,-0.9627096728514356,0.4408111269384133,3,3,0.3571018726212354,0.7448051063756457
MMP1559,xs,i,-0.17224705550764782,0.32297993060445757,-0.49522698611210536,3,3,0.3571209736699108,0.7448051063756457
MMP0369,xs,i,-1.2224556848629922,-1.7183051887308736,0.4958495038678814,3,3,0.3582795022685242,0.7448051063756457
MMP1314,xs,i,0.9578966792406649,0.10150535225733891,0.856391326983326,3,3,0.3614950765487397,0.7466657564848855
MMP0677,xs,i,-1.2580940869788249,-0.42830541455670473,-0.8297886724221202,3,2,0.3621552471573397,0.7466657564848855
MMP0420,xs,i,0.9815585098309867,0.5089694927949816,0.4725890170360051,2,3,0.3744766454883512,0.7587487047502524
MMP1640,xs,i,-1.2088748797622364,-0.8835432360167856,-0.32533164374545076,3,3,0.37553074412603993,0.7587487047502524
MMP1368,xs,i,-1.0834162525819424,-1.1985764082699273,0.11516015568798488,3,3,0.37567188895710685,0.7587487047502524
MMP0387,xs,i,-0.15183476168390989,0.5716945854432952,-0.7235293471272051,2,2,0.3762494875686391,0.7587487047502524
MMP1643,xs,i,-0.3789507795903136,-0.16741262237766577,-0.21153815721264782,3,3,0.37642807410040924,0.7587487047502524
MMP1254,xs,i,-0.6879296263805704,-0.42419273324349716,-0.26373689313707327,3,3,0.37729019547362697,0.7587487047502524
MMP1302,xs,i,0.3667289524011133,-0.3021269085558962,0.6688558609570094,3,3,0.37861711813884846,0.7587487047502524
MMP1168,xs,i,-0.04875034621345187,-0.3167659474432141,0.26801560122976226,3,3,0.38189652302165594,0.7622715459515921
MMP0178,xs,i,-0.5172966136063343,0.34716055079476904,-0.8644571644011033,3,3,0.3860878580669321,0.7675794321092578
MMP0627,xs,i,-1.1628425931611137,-1.3587685758868282,0.1959259827257145,3,3,0.3909116568362917,0.7723907221610326
MMP1245,xs,i,0.23676539036386557,0.7681720189803762,-0.5314066286165107,3,3,0.39272467444427805,0.7723907221610326
