Gene names (ordered locus ),growth_rate,bio_rep,log2_ratio
MMP0340,f,3.0,-1.4732612876283981
MMP0340,m,1.0,-0.17687832932549585
MMP0340,m,2.0,-1.0469940233084802
MMP0340,m,3.0,-0.9032485227089814
MMP0340,s,1.0,-0.8214809928546263
MMP0340,s,2.0,-0.823012513415552
MMP0340,s,3.0,-0.5558728935996027
MMP0340,xs,1.0,-0.23512044663138024
MMP0340,xs,2.0,-0.3937753688189249
MMP0340,xs,3.0,-1.2450902699887436
MMP0341,f,1.0,-0.5099071991283305
MMP0341,f,2.0,-0.5932166777611309
MMP0341,f,3.0,-2.490141927178601
MMP0341,m,1.0,-0.7097443524269157
MMP0341,m,2.0,-1.47960262501934
MMP0341,m,3.0,-0.9011679352332715
MMP0341,s,1.0,-0.2726339810639576
MMP0341,s,2.0,-0.5758248249758469
MMP0341,s,3.0,-0.34944741180885647
MMP0341,xs,1.0,-0.1432508114141032
MMP0341,xs,2.0,-0.029942941499971426
MMP0341,xs,3.0,0.19694720693390874
MMP0344,f,1.0,0.4907695659066744
MMP0344,f,2.0,0.6957392215925738
MMP0344,f,3.0,0.23627607914327273
MMP0344,m,1.0,0.6600403660752404
MMP0344,m,2.0,0.5314875411714856
MMP0344,m,3.0,0.2364700815810755
MMP0344,s,1.0,0.9021641513520366
MMP0344,s,2.0,0.8587307891282396
MMP0344,s,3.0,0.8375310736045133
MMP0344,xs,1.0,1.0072032401528916
MMP0344,xs,2.0,0.34701101991289446
MMP0345,f,1.0,0.2472125884993285
MMP0345,f,2.0,0.03642550183639973
MMP0345,f,3.0,0.19043158923943038
MMP0345,m,1.0,0.48309638344769795
MMP0345,m,2.0,-0.40668242666298987
MMP0345,m,3.0,-0.04035166181653423
MMP0345,s,1.0,-0.8292076916449314
MMP0345,s,2.0,-0.2221233114731421
MMP0345,s,3.0,-0.4317579685273573
MMP0345,xs,1.0,-1.3547594873547346
MMP0345,xs,2.0,-1.1512814828053122
MMP0346,f,1.0,-0.2967084815305167
MMP0346,f,2.0,0.12378127409980759
MMP0346,f,3.0,0.06149659315985941
MMP0346,m,1.0,-0.048429159732903786
MMP0346,m,2.0,-0.04617713449863412
MMP0346,m,3.0,-0.08981195782509638
MMP0346,s,1.0,-0.03432291581619867
MMP0346,s,2.0,-0.12190648479281178
MMP0346,s,3.0,-0.17553329095986672
MMP0346,xs,1.0,-0.2717049344168407
MMP0346,xs,2.0,0.1886959527538874
MMP0346,xs,3.0,1.5341535123851477
MMP0348,f,1.0,-2.139235797371172
MMP0348,f,2.0,-0.24730857546884774
MMP0348,m,2.0,0.10969486482592981
MMP0348,s,1.0,-0.4719288354212646
MMP0348,s,2.0,-0.8329996518216438
MMP0351,f,1.0,1.2921444026675963
MMP0351,f,2.0,0.2940904100628087
MMP0351,m,1.0,0.7951232705947282
MMP0351,m,2.0,0.4583820041560132
MMP0351,s,1.0,0.5860955686650428
MMP0351,s,2.0,1.1377696578467074
MMP0352,f,1.0,0.6267008829470233
MMP0352,f,2.0,-0.2693210102484396
MMP0352,m,1.0,-0.24639546372000481
MMP0352,m,2.0,0.4457267033499842
MMP0353,f,1.0,-0.5691795034802285
MMP0353,f,2.0,-0.33580137432560764
MMP0353,f,3.0,-1.1202942337177118
MMP0353,m,1.0,0.8871263907170556
MMP0353,m,2.0,-0.5166356392866507
MMP0353,s,3.0,-0.2160627770805427
MMP0353,xs,1.0,-0.6126374591640045
MMP0353,xs,2.0,-0.5145731728297583
MMP0353,xs,3.0,-1.077041035763828
MMP0356,f,3.0,0.3370608163161971
MMP0356,m,3.0,1.617515128836308
MMP0356,xs,1.0,1.5033487351675041
MMP0356,xs,2.0,1.2159495856322278
MMP0357,f,1.0,2.713695814843359
MMP0357,f,2.0,2.233581332195895
MMP0357,m,1.0,2.587364990936461
MMP0357,m,2.0,2.1740867785504
MMP0357,s,1.0,2.7324560466114525
MMP0357,s,2.0,2.518912489421635
MMP0358,f,1.0,0.16497088557935033
MMP0358,f,2.0,0.519037204482772
MMP0358,f,3.0,-0.11794189690228347
MMP0358,m,1.0,1.2276362518608555
MMP0358,m,3.0,-0.5457436748369289
MMP0358,s,1.0,-1.1877071551267289
MMP0358,s,3.0,1.1712708919141033
MMP0358,xs,1.0,-0.6127437171506048
MMP0358,xs,2.0,-1.518701058452435
MMP0363,f,1.0,1.6821237896197205
MMP0363,f,2.0,1.3939652756602425
MMP0363,m,1.0,2.4446670668419075
MMP0369,f,1.0,0.39617639021017653
MMP0369,f,2.0,0.23735808619074886
MMP0369,f,3.0,-0.658220222012181
MMP0369,m,1.0,0.07815335946403
MMP0369,m,2.0,-0.5784258249482205
MMP0369,m,3.0,-0.6798055487361117
MMP0369,s,1.0,-0.49852415100351055
MMP0369,s,2.0,-1.2751301329539355
MMP0369,s,3.0,-0.5932028745105964
MMP0369,xs,1.0,-0.6621322728500453
MMP0369,xs,2.0,-1.502040617760925
MMP0369,xs,3.0,-0.016310874695862638
MMP0370,f,1.0,-1.0177127042748315
MMP0370,f,2.0,-0.6571857124121632
MMP0370,f,3.0,-0.7859203111764063
MMP0370,m,1.0,1.8229340480283713
MMP0370,m,2.0,-1.7226103011891363
MMP0370,m,3.0,-1.0842196922387768
MMP0370,s,1.0,1.4196472709909473
MMP0370,s,2.0,-0.6443446299867847
MMP0370,s,3.0,-0.8249717872715158
MMP0370,xs,1.0,-0.34934052323141135
MMP0370,xs,2.0,-0.8419966596761088
MMP0370,xs,3.0,-0.9351171484151456
MMP0372,f,1.0,0.9703080357033903
MMP0372,f,2.0,0.8984426354097383
MMP0372,f,3.0,0.15588374870446955
MMP0372,m,1.0,0.8353862038972489
MMP0372,m,2.0,1.188689475458289
MMP0372,m,3.0,0.9434432808513011
MMP0372,s,1.0,1.2455001762884887
MMP0372,s,2.0,1.1939471856593975
MMP0372,s,3.0,0.591226227365915
MMP0372,xs,1.0,-0.17764168934016
MMP0372,xs,2.0,0.9048791605852182
MMP0372,xs,3.0,0.6527704513027325
MMP0373,f,1.0,0.11085578104653653
MMP0373,f,2.0,0.624760749317495
MMP0373,f,3.0,-0.31607327397389334
MMP0373,m,1.0,0.8956170975392918
MMP0373,m,2.0,1.0819047723587667
MMP0373,m,3.0,0.026103598035614337
MMP0373,s,1.0,0.7954510911206135
MMP0373,s,2.0,1.330390728829623
MMP0373,s,3.0,1.195073443201304
MMP0373,xs,1.0,0.7911118933784648
MMP0373,xs,2.0,1.2976868432496067
MMP0373,xs,3.0,2.1506616860860284
MMP0382,f,3.0,-1.1706557117814869
MMP0382,m,1.0,-0.5292832849570343
MMP0382,m,3.0,0.047858260972446
MMP0382,s,1.0,0.35275852504063665
MMP0382,s,2.0,-0.055891200892045155
MMP0382,s,3.0,-0.28675781289736507
MMP0382,xs,1.0,-0.8109661756099832
MMP0382,xs,2.0,0.2081731702587101
MMP0382,xs,3.0,1.9860210499963014
MMP0383,f,1.0,0.5583060786739481
MMP0383,f,2.0,0.5217074986481814
MMP0383,f,3.0,0.5225687848851944
MMP0383,m,1.0,0.3880783638910608
MMP0383,m,2.0,0.25548538193315895
MMP0383,m,3.0,1.084392402910659
MMP0383,s,1.0,0.578828533651932
MMP0383,s,2.0,0.4704085158211155
MMP0383,s,3.0,0.7983996973683137
MMP0383,xs,1.0,0.9091295325524463
MMP0383,xs,2.0,0.6853987661079123
MMP0383,xs,3.0,0.2765498183066449
MMP0385,f,1.0,0.5006260896960639
MMP0385,f,2.0,0.7744875930186573
MMP0385,m,1.0,-0.5205003785438472
MMP0385,m,2.0,1.127569524605449
MMP0385,m,3.0,1.6703836682355078
MMP0385,s,1.0,1.3530078596747301
MMP0385,s,2.0,2.0549010405008254
MMP0385,s,3.0,2.262733813054107
MMP0385,xs,2.0,1.8947882620820224
MMP0385,xs,3.0,0.15374507242760602
MMP0386,f,1.0,1.4846243638617764
MMP0386,f,2.0,1.5282804896397544
MMP0386,f,3.0,-0.19689516515239633
MMP0386,m,1.0,1.620278105771377
MMP0386,m,2.0,1.5790825381152194
MMP0386,m,3.0,0.40068180404674364
MMP0386,s,1.0,1.2785765149435733
MMP0386,s,2.0,1.288921496070803
MMP0386,s,3.0,1.2780001519362896
MMP0386,xs,1.0,0.5132557490587081
MMP0386,xs,2.0,0.7703235790612513
MMP0386,xs,3.0,1.873496444798156
MMP0387,f,2.0,0.689832065461788
MMP0387,f,3.0,-3.9081391845182125
MMP0387,m,1.0,-0.014499569695115089
MMP0387,m,2.0,0.895017120063218
MMP0387,m,3.0,-3.5131066159816755
MMP0387,s,1.0,-0.16903401148186648
MMP0387,s,2.0,0.22104763675721076
MMP0387,s,3.0,-2.740704165469237
MMP0387,xs,1.0,-2.3922426768847616
MMP0387,xs,2.0,-2.6468676919652014
MMP0388,f,1.0,-1.1026748692018418
MMP0388,f,2.0,0.14526101405188666
MMP0388,f,3.0,-0.07389268711405468
MMP0388,m,1.0,-0.36340973318828523
MMP0388,m,2.0,-1.1185638714802502
MMP0388,m,3.0,0.38946530651474687
MMP0388,s,1.0,0.0528200138025412
MMP0388,s,2.0,0.11625876742275283
MMP0388,s,3.0,0.5158217154690424
MMP0388,xs,1.0,0.5311728355302984
MMP0388,xs,2.0,0.9716103414498692
MMP0388,xs,3.0,1.9972413560067324
MMP0391,f,1.0,-0.4854878999675634
MMP0391,f,2.0,-0.40474495662349375
MMP0391,f,3.0,-0.8258146987004236
MMP0391,m,1.0,-0.5937151315180157
MMP0391,m,2.0,-0.5122116289394637
MMP0391,m,3.0,-0.8145535741302291
MMP0391,s,1.0,-0.8538626349183837
MMP0391,s,2.0,-0.6678508718394194
MMP0391,s,3.0,-0.35734210615501255
MMP0391,xs,1.0,-1.8733247362168521
MMP0391,xs,2.0,0.19952105974689163
MMP0391,xs,3.0,-1.060061468646914
MMP0392,f,1.0,-1.139333796083477
MMP0392,f,2.0,-0.18776169690963598
MMP0392,f,3.0,-1.3364276645824775
MMP0392,m,1.0,-1.1475735487508543
MMP0392,m,2.0,0.2782736204382151
MMP0392,m,3.0,-1.6019303959257445
MMP0392,s,1.0,0.023046300375068718
MMP0392,s,2.0,0.6107437771825329
MMP0392,s,3.0,-0.8859517582767215
MMP0392,xs,1.0,-0.75450754509181
MMP0392,xs,2.0,-1.0178073382560031
MMP0392,xs,3.0,-1.2885356329419322
MMP0393,f,1.0,-0.13497351123821197
MMP0393,f,2.0,0.37295037736888975
MMP0393,m,2.0,0.3021727997407522
MMP0394,f,2.0,0.3265373481399519
MMP0395,f,3.0,0.03557618552296896
MMP0395,m,1.0,0.415381184569298
MMP0395,m,3.0,0.43819226588968113
MMP0395,s,3.0,0.2013382892097856
MMP0395,xs,1.0,0.14143279092929553
MMP0396,f,1.0,-0.7695318974705486
MMP0396,f,2.0,-0.5534900182398667
MMP0396,f,3.0,-0.9781554665830648
MMP0396,m,1.0,-1.0380693091046977
MMP0396,m,2.0,-0.48739317945627153
MMP0396,m,3.0,-0.5540262683756793
MMP0396,s,1.0,-0.8331702347027644
MMP0396,s,2.0,-0.760814517287799
MMP0396,s,3.0,-1.0208934796640678
MMP0396,xs,1.0,-1.2785404973488286
MMP0396,xs,2.0,-1.557148787642186
MMP0396,xs,3.0,0.10339538568574891
MMP0397,f,1.0,-0.9991453379317109
MMP0397,f,2.0,-0.6403953097057914
MMP0397,f,3.0,-1.035341271896163
MMP0397,m,1.0,-0.6703440303820951
MMP0397,m,2.0,-0.6986149961834788
MMP0397,m,3.0,-1.286304185156641
MMP0397,s,1.0,-0.6303913469757774
MMP0397,s,2.0,-0.8252032648046259
MMP0397,s,3.0,-0.38190861538979115
MMP0397,xs,1.0,0.3811925038512635
MMP0397,xs,2.0,0.8990746246979836
MMP0397,xs,3.0,0.5347491050283354
MMP0398,m,1.0,2.591440064792361
MMP0399,f,3.0,-0.4179338257773323
MMP0399,m,3.0,0.358396261956654
MMP0399,s,1.0,-0.6148451031156562
MMP0399,s,2.0,-0.36215793967589505
MMP0401,f,3.0,-2.9434164716336326
MMP0401,xs,1.0,-0.6873348264416056
MMP0402,f,3.0,0.025737561413608275
MMP0402,m,3.0,-0.08992614971453543
MMP0402,s,3.0,-0.22235131536828498
MMP0402,xs,1.0,0.48777657622619747
MMP0402,xs,2.0,0.882838655767251
MMP0402,xs,3.0,0.47923056120633595
MMP0405,f,1.0,0.6190842725077143
MMP0405,f,2.0,0.2573427564726419
MMP0405,f,3.0,-0.33236420389037474
MMP0405,m,1.0,0.10240402966776625
MMP0405,m,2.0,-0.5438436890691538
MMP0405,m,3.0,-0.25233701886459076
MMP0405,s,1.0,-0.7131568838826245
MMP0405,s,3.0,-0.996362763303868
MMP0405,xs,1.0,-1.2891249445376876
MMP0405,xs,2.0,-0.4016347946763554
MMP0405,xs,3.0,-0.4311734475393742
MMP0407,f,1.0,0.8820779468828092
MMP0407,f,2.0,0.5447490714374866
MMP0407,f,3.0,-0.15305811651350024
MMP0407,m,1.0,1.2141802191433024
MMP0407,m,2.0,0.8658395692532235
MMP0407,m,3.0,0.17886601215466505
MMP0407,s,1.0,1.1610202272316659
MMP0407,s,2.0,0.8726539536412954
MMP0407,s,3.0,0.6680131160222046
MMP0407,xs,1.0,0.08713200566691258
MMP0407,xs,2.0,-0.43361508164219265
MMP0407,xs,3.0,-0.08992481821241677
MMP0409,f,2.0,-3.2933589426905914
MMP0410,f,1.0,-0.2636157575962076
MMP0410,f,2.0,-0.16181522411767524
MMP0410,f,3.0,-1.3284678113198978
MMP0410,m,1.0,-0.2606994073197261
MMP0410,m,2.0,0.02406437345766591
MMP0410,m,3.0,-0.02541557822048962
MMP0410,s,1.0,0.023308881078679105
MMP0410,s,2.0,-0.18956482805412564
MMP0410,s,3.0,0.1578496309162374
MMP0410,xs,1.0,-0.7977794814744914
MMP0410,xs,3.0,1.5362385740093571
MMP0411,m,2.0,2.1551015581257027
MMP0411,xs,3.0,3.2388663911002205
MMP0412,xs,3.0,0.7638364588909514
MMP0413,f,1.0,0.041908449211582925
MMP0413,f,2.0,0.41312220696764185
MMP0413,f,3.0,0.12737210951239267
MMP0413,m,1.0,0.4474824043009753
MMP0413,m,2.0,-0.05358695221873524
MMP0413,m,3.0,-0.7308310553436144
MMP0413,s,1.0,0.8613903102497105
MMP0413,s,2.0,0.42392790648212647
MMP0413,s,3.0,0.5729717610980839
MMP0413,xs,1.0,-0.5644431852497176
MMP0413,xs,2.0,-0.010831809181671079
MMP0413,xs,3.0,2.0446423413371932
MMP0414,f,1.0,-0.7113592552434208
MMP0414,f,2.0,-0.45911066037272197
MMP0414,f,3.0,-1.55165919382379
MMP0414,m,1.0,-0.6247356878866998
MMP0414,m,2.0,-0.9721410878001592
MMP0414,m,3.0,-0.9595131447092914
MMP0414,s,1.0,-1.018051431413862
MMP0414,s,2.0,-1.065313193190506
MMP0414,s,3.0,-1.5692686857776597
MMP0414,xs,1.0,-0.4668847467304465
MMP0414,xs,2.0,-1.8373713166139247
MMP0414,xs,3.0,-0.10794678276182484
MMP0417,f,3.0,-0.12604423490936406
MMP0417,xs,1.0,-2.0653722428336616
MMP0418,s,1.0,2.1521834190550453
MMP0419,f,2.0,0.42427491684151364
MMP0419,m,2.0,-0.03061923505839206
MMP0419,m,3.0,-1.0671878457651025
MMP0419,s,1.0,-0.5480304527026325
MMP0419,s,2.0,0.10030490579568548
MMP0419,s,3.0,-1.3770696490798233
MMP0420,f,1.0,0.022242927741437823
MMP0420,f,2.0,0.1794089419164799
MMP0420,f,3.0,-0.30920710400990603
MMP0420,m,1.0,0.08091753922133925
MMP0420,m,2.0,0.03167415512239494
MMP0420,m,3.0,0.8283204880183236
MMP0420,s,1.0,0.4415488794303764
MMP0420,s,2.0,0.12021018993928327
MMP0420,s,3.0,1.1980134520790644
MMP0420,xs,1.0,0.808793388562997
MMP0420,xs,2.0,1.1621624455379387
MMP0420,xs,3.0,0.7329203821082574
MMP0421,f,2.0,-0.3978282092466207
MMP0421,xs,3.0,0.7320520733002891
MMP0422,f,1.0,-0.3878829837342124
MMP0422,f,2.0,-0.6551715030025588
MMP0422,f,3.0,-0.7724176211433601
MMP0422,m,1.0,0.4906932060655585
MMP0422,m,2.0,-0.6688680777827979
MMP0422,m,3.0,0.09515769054968005
MMP0422,s,1.0,-0.2354463541139893
MMP0422,s,2.0,-0.6326289343514705
MMP0422,s,3.0,0.3328173306304807
MMP0422,xs,2.0,-0.15360697914763968
MMP0426,m,2.0,-0.24468509595490195
MMP0426,s,2.0,-0.33356571146020825
MMP0427,f,1.0,-0.05631903922437787
MMP0427,f,2.0,0.17513443509166815
MMP0427,f,3.0,-0.4657938064432539
MMP0427,m,1.0,0.1657955160755032
MMP0427,m,2.0,0.09353521033710362
MMP0427,m,3.0,-0.2674219896846823
MMP0427,s,1.0,-0.014619377644711879
MMP0427,s,2.0,-0.07636248714617556
MMP0427,s,3.0,0.19640876183910097
MMP0427,xs,1.0,1.138901617061771
MMP0427,xs,2.0,-0.014390788734465162
MMP0427,xs,3.0,2.3375482181173575
MMP0428,f,2.0,-3.6989977439671855
MMP0428,xs,3.0,-0.12667163192135616
MMP0429,f,1.0,-0.2023627542326851
MMP0429,f,2.0,-0.3666816787430053
MMP0429,f,3.0,0.06971182644419464
MMP0429,m,1.0,0.09406983961944822
MMP0429,m,2.0,-0.496142467422571
MMP0429,m,3.0,0.03663317570150329
MMP0429,s,1.0,-0.3228190582375523
MMP0429,s,2.0,-0.35699902529922284
MMP0429,s,3.0,0.4303524837291109
MMP0429,xs,1.0,-0.08454242687616649
MMP0429,xs,2.0,0.15185881672700494
MMP0429,xs,3.0,1.2181688835034952
MMP0431,f,2.0,-1.7958592832197748
MMP0431,m,1.0,-0.9406447223835788
MMP0431,m,2.0,-1.2786890558725095
MMP0431,m,3.0,-1.5950968778548693
MMP0431,s,1.0,-0.48236259716429286
MMP0431,s,2.0,-0.55389406760729
MMP0431,s,3.0,0.02431967919541289
MMP0431,xs,1.0,0.29395897902869444
MMP0431,xs,2.0,0.6838247467393906
MMP0431,xs,3.0,0.9335726382610239
MMP0432,f,3.0,-2.3291596641184382
MMP0432,m,2.0,-1.977099597889921
MMP0432,m,3.0,-1.2209504471625414
MMP0432,xs,1.0,-1.0086822430998008
MMP0433,f,2.0,0.8391533873898211
MMP0433,f,3.0,0.16584573005197728
MMP0433,m,1.0,0.16221003631430692
MMP0433,m,2.0,-0.8134994423555052
MMP0433,m,3.0,0.2437861977015895
MMP0433,s,1.0,0.4086937478699296
MMP0433,s,2.0,-0.06340917017606154
MMP0433,s,3.0,0.054939509762801965
MMP0433,xs,2.0,0.6944493611653109
MMP0440,f,1.0,0.10634691895257703
MMP0440,f,3.0,-1.04767812754542
MMP0440,m,1.0,-0.1584293626044829
MMP0440,m,2.0,0.03421571533791298
MMP0440,m,3.0,-2.1975999598851605
MMP0440,s,1.0,1.42617523807438
MMP0440,s,3.0,0.14755706515278305
MMP0440,xs,1.0,-0.7458262427494748
MMP0440,xs,2.0,-0.4874856027542389
MMP0440,xs,3.0,1.3585650004009417
MMP0441,f,1.0,-2.2269495128724133
MMP0441,f,3.0,0.04194774340862007
MMP0441,m,1.0,-0.9363923761970744
MMP0441,m,2.0,-0.7297700927620023
MMP0441,s,2.0,-0.5119137468359932
MMP0441,s,3.0,0.27262045466299184
MMP0443,f,1.0,-0.11853879510651727
MMP0443,f,2.0,-0.5342964067829473
MMP0443,f,3.0,0.13556976957703698
MMP0443,m,1.0,-0.5947151585059148
MMP0443,m,2.0,-0.7575177013736658
MMP0443,m,3.0,-0.4303040005721721
MMP0443,s,1.0,-0.5092905737274388
MMP0443,s,2.0,-0.21576159226532873
MMP0443,s,3.0,-0.3467065913173573
MMP0443,xs,1.0,-1.0264503988170097
MMP0443,xs,2.0,-0.6479854541798125
MMP0443,xs,3.0,-0.1937063254615461
MMP0447,f,2.0,-0.03652587602511404
MMP0447,f,3.0,0.05345282864351147
MMP0447,m,1.0,0.36064520246021614
MMP0447,m,2.0,-0.5424629621039784
MMP0447,m,3.0,-0.1007556322280308
MMP0447,s,1.0,-0.6609820813571171
MMP0447,s,2.0,-1.068341576051131
MMP0447,s,3.0,-0.184816883665893
MMP0447,xs,1.0,-0.9107362667005781
MMP0447,xs,2.0,-1.4512796059342155
MMP0447,xs,3.0,-0.23034385852222394
MMP0451,f,2.0,1.029276182370632
MMP0451,m,1.0,1.0510240030244669
MMP0453,f,2.0,-0.17951465701362104
MMP0453,f,3.0,-0.27227062730985224
MMP0453,m,1.0,2.718526026462262
MMP0453,m,2.0,-0.36401349625437696
MMP0453,m,3.0,0.16994346893523735
MMP0453,s,1.0,-0.49005085369568935
MMP0453,xs,1.0,-0.6826959316380852
MMP0455,s,3.0,-0.6688680777827979
MMP0455,xs,2.0,0.06771686983202727
MMP0457,f,1.0,0.08434107546664638
MMP0457,f,2.0,-1.1343988569838424
MMP0457,f,3.0,0.2807211683622246
MMP0457,m,1.0,-0.8990586332317103
MMP0457,m,2.0,-1.5354088564738568
MMP0457,m,3.0,0.5819977379542655
MMP0457,s,1.0,-0.5652801541822242
MMP0457,s,2.0,-0.40125053937541094
MMP0457,s,3.0,0.19405446079958652
MMP0457,xs,1.0,-0.09880984915592454
MMP0457,xs,2.0,0.2786998705590967
MMP0457,xs,3.0,0.2685162556410459
MMP0476,s,3.0,1.0230223335922841
MMP0476,xs,1.0,1.0311890068322989
MMP0476,xs,2.0,0.5935928058645962
MMP0477,m,1.0,0.6879564940444818
MMP0477,s,2.0,0.6257380619086478
MMP0477,s,3.0,0.6631521491597645
MMP0477,xs,1.0,1.5304080617886873
MMP0479,xs,2.0,1.525317298620019
MMP0487,f,1.0,0.34141652447872234
MMP0487,f,2.0,0.1612248395587007
MMP0487,f,3.0,-0.6073069276423159
MMP0487,m,1.0,0.9701688980207582
MMP0487,m,3.0,-0.5479317697761891
MMP0487,s,1.0,0.3851871197587808
MMP0487,s,2.0,0.31266517355839435
MMP0487,s,3.0,0.2027811045548582
MMP0487,xs,2.0,0.7673744553803326
MMP0489,f,1.0,0.6636932376335357
MMP0489,f,2.0,1.7027684035634139
MMP0489,f,3.0,0.4472372508566626
MMP0489,m,1.0,-0.07939504072822046
MMP0489,m,2.0,1.4508997862146487
MMP0489,m,3.0,-1.2515387669959646
MMP0489,s,1.0,0.8904460498167941
MMP0489,s,2.0,-0.4379815402712767
MMP0489,xs,1.0,0.9895791354883888
MMP0489,xs,3.0,0.1544535926798724
MMP0491,f,3.0,-2.473931188332412
MMP0491,s,3.0,0.49569516262406876
MMP0493,m,1.0,1.2490549553066284
MMP0500,f,1.0,-0.195946441032647
MMP0500,f,2.0,1.420078115979374
MMP0500,m,1.0,-0.5437195184892746
MMP0500,m,2.0,0.6939781860913147
MMP0500,s,1.0,-0.7784322114615907
MMP0500,xs,1.0,-0.42275246440684927
MMP0500,xs,3.0,3.1914335136389798
MMP0501,m,2.0,2.192825403552391
MMP0502,s,1.0,1.6359865037456232
MMP0516,f,2.0,0.03805432026614796
MMP0516,m,1.0,-0.10624861597509194
MMP0516,m,2.0,-0.09541956507868243
MMP0516,s,1.0,0.22708689353005876
MMP0516,s,2.0,0.8280311243940687
MMP0518,m,2.0,-0.8916428219095814
MMP0518,s,2.0,-1.9558586310363109
MMP0526,f,3.0,-1.577766999316952
MMP0526,s,3.0,-0.4557948520745586
MMP0526,xs,1.0,-0.8416629728328994
MMP0532,f,2.0,1.2892442851566424
MMP0532,f,3.0,-0.20942562527821615
MMP0532,s,2.0,0.7891032175013815
MMP0532,xs,1.0,0.4750164655117586
MMP0532,xs,2.0,0.8000634997878615
MMP0533,m,3.0,0.9723250415571516
MMP0533,s,2.0,0.302787464544792
MMP0533,s,3.0,1.9347125541112025
MMP0533,xs,1.0,1.0989584800881689
MMP0533,xs,2.0,0.21176864814209087
MMP0539,f,1.0,-1.01190870654624
MMP0539,f,2.0,-0.9009078599798821
MMP0539,f,3.0,-0.5765619912972056
MMP0539,m,1.0,-1.4200962479491055
MMP0539,m,2.0,-1.153859273600452
MMP0539,m,3.0,-0.9349394693659129
MMP0539,s,1.0,-1.7131131742037173
MMP0539,s,2.0,-1.7840640164179493
MMP0539,s,3.0,-0.8187147252197602
MMP0539,xs,1.0,-1.069038045645915
MMP0539,xs,2.0,-0.4616993723675889
MMP0539,xs,3.0,0.9807679624850708
MMP0540,f,1.0,-0.8223279697495371
MMP0540,f,2.0,-0.8164544263781303
MMP0540,f,3.0,-1.0624058850600095
MMP0540,m,1.0,-1.1154467222181796
MMP0540,m,2.0,-0.9332145943565472
MMP0540,m,3.0,-1.6759081242324065
MMP0540,s,1.0,-0.8254629157561403
MMP0540,s,2.0,-1.1195344164940615
MMP0540,s,3.0,-0.769495186497369
MMP0540,xs,1.0,-1.3492430609698207
MMP0540,xs,2.0,-1.0593641029448388
MMP0540,xs,3.0,-0.18029264607807272
MMP0541,f,1.0,-1.107803289534515
MMP0541,f,2.0,-1.0409717810563062
MMP0541,m,1.0,-1.1488006614067061
MMP0541,s,1.0,-1.5228407888133588
MMP0542,f,1.0,0.8337195144350428
MMP0542,f,2.0,0.9632346205994763
MMP0542,f,3.0,-0.07302235779938156
MMP0542,m,1.0,1.195627005629312
MMP0542,m,2.0,1.3878791917794704
MMP0542,m,3.0,0.06953489511667017
MMP0542,s,1.0,0.8246649307461582
MMP0542,s,2.0,1.4252592978231589
MMP0542,s,3.0,1.1952798170504957
MMP0542,xs,1.0,-0.10966528742768837
MMP0542,xs,2.0,0.7107294224904015
MMP0542,xs,3.0,1.3124635565080325
MMP0543,f,3.0,-1.513749246389017
MMP0543,m,3.0,-0.28551932617587045
MMP0543,xs,3.0,2.240301889763038
MMP0544,s,1.0,1.3368546391254652
MMP0544,s,2.0,-0.47794425083903574
MMP0545,f,1.0,-2.237863830098888
MMP0545,f,2.0,-2.297112711025062
MMP0545,m,1.0,0.964039029417771
MMP0545,m,2.0,0.6562675347942892
MMP0545,s,1.0,0.6879564940444818
MMP0545,s,2.0,-0.6360789715354889
MMP0546,f,1.0,0.8155754288625726
MMP0546,f,2.0,1.303328419853194
MMP0546,m,1.0,1.5416100887065234
MMP0546,m,2.0,2.1472886001356875
MMP0546,m,3.0,-0.08161376555365212
MMP0546,s,1.0,1.9649948902919971
MMP0546,s,2.0,2.111918246403826
MMP0546,s,3.0,1.2475021726872013
MMP0546,xs,1.0,-0.3183258582071667
MMP0546,xs,2.0,0.8131141913462889
MMP0547,f,1.0,1.7710404144367784
MMP0547,f,2.0,1.6263167470698123
MMP0547,m,1.0,1.6852674065168416
MMP0547,m,2.0,1.885183866320351
MMP0547,s,2.0,1.5074140990154403
MMP0548,f,2.0,1.1210154009613658
MMP0548,m,1.0,1.36513259345253
MMP0548,m,2.0,1.857980995127572
MMP0548,m,3.0,-0.994240730711315
MMP0548,s,1.0,0.03364151448781246
MMP0548,s,2.0,1.2116352533271495
MMP0548,xs,3.0,3.167197333867264
MMP0549,f,2.0,0.06226626737093882
MMP0549,m,1.0,0.5062893423675114
MMP0549,m,2.0,0.21661006874244174
MMP0549,m,3.0,-1.1004132332272314
MMP0549,s,1.0,0.1309308698264487
MMP0549,s,2.0,0.10714696949741423
MMP0549,s,3.0,-0.3678771195149094
MMP0549,xs,1.0,-0.5323651805037711
MMP0549,xs,3.0,-0.14891681635866283
MMP0550,f,1.0,-0.574702846398527
MMP0550,f,2.0,-0.24397871445329714
MMP0550,f,3.0,-0.12936093515855637
MMP0550,m,1.0,-0.8280505904568948
MMP0550,m,3.0,-0.6388474027793334
MMP0550,s,1.0,-0.696559080182379
MMP0550,s,2.0,-0.9344576045688836
MMP0550,s,3.0,-0.6215149155375228
MMP0550,xs,1.0,-0.8370981988842825
MMP0550,xs,2.0,-2.05338721207524
MMP0550,xs,3.0,-2.0174170530774096
MMP0553,f,1.0,0.5208535940900575
