Gene names (ordered locus ),growth_rate,bio_rep,log2_ratio
MMP0952,s,3.0,-0.07964767642491377
MMP0952,xs,1.0,-1.0377818874821576
MMP0952,xs,2.0,-0.7215672434701137
MMP0952,xs,3.0,0.5384087337308195
MMP0953,f,1.0,1.4915965944104481
MMP0953,f,2.0,1.4216266348093498
MMP0953,f,3.0,1.613531652917927
MMP0953,m,2.0,1.0683268614345056
MMP0953,m,3.0,1.4598662750739866
MMP0953,s,2.0,1.517527670337266
MMP0955,f,2.0,-0.77595972578207
MMP0955,f,3.0,-1.087750606348436
MMP0955,m,1.0,-0.9378782880922025
MMP0955,m,2.0,-1.0355741925662327
MMP0955,m,3.0,0.08587548451500349
MMP0955,s,1.0,-0.9573556625915063
MMP0955,s,2.0,-1.0313398578745014
MMP0955,s,3.0,-1.7237096242799588
MMP0955,xs,1.0,-3.4579896444633906
MMP0955,xs,3.0,-1.3658714424749594
MMP0956,f,1.0,1.1096948648259297
MMP0956,m,3.0,0.5109242330572771
MMP0956,s,2.0,0.017611357177729367
MMP0956,s,3.0,-0.49152652100305966
MMP0956,xs,1.0,0.26505903217760834
MMP0956,xs,2.0,0.7181289012667531
MMP0956,xs,3.0,0.13619138628714403
MMP0958,m,3.0,0.05711687221354385
MMP0958,xs,1.0,-0.4619585466663364
MMP0959,m,1.0,-0.7466157641999255
MMP0959,m,2.0,0.8999379539403237
MMP0959,m,3.0,1.1716251627075196
MMP0959,s,1.0,0.4557123412840395
MMP0959,s,2.0,0.9066539191264239
MMP0959,s,3.0,-0.055891200892045155
MMP0959,xs,1.0,0.6552916320221119
MMP0959,xs,3.0,0.7798685182422463
MMP0961,f,1.0,0.898944385767804
MMP0961,f,2.0,1.8604735761857654
MMP0961,f,3.0,-0.21795145574496633
MMP0961,m,1.0,1.8978216779812531
MMP0961,m,2.0,2.406563928797136
MMP0961,m,3.0,1.8126523598683242
MMP0961,s,1.0,2.0423864822072137
MMP0961,s,2.0,1.7106597880313152
MMP0961,s,3.0,2.0499144984833957
MMP0961,xs,1.0,1.5328367852103995
MMP0961,xs,2.0,2.0466464417310384
MMP0961,xs,3.0,1.3627044678817348
MMP0962,f,2.0,1.5925247633320767
MMP0962,m,1.0,0.8447873500790599
MMP0962,m,2.0,2.192914293203133
MMP0962,s,1.0,2.9164284032430903
MMP0962,s,2.0,2.5542202217408336
MMP0962,s,3.0,2.3999913506641812
MMP0963,s,1.0,-2.5145731728297585
MMP0964,f,3.0,0.2654368960490983
MMP0964,s,3.0,2.359494991173248
MMP0964,xs,1.0,1.5747044804631178
MMP0964,xs,2.0,2.8684892305726115
MMP0965,f,1.0,-2.19963214500404
MMP0965,f,2.0,-0.2196147241823474
MMP0965,f,3.0,-0.7806358252146448
MMP0965,m,1.0,-2.0979067236188174
MMP0965,m,2.0,-0.20572733112054187
MMP0965,m,3.0,0.2606149463822196
MMP0965,s,1.0,0.3216987109242441
MMP0965,s,2.0,-0.4237677147116922
MMP0965,s,3.0,-2.1541451831648613
MMP0965,xs,1.0,0.42458879117487275
MMP0965,xs,2.0,-0.06621541448714711
MMP0965,xs,3.0,-1.653842768762549
MMP0966,f,1.0,-0.38082178394093086
MMP0966,f,2.0,0.3994735877200074
MMP0966,f,3.0,0.0831574277593105
MMP0966,m,1.0,-0.019136482186104753
MMP0966,m,2.0,1.0840642647884746
MMP0966,m,3.0,0.9521777966830034
MMP0966,s,1.0,0.5728021792608952
MMP0966,s,2.0,-0.21932169415490751
MMP0966,s,3.0,0.4778615012684156
MMP0966,xs,1.0,0.33243254057671123
MMP0966,xs,2.0,1.920388961797527
MMP0966,xs,3.0,-0.013223014677716527
MMP0968,f,1.0,0.6275508735363792
MMP0968,f,2.0,0.22746067997913835
MMP0968,f,3.0,0.04736325577624954
MMP0968,m,1.0,0.8930689724087392
MMP0968,m,2.0,0.12832986315661266
MMP0968,m,3.0,1.2484383666702195
MMP0968,s,1.0,1.0919199570298026
MMP0968,s,2.0,1.0732777452326199
MMP0968,s,3.0,0.3560928692471596
MMP0968,xs,1.0,-0.3288984895678991
MMP0968,xs,2.0,0.14925936549962288
MMP0968,xs,3.0,0.7219990171379257
MMP0970,m,1.0,1.0915305931206163
MMP0970,s,1.0,1.3550162642195498
MMP0970,s,2.0,-0.3676957555553323
MMP0971,f,1.0,-1.6202903604787657
MMP0971,f,2.0,-0.6772399388522942
MMP0971,f,3.0,-0.32715251533767514
MMP0971,m,1.0,-0.3595670136734433
MMP0971,m,2.0,0.15133570793300702
MMP0971,m,3.0,0.983938080955059
MMP0971,s,1.0,0.42546533704912104
MMP0971,s,2.0,0.46671089507125485
MMP0971,s,3.0,-0.30624897894915654
MMP0971,xs,1.0,-0.29548317408406516
MMP0971,xs,2.0,0.4404390901592148
MMP0971,xs,3.0,-0.19213642045237078
MMP0972,f,3.0,0.12636283717663743
MMP0972,m,3.0,0.05102400302446689
MMP0972,s,1.0,0.23020301336642146
MMP0972,s,3.0,1.6187085123137877
MMP0972,xs,1.0,0.8347244561167537
MMP0972,xs,3.0,0.007195501404203766
MMP0974,f,3.0,0.2249388964491148
MMP0974,m,3.0,1.322576240910686
MMP0974,s,1.0,1.3656611449074438
MMP0974,s,2.0,1.2256037092641483
MMP0974,s,3.0,0.09329338090127569
MMP0974,xs,1.0,0.42007811597937394
MMP0974,xs,2.0,1.8810860594671353
MMP0974,xs,3.0,0.8270060096389769
MMP0975,f,1.0,1.2715877482529911
MMP0975,f,2.0,0.9668657987471517
MMP0975,m,1.0,0.32892691523579926
MMP0975,m,2.0,-0.3296817929232524
MMP0975,m,3.0,1.9204886953975275
MMP0975,s,1.0,1.620527592417149
MMP0975,s,2.0,1.079489843553721
MMP0975,s,3.0,1.0330858194206007
MMP0975,xs,1.0,0.6909569787059473
MMP0975,xs,2.0,1.2481028207855462
MMP0975,xs,3.0,1.8600266740729658
MMP0977,f,3.0,-1.135998834005754
MMP0977,m,3.0,-1.3004483674769107
MMP0977,s,2.0,0.756944814812155
MMP0977,xs,3.0,1.7062720882876192
MMP0978,f,1.0,-1.0536490687986093
MMP0978,f,2.0,-0.23967496877339112
MMP0978,f,3.0,-0.06631014011509494
MMP0978,m,1.0,-0.5014085782786812
MMP0978,m,2.0,0.5741562811356703
MMP0978,m,3.0,-0.06760918715121364
MMP0978,s,1.0,-0.14481309071728024
MMP0978,s,2.0,0.5442271916557045
MMP0978,s,3.0,-1.2827206534362943
MMP0978,xs,1.0,0.3194900362074913
MMP0978,xs,2.0,-0.25992671166724174
MMP0978,xs,3.0,1.847742640043336
MMP0979,f,1.0,-0.5999362506684647
MMP0979,f,2.0,-0.3649828817239418
MMP0979,f,3.0,-0.2950598254462496
MMP0979,m,1.0,-0.5274822590239192
MMP0979,m,2.0,0.7270133137341196
MMP0979,m,3.0,-0.2452817939195131
MMP0979,s,1.0,0.29557712659897617
MMP0979,s,2.0,0.5389611341250766
MMP0979,s,3.0,-0.22019358494364716
MMP0979,xs,1.0,0.8679708895984831
MMP0979,xs,2.0,0.39888303356197713
MMP0979,xs,3.0,-0.07043313578815047
MMP0980,f,1.0,-0.588521391008431
MMP0980,f,2.0,-0.1449332716187866
MMP0980,f,3.0,-1.0228283463317613
MMP0980,m,1.0,-1.0448417872198197
MMP0980,m,2.0,0.25144087485740213
MMP0980,m,3.0,-0.2778184258023875
MMP0980,s,1.0,0.04835780390829423
MMP0980,s,2.0,0.33643031563610926
MMP0980,s,3.0,-0.4429298179090941
MMP0980,xs,1.0,0.6921416011065703
MMP0980,xs,2.0,0.06464535942919843
MMP0980,xs,3.0,-0.08822339135632218
MMP0981,f,1.0,-0.5482430466851324
MMP0981,f,2.0,-0.05803549932612992
MMP0981,f,3.0,-1.064688599358008
MMP0981,m,1.0,-1.1162967548511336
MMP0981,m,2.0,0.40048189042736704
MMP0981,m,3.0,-0.3876468124909962
MMP0981,s,1.0,0.14137719548000824
MMP0981,s,2.0,0.4478149315385303
MMP0981,s,3.0,-0.4085535492846293
MMP0981,xs,1.0,1.116793747649997
MMP0981,xs,2.0,0.26670341398404057
MMP0981,xs,3.0,0.6624095101639571
MMP0982,f,1.0,-2.005782352594006
MMP0982,f,2.0,-1.1901775069755196
MMP0982,f,3.0,-1.1274877573593771
MMP0982,m,1.0,-2.5145731728297585
MMP0982,m,2.0,0.03371437548433498
MMP0982,m,3.0,-0.9220943029293857
MMP0982,s,1.0,-0.4133500402765388
MMP0982,s,2.0,0.03546459247317387
MMP0982,s,3.0,-1.141570777610272
MMP0982,xs,1.0,0.7213820228552773
MMP0982,xs,2.0,0.5254931738516389
MMP0982,xs,3.0,0.632268215499513
MMP0983,f,1.0,-0.8398217839479365
MMP0983,f,2.0,-0.27477824513883814
MMP0983,f,3.0,-1.356214369433631
MMP0983,m,1.0,-1.0643249581671188
MMP0983,m,2.0,0.17797112660370865
MMP0983,m,3.0,0.025327216610613584
MMP0983,s,1.0,0.005134100806278453
MMP0983,s,2.0,0.35809005125376087
MMP0983,s,3.0,0.06924843482792599
MMP0983,xs,1.0,1.089801098171588
MMP0983,xs,2.0,0.4690510639368071
MMP0983,xs,3.0,0.520239743245319
MMP0984,f,1.0,-0.8197141459200932
MMP0984,f,2.0,-0.18696906362890262
MMP0984,f,3.0,-1.4039740338115525
MMP0984,m,1.0,-1.116281908981896
MMP0984,m,2.0,0.08520465631167613
MMP0984,m,3.0,-0.6651392687205834
MMP0984,s,1.0,-0.29166827744261403
MMP0984,s,2.0,0.2658537200221436
MMP0984,s,3.0,-1.067444720015707
MMP0984,xs,1.0,1.1308381383692117
MMP0984,xs,2.0,-0.08162834529647593
MMP0984,xs,3.0,-0.20490057335060055
MMP0985,f,1.0,-0.5495828871797169
MMP0985,f,2.0,-0.11615871329988696
MMP0985,f,3.0,-0.7522265961533812
MMP0985,m,1.0,-0.8826071721808783
MMP0985,m,2.0,0.2734902072889148
MMP0985,m,3.0,-0.01253735976871212
MMP0985,s,1.0,-0.06712077367483556
MMP0985,s,2.0,0.39770851900890564
MMP0985,s,3.0,-0.10348318531715639
MMP0985,xs,1.0,0.8276904790177763
MMP0985,xs,2.0,-0.2985803935717602
MMP0985,xs,3.0,0.05330921476298343
MMP0989,f,1.0,-0.8031138445650843
MMP0989,f,2.0,-1.1650534618169028
MMP0989,f,3.0,-1.1488006614067061
MMP0989,m,1.0,-2.089267338097087
MMP0989,m,2.0,-1.4758480422292701
MMP0989,m,3.0,-1.9827907099677768
MMP0989,s,1.0,-1.1680937544392183
MMP0989,s,2.0,-1.6441027862483548
MMP0989,xs,1.0,-2.549635945287145
MMP0989,xs,2.0,-2.0415217143912012
MMP0989,xs,3.0,0.7738602573829524
MMP0992,f,2.0,0.7154541271157177
MMP0992,f,3.0,-0.6691160807146127
MMP0992,m,3.0,-0.8616266146727758
MMP0992,s,1.0,0.6492499811482897
MMP0992,xs,1.0,-0.8160371651574051
MMP0992,xs,2.0,-0.8862995008352716
MMP0996,xs,2.0,1.5439768067688027
MMP0998,m,2.0,-1.8783214434117474
MMP0998,m,3.0,1.3801753117420252
MMP0998,s,1.0,2.2854022188622483
MMP0998,s,2.0,2.931535791076608
MMP1002,f,2.0,1.05797006863733
MMP1002,f,3.0,-0.6289020150342086
MMP1002,m,1.0,0.13019351871446871
MMP1002,m,2.0,0.070389327891398
MMP1002,s,1.0,0.8922433455120471
MMP1002,s,2.0,1.8998674236247919
MMP1002,s,3.0,0.7999140611335762
MMP1002,xs,1.0,0.5694910919587163
MMP1002,xs,2.0,1.1179041141473856
MMP1002,xs,3.0,1.0740065609367733
MMP1003,f,3.0,-0.7599597036884275
MMP1003,m,1.0,0.867471408378282
MMP1003,m,3.0,0.5400272692575073
MMP1003,s,1.0,1.4754622912452646
MMP1003,s,2.0,1.6295464139859217
MMP1003,s,3.0,0.7281870893939661
MMP1003,xs,1.0,-0.6266148859129461
MMP1003,xs,2.0,0.9567094726193478
MMP1003,xs,3.0,0.11288952894533362
MMP1006,m,2.0,2.3005502991997875
MMP1006,s,1.0,1.7657353978329722
MMP1006,s,2.0,1.4766409086695202
MMP1007,f,2.0,-2.1202942337177118
MMP1007,m,1.0,-0.3381477994012056
MMP1007,m,2.0,-1.560642821525743
MMP1007,s,1.0,1.4706106355635593
MMP1007,s,2.0,1.399947610624532
MMP1007,s,3.0,1.2432349342716267
MMP1007,xs,1.0,1.2834068465265769
MMP1007,xs,2.0,1.117334616340489
MMP1008,s,1.0,-0.8287931725818576
MMP1008,s,2.0,-0.6754746571302326
MMP1011,f,1.0,-0.6494499503241146
MMP1011,f,2.0,-0.7287174342181083
MMP1011,f,3.0,-0.976327444175909
MMP1011,m,1.0,-0.6446106945929315
MMP1011,m,2.0,-0.2783453391607727
MMP1011,m,3.0,-0.30299145016269596
MMP1011,s,1.0,-0.6078264871563149
MMP1011,s,2.0,-0.30506934609627306
MMP1011,s,3.0,0.5605615895292675
MMP1011,xs,1.0,-0.1311960549880207
MMP1011,xs,2.0,0.47376799991169494
MMP1011,xs,3.0,0.28816988680623384
MMP1013,f,1.0,-0.14725430312646032
MMP1013,f,2.0,-0.042675482854486725
MMP1013,f,3.0,-0.21388657354954196
MMP1013,m,1.0,0.35696577653231876
MMP1013,m,2.0,0.4611797901997517
MMP1013,m,3.0,0.8433674625373173
MMP1013,s,1.0,-0.008930889839322692
MMP1013,s,2.0,0.8617114985948514
MMP1013,s,3.0,-0.03285196480819333
MMP1013,xs,1.0,0.9841529525628613
MMP1013,xs,2.0,0.6313221775406385
MMP1013,xs,3.0,0.3667093077424279
MMP1014,m,1.0,0.5732103092429941
MMP1014,m,2.0,0.12829340100981756
MMP1014,s,1.0,-0.14446832352118336
MMP1014,s,2.0,-0.08003310196863436
MMP1014,s,3.0,0.2916035580305647
MMP1014,xs,2.0,-0.117161344232749
MMP1015,f,1.0,2.514476401626669
MMP1015,f,2.0,2.5127325630143633
MMP1015,f,3.0,1.3786366744395409
MMP1015,m,1.0,2.7233457106839722
MMP1015,m,2.0,2.3314344661915603
MMP1015,m,3.0,1.5222192922955615
MMP1015,s,1.0,2.389066766598869
MMP1015,s,2.0,2.469901958200465
MMP1015,s,3.0,1.5439138482349366
MMP1015,xs,1.0,1.0300617967093912
MMP1015,xs,2.0,1.538465443135345
MMP1015,xs,3.0,2.396117880031935
MMP1016,f,1.0,0.41266240459915626
MMP1016,f,2.0,0.6247584134171598
MMP1016,f,3.0,-0.0957206100580314
MMP1016,m,1.0,0.7428914690020368
MMP1016,m,2.0,1.9678804298551122
MMP1016,m,3.0,0.7669417782352382
MMP1016,s,1.0,1.4881840632474759
MMP1016,s,2.0,1.9756156377033
MMP1016,s,3.0,1.3054519960160789
MMP1016,xs,1.0,1.181061609368596
MMP1016,xs,2.0,1.6238204476001397
MMP1016,xs,3.0,2.097063861971016
MMP1017,f,1.0,-1.6314214766588437
MMP1017,f,2.0,-1.527911544012117
MMP1017,f,3.0,-0.9156019029859733
MMP1017,m,1.0,-2.026927442964535
MMP1017,m,2.0,-1.5553451876902218
MMP1017,m,3.0,-0.48518208911494226
MMP1017,s,1.0,-1.6968981280173614
MMP1017,s,2.0,-1.4180726352689108
MMP1017,s,3.0,0.07016280689476735
MMP1017,xs,1.0,-0.1634083687058028
MMP1017,xs,2.0,0.44847238176036935
MMP1017,xs,3.0,0.7244554524208953
MMP1018,f,1.0,0.8583688774169044
MMP1018,f,2.0,-0.21932750347167462
MMP1018,f,3.0,0.5449798832558039
MMP1018,m,1.0,-0.7257520945145849
MMP1018,m,2.0,-0.04678864908434264
MMP1018,m,3.0,0.5378101256329324
MMP1018,s,1.0,-0.3353184375158728
MMP1018,s,2.0,-0.3415556262711818
MMP1018,s,3.0,2.0821001522204603
MMP1018,xs,1.0,0.6528509249402492
MMP1018,xs,2.0,-0.7784322114615907
MMP1018,xs,3.0,0.8487003702350236
MMP1021,f,1.0,1.0475383887633607
MMP1021,f,2.0,1.2968978577000776
MMP1021,f,3.0,0.6951564048603508
MMP1021,m,1.0,1.046417633144884
MMP1021,m,3.0,0.9491376592685056
MMP1021,s,1.0,1.196115429239676
MMP1021,s,3.0,1.4812966281279134
MMP1021,xs,1.0,1.3287670641068716
MMP1021,xs,2.0,1.0208810996795867
MMP1021,xs,3.0,1.9465437158869716
MMP1022,f,3.0,-0.6803820657998387
MMP1022,m,3.0,0.8567865462880808
MMP1022,s,3.0,0.4350951516200974
MMP1026,f,1.0,0.06642404639879806
MMP1026,f,2.0,0.6850699261404195
MMP1026,f,3.0,-0.9718068648394861
MMP1026,m,1.0,0.7513796392212694
MMP1026,m,2.0,-0.019159347841240477
MMP1026,m,3.0,-0.18636944670199776
MMP1026,s,1.0,0.0077012881873635974
MMP1026,s,2.0,0.13634736626036437
MMP1026,s,3.0,-0.36054088561905134
MMP1026,xs,1.0,-0.6612736256069673
MMP1026,xs,2.0,-0.793418605834181
MMP1026,xs,3.0,-0.3004075251186576
MMP1029,f,1.0,-0.3161377866314919
MMP1029,f,3.0,-1.0965797967551734
MMP1029,m,2.0,-0.31293931166010763
MMP1029,m,3.0,-0.24490827963011177
MMP1029,s,3.0,0.22156595138962817
MMP1029,xs,1.0,-0.4117556315701012
MMP1029,xs,2.0,-1.0923401721467105
MMP1029,xs,3.0,-0.4150374992788438
MMP1030,f,1.0,0.24231450117500974
MMP1030,f,2.0,0.14605409303584443
MMP1030,f,3.0,0.7382919851335373
MMP1030,m,1.0,0.0819031753503966
MMP1030,m,2.0,0.21909105824619673
MMP1030,m,3.0,0.4306588940594727
MMP1030,s,1.0,0.20711137742753313
MMP1030,s,2.0,0.5928576716193222
MMP1030,s,3.0,0.07028843053591356
MMP1030,xs,1.0,0.06013836850982809
MMP1030,xs,2.0,0.3040221831644448
MMP1030,xs,3.0,-0.8445856536766517
MMP1031,f,1.0,0.17744788177604034
MMP1031,f,2.0,0.10977842799461279
MMP1031,f,3.0,0.16289830811004416
MMP1031,m,1.0,-0.17067546201135367
MMP1031,m,2.0,-0.1030540805030822
MMP1031,m,3.0,-0.38224426918698334
MMP1031,s,1.0,-0.3040501668020574
MMP1031,s,2.0,-0.014250217206274849
MMP1031,s,3.0,-0.24825610111616667
MMP1031,xs,1.0,-0.44458511480497886
MMP1031,xs,2.0,0.3518603391898601
MMP1031,xs,3.0,-0.3058025330595697
MMP1032,f,1.0,-0.33282769419190844
MMP1032,f,2.0,0.04509562345987858
MMP1032,f,3.0,-0.8999567743482132
MMP1032,m,1.0,0.018229160124081142
MMP1032,m,2.0,-0.1556288080451024
MMP1032,m,3.0,-0.6095428143752278
MMP1032,s,1.0,-0.036913774684378405
MMP1032,s,2.0,-0.27632046363094154
MMP1032,s,3.0,-0.752247647824208
MMP1032,xs,1.0,-0.6696044078979294
MMP1032,xs,2.0,-0.8263090216226906
MMP1032,xs,3.0,-0.036316274772723776
MMP1033,f,1.0,-2.0994372494804106
MMP1033,f,2.0,0.06146272894434163
MMP1033,f,3.0,0.32077347694587044
MMP1033,m,1.0,0.25972581083357943
MMP1033,m,2.0,0.9924616184210697
MMP1033,m,3.0,0.14969677538956466
MMP1033,s,1.0,0.4124370442670382
MMP1033,s,2.0,0.3617080672476894
MMP1033,s,3.0,0.6610431027997674
MMP1033,xs,1.0,0.03795756498048783
MMP1033,xs,2.0,0.5199313593772871
MMP1034,f,2.0,-3.0
MMP1036,f,1.0,-0.28064698369990154
MMP1036,f,2.0,0.3201743504887988
MMP1036,f,3.0,-0.11287524403589043
MMP1036,m,1.0,0.45701292380113906
MMP1036,m,2.0,0.6017803031755199
MMP1036,m,3.0,0.34401183637309973
MMP1036,s,1.0,0.43392201075942677
MMP1036,s,2.0,1.103273072388227
MMP1036,s,3.0,0.9262802456815367
MMP1036,xs,1.0,0.6512410669513148
MMP1036,xs,2.0,1.1058722301955948
MMP1036,xs,3.0,-0.5110707969086835
MMP1038,f,1.0,0.2167216143584804
MMP1038,f,2.0,0.17814634832027498
MMP1038,f,3.0,0.19844846422112963
MMP1038,m,1.0,-0.45166494396003803
MMP1038,m,2.0,-0.7260911969858079
MMP1038,m,3.0,0.35646535520527395
MMP1038,s,1.0,-0.5631423273512828
MMP1038,s,2.0,-0.6758543510595715
MMP1038,s,3.0,-0.8248232849853423
MMP1038,xs,1.0,-1.4987264734744148
MMP1038,xs,2.0,-1.2915099926158042
MMP1038,xs,3.0,-0.3865977815477217
MMP1039,f,1.0,0.0979627782218615
MMP1039,f,2.0,0.017501921385921302
MMP1039,f,3.0,0.44634445219468577
MMP1039,m,1.0,-0.5653920338807162
MMP1039,m,2.0,-0.8703581004505372
MMP1039,m,3.0,0.48712046191679476
MMP1039,s,1.0,-0.7396597635322887
MMP1039,s,2.0,-0.8955426697830919
MMP1039,s,3.0,-0.7020069013523841
MMP1039,xs,1.0,-1.040410169274477
MMP1039,xs,2.0,-0.9854191752620762
MMP1039,xs,3.0,-0.48568600660656897
MMP1041,f,1.0,-0.004504111569627614
MMP1041,f,2.0,-0.03108547455370732
MMP1041,f,3.0,0.3148128577329166
MMP1041,m,1.0,-0.5251580195893638
MMP1041,m,2.0,-0.7965549867917684
MMP1041,m,3.0,0.3350597719268529
MMP1041,s,1.0,-0.7637389411098576
MMP1041,s,2.0,-0.8260013927265413
MMP1041,s,3.0,-0.5589218127394806
MMP1041,xs,1.0,-1.1198219071351372
MMP1041,xs,2.0,-0.9225620665578037
MMP1041,xs,3.0,1.6746501926704216
MMP1042,f,1.0,0.06845357359861758
MMP1042,f,2.0,-0.08011205140956544
MMP1042,f,3.0,0.3740525714372441
MMP1042,m,1.0,-0.6221958406490357
MMP1042,m,2.0,-0.8041377581714744
MMP1042,m,3.0,0.3391723971021056
MMP1042,s,1.0,-0.7793792902390217
MMP1042,s,2.0,-0.8550640451638966
MMP1042,s,3.0,-0.817810942417382
MMP1042,xs,1.0,-1.1749455898069716
MMP1042,xs,2.0,-1.02496510992326
MMP1042,xs,3.0,-0.6062349827847848
MMP1043,f,1.0,0.10924110576595107
MMP1043,f,2.0,0.026921129631656254
MMP1043,f,3.0,0.08224261961136946
MMP1043,m,1.0,-0.2756154128982287
MMP1043,m,2.0,-0.9262463584623372
MMP1043,m,3.0,0.11581247760180756
MMP1043,s,1.0,-0.8548133617333334
MMP1043,s,2.0,-0.8503700277120211
MMP1043,s,3.0,-0.835788127565538
MMP1043,xs,1.0,-1.9999582059790433
MMP1043,xs,2.0,-1.680826381862791
MMP1043,xs,3.0,0.7583229874109046
MMP1044,f,1.0,0.1023468995974998
MMP1044,f,2.0,-0.017336558242833765
MMP1044,f,3.0,0.7129093654176688
MMP1044,m,1.0,-0.3387497838816916
MMP1044,m,2.0,-0.8250193615393072
MMP1044,m,3.0,0.7950970688742922
MMP1044,s,1.0,-0.7603972430539111
MMP1044,s,2.0,-0.8598562023884196
MMP1044,s,3.0,-0.06978223666666325
MMP1044,xs,1.0,-0.08000261954040215
MMP1044,xs,2.0,-0.37357950264010853
MMP1044,xs,3.0,1.1834325958681726
MMP1045,f,1.0,0.06290700641949572
MMP1045,f,2.0,-0.019099079586631162
MMP1045,f,3.0,0.6232642028013614
MMP1045,m,1.0,-0.39208905654941634
MMP1045,m,2.0,-0.8352576937875242
MMP1045,m,3.0,0.6618518926364622
MMP1045,s,1.0,-0.7783469070493894
MMP1045,s,2.0,-0.9078639527012408
MMP1045,s,3.0,-0.1986324866932374
MMP1045,xs,1.0,-0.39485087200146046
MMP1045,xs,2.0,-0.5229694341015511
MMP1045,xs,3.0,-0.20237407596232135
MMP1046,f,1.0,0.052110343901641244
MMP1046,f,2.0,0.05534791486877753
MMP1046,f,3.0,0.43844088484980676
MMP1046,m,1.0,-0.22931460469345555
MMP1046,m,2.0,-0.856371563561372
MMP1046,m,3.0,0.3266317953364907
MMP1046,s,1.0,-0.8659390606598999
MMP1046,s,2.0,-0.9152852923617784
MMP1046,s,3.0,-0.6021901692044666
MMP1046,xs,1.0,-1.128830476795798
MMP1046,xs,2.0,-0.9903460835182939
MMP1046,xs,3.0,-0.48176591646535416
MMP1047,f,1.0,-0.2799399943046444
MMP1047,f,2.0,-0.21374833465733867
MMP1047,f,3.0,-0.30347910299476605
MMP1047,m,1.0,-0.24079749498856803
MMP1047,m,2.0,-0.48983652616342493
MMP1047,m,3.0,0.05420643208056048
MMP1047,s,1.0,-0.7320307306642572
MMP1047,s,2.0,-0.5067478552357502
MMP1047,s,3.0,-0.22826771872341614
MMP1047,xs,1.0,-0.6446229811900874
MMP1047,xs,2.0,-0.9930432121513233
MMP1047,xs,3.0,0.5756758208544153
MMP1050,f,1.0,-1.0517337799167514
MMP1050,f,2.0,-0.6763921651188767
MMP1050,f,3.0,-0.6779415069780211
MMP1050,m,1.0,-0.6205289561379136
MMP1050,m,2.0,-0.13279541175571585
MMP1050,m,3.0,-0.5723595616897454
MMP1050,s,1.0,-0.4648957959826594
MMP1050,s,2.0,-0.2945315238644271
MMP1050,s,3.0,0.02258453309445399
MMP1050,xs,1.0,-0.3766860466406074
MMP1050,xs,2.0,-0.08297071897456494
MMP1050,xs,3.0,0.10164507001948599
MMP1052,s,1.0,-3.4266254735540556
MMP1053,f,1.0,1.114325646457087
MMP1053,f,2.0,0.5924817859875507
MMP1053,f,3.0,0.7575860556488728
MMP1053,m,1.0,1.8234135288069622
MMP1053,m,2.0,-0.046942346439979556
MMP1053,m,3.0,0.39726252073698226
MMP1053,s,1.0,0.6622655118901131
MMP1053,s,2.0,0.1303686322562643
MMP1053,s,3.0,1.0708656046382465
MMP1053,xs,1.0,-0.0607829095641406
MMP1053,xs,2.0,-0.13244990813946508
MMP1053,xs,3.0,0.46606036480457913
MMP1054,f,1.0,1.059184756343096
MMP1054,f,2.0,0.41248834959909436
MMP1054,f,3.0,0.09092777556484277
MMP1054,m,1.0,1.7191573450388569
MMP1054,m,2.0,-1.464268099694993
MMP1054,m,3.0,-0.273033826931207
MMP1054,s,1.0,0.5238926945072845
MMP1054,s,2.0,0.03763856343635738
MMP1054,s,3.0,1.064495797607229
MMP1054,xs,1.0,-0.5615024691832929
MMP1054,xs,2.0,0.5137339477586884
MMP1054,xs,3.0,1.6808545682034035
MMP1056,m,1.0,-1.123433941248279
MMP1056,s,2.0,-1.2501660786265556
MMP1056,s,3.0,-1.9928464889858208
MMP1056,xs,1.0,0.4895429356424736
MMP1056,xs,3.0,-0.17625063969172725
MMP1060,s,1.0,0.5916794169357368
MMP1062,f,3.0,-2.736965594166206
MMP1062,m,1.0,-3.1082859218005217
MMP1062,m,2.0,-3.473931188332412
MMP1062,m,3.0,-0.8488667988890675
MMP1062,s,1.0,-3.3364276645824775
MMP1062,s,2.0,-3.2933589426905914
MMP1062,s,3.0,0.28758903108128564
MMP1062,xs,1.0,-3.662003536484984
MMP1062,xs,2.0,-2.1469299597567484
MMP1063,f,1.0,-0.5916222763262657
MMP1063,f,2.0,-0.8904452195457342
MMP1063,f,3.0,-0.6192784841910745
MMP1063,m,1.0,-0.31906495802836443
MMP1063,m,2.0,-0.507285149863908
MMP1063,m,3.0,0.8123349392829596
MMP1063,s,1.0,-0.2992526128667851
MMP1063,s,2.0,-0.3179846917254419
MMP1063,s,3.0,0.15575535314013267
MMP1063,xs,1.0,0.1207774371682262
MMP1063,xs,2.0,0.4995948240109656
MMP1063,xs,3.0,0.09909539603229804
MMP1064,f,3.0,-1.1371948530620009
MMP1064,m,2.0,-0.42468766931256313
MMP1064,m,3.0,-1.0862010350493039
MMP1064,s,3.0,0.004723035978518933
MMP1064,xs,1.0,-0.7942304732201053
MMP1064,xs,2.0,-1.275211947161402
MMP1064,xs,3.0,0.27381424458703657
MMP1066,f,2.0,0.10969486482592981
MMP1066,f,3.0,0.38489306191018624
MMP1066,m,2.0,0.12037086560766996
MMP1066,m,3.0,-0.3145853072895297
MMP1066,s,1.0,0.014127559844488179
MMP1066,s,2.0,-0.10624949827943407
