Gene names (ordered locus ),growth_rate,mean_formate,mean_phosphate,log2FC_within_growth_rate,n_formate,n_phosphate,p_value_within_growth_rate,fdr_within_growth_rate
MMP1218,f,-0.20679884616802122,-0.029463037938167222,-0.177335808229854,3,3,0.512197832365115,0.7581154460694668
MMP1222,f,0.4292407043357697,-0.12705695457032756,0.5562976589060973,3,3,0.28344781944331365,0.624075266350195
MMP1223,f,0.14190712673208408,2.280407185555594,-2.1385000588235097,3,3,0.004546561111900365,0.20004868892361605
MMP1240,f,0.06431035456962382,0.14505513806331916,-0.08074478349369534,2,2,0.9332102124226342,0.9719690488898215
MMP1241,f,-0.39894712404117266,-0.047111919836603594,-0.35183520420456904,3,2,0.6116729450361325,0.8201923242384894
MMP1245,f,0.7730686133199406,0.32713307139171416,0.44593554192822643,3,3,0.3518911848089888,0.6805787099194448
MMP1247,f,1.41760901993509,0.8482761848062318,0.5693328351288581,3,3,0.2550147770154546,0.6065630546015867
MMP1248,f,0.8218130269644729,0.36294605903344035,0.45886696793103254,3,3,0.09624142747185291,0.4648811461820055
MMP1249,f,0.6487005280744286,0.7251130202718127,-0.07641249219738411,3,3,0.7806814910504788,0.9071948778200086
MMP1251,f,0.014827734763927217,0.10494098280750967,-0.09011324804358245,3,3,0.8263814101762481,0.9282770589932022
MMP1252,f,0.21279511549859498,-0.23436631930944363,0.4471614348080386,3,3,0.741899442439685,0.8921225593560436
MMP1254,f,-0.5354779834874827,-0.28975727557611425,-0.2457207079113684,3,3,0.6643237689559265,0.8435294849172548
MMP1255,f,-1.049904905826314,-0.023912619703209265,-1.0259922861231046,1,1,,
MMP1259,f,-1.112278072986913,0.013537934812799246,-1.1258160077997124,3,2,0.3538678564657859,0.6805787099194448
MMP1260,f,-0.7282002134761987,-0.9865301729579906,0.25832995948179194,3,3,0.44278749626686786,0.7155564213461237
MMP1261,f,-2.0174170530774096,-0.4603902873591293,-1.5570267657182804,1,3,,
MMP1265,f,-1.2226532040631106,0.7149659820302251,-1.9376191860933356,3,3,0.20808545551325908,0.566422029760286
MMP1266,f,-0.7181954986739814,-1.429353818663424,0.7111583199894427,2,3,0.3475096302381181,0.6805787099194448
MMP1271,f,-0.2664422295129961,-1.8395931677023727,1.5731509381893765,2,2,0.4267696458314981,0.7122638226980865
MMP1272,f,-1.4015899195702026,-1.1474261119104265,-0.2541638076597761,3,2,0.720196379352951,0.8802400192091623
MMP1274,f,-0.48202187335197655,-2.1925226936096727,1.7105008202576961,3,3,0.08986249411467602,0.4648811461820055
MMP1275,f,-0.8909460158279838,-0.939907363431502,0.048961347603518224,3,2,0.948545608274395,0.9808204019338329
MMP1286,f,-0.8611705384201525,-0.09602048749625097,-0.7651500509239015,3,3,0.0873911052609731,0.4648811461820055
MMP1288,f,0.39637137364694,-0.2343663205214599,0.6307376941683999,2,3,0.14862804979870345,0.5083814565552824
MMP1289,f,-0.273951633932573,0.04446743536573561,-0.3184190692983086,3,3,0.44584866587364486,0.7181056714903298
MMP1297,f,1.3102371483163593,0.927011033232714,0.38322611508364524,3,3,0.32966012900448094,0.659930847591469
MMP1298,f,0.849680745996702,0.5972219109372222,0.25245883505947975,3,3,0.2710227995950395,0.6123247729637774
MMP1299,f,1.1272199386349482,0.051609797300849226,1.075610141334099,3,3,0.029990020224316682,0.3447062970954905
MMP1300,f,0.46717291980190384,2.7675663907028007,-2.300393470900897,3,2,0.029283516556140466,0.3447062970954905
MMP1301,f,1.5559717550359415,0.2522642586210864,1.3037074964148552,3,3,5.154789888479554e-05,0.04989836612048208
MMP1302,f,1.7993582488529245,0.6164806877772233,1.1828775610757012,3,3,0.044634658630890084,0.36509971521511836
MMP1303,f,-0.7585589793498362,0.6779555446543046,-1.4365145240041408,1,3,,
MMP1304,f,-1.451766513107183,0.3140228969098218,-1.7657894100170048,1,1,,
MMP1308,f,-0.3721538817846644,-0.45172521831980267,0.07957133653513826,3,3,0.6489847236386332,0.839963768628019
MMP1310,f,-0.48920403890707087,-2.234366320427989,1.7451622815209182,3,3,0.0450682359768588,0.36509971521511836
MMP1314,f,-1.2379005666941356,0.45576345575377936,-1.693664022447915,3,3,0.17059638553236176,0.5211969718930454
MMP1315,f,-0.6526848005282463,-0.008560928687048164,-0.6441238718411981,3,2,0.33393498402660543,0.6651215319706872
MMP1318,f,-0.9388581570165221,-0.42935381970934844,-0.5095043373071737,3,3,0.3773639305194305,0.6866212075309207
MMP1319,f,-0.0501866060963444,0.4533036125616288,-0.5034902186579733,3,3,0.2719510264976962,0.6123247729637774
MMP1320,f,-0.1373898223627648,0.5214604510511142,-0.658850273413879,3,3,0.08601713461796986,0.4648811461820055
MMP1321,f,-0.2427780927877475,-0.5676996529312405,0.32492156014349294,3,3,0.36273954075241965,0.6833114425965802
MMP1322,f,-0.4679001169749429,-0.4859954862306333,0.01809536925569044,3,3,0.8881765334685616,0.9521095065310826
MMP1323,f,-0.5369552203937326,1.0557552532642493,-1.592710473657982,3,3,0.055520782287231736,0.38945012502927767
MMP1324,f,-0.30802586253090314,-0.30849712733464657,0.00047126480374343194,3,3,0.9993174516076192,0.999503071942266
MMP1325,f,-0.41952185029821165,-0.5480684228840988,0.1285465725858872,3,3,0.660735157501533,0.8435294849172548
MMP1326,f,-0.6622636429676597,-0.9399073622710046,0.27764371930334486,1,2,,
MMP1327,f,-0.10127400688249953,-0.5676996524154637,0.4664256455329642,3,3,0.2802930064495278,0.6223019042273921
MMP1337,f,-1.024804953815141,-0.408246736583029,-0.6165582172321119,1,1,,
MMP1347,f,0.577184496095687,-0.7438259762243336,1.3210104723200207,3,3,0.019483367104511966,0.32822614781107856
MMP1349,f,-0.593352213996929,0.8989853980178106,-1.4923376120147396,3,1,,
MMP1352,f,-1.7697768977322177,-1.8835438446172612,0.11376694688504352,3,3,0.8688261028496884,0.9460333718318317
MMP1358,f,0.16925713441022933,0.4323003468310018,-0.2630432124207725,2,3,0.08635540447655102,0.4648811461820055
MMP1359,f,-0.6512853009719468,0.3140228969098218,-0.9653081978817686,2,1,,
MMP1360,f,1.2664861105966418,-0.5676996539225323,1.8341857645191741,3,3,0.10844571920567163,0.4648811461820055
MMP1361,f,-0.3733500983517343,-0.2762099466905863,-0.09714015166114803,3,3,0.6662993017954084,0.8435294849172548
MMP1362,f,-0.12093761522541947,-0.10758472605028611,-0.013352889175133359,3,3,0.9077785975361743,0.9635193886129569
MMP1363,f,-0.22085596079944048,0.09728260396761694,-0.31813856476705743,3,3,0.26293966184436884,0.6118403669840121
MMP1364,f,-0.1703706628126933,-0.6008782113423994,0.4305075485297061,3,3,0.39035261274630567,0.6866212075309207
MMP1365,f,-0.205387274085876,-0.982737151832411,0.777349877746535,3,3,0.06247667753625667,0.4001414925893235
MMP1366,f,-0.5242666653482635,-1.1299109589559,0.6056442936076365,3,3,0.10766857762684412,0.4648811461820055
MMP1367,f,-0.08464544333579516,-0.07255737788958022,-0.012088065446214935,3,3,0.9653526701346313,0.9879497059134935
MMP1368,f,-0.5384453127661244,-0.6649008386375678,0.12645552587144337,3,3,0.6035380391882317,0.8158087900471738
MMP1369,f,-0.22817041227436055,-0.5137542902918536,0.2855838780174931,3,3,0.28870199264595414,0.6280079300703002
MMP1370,f,-0.27373173852041105,-0.4048088249596269,0.13107708643921584,3,3,0.47937837422444074,0.7354013728197443
MMP1371,f,-0.3647689444787015,-1.2876567658071971,0.9228878213284957,3,3,0.046379173198943,0.36509971521511836
MMP1373,f,-0.14709771583076753,0.2446549486045566,-0.39175266443532414,3,3,0.29994772424071564,0.6423659227102052
MMP1375,f,-0.9315811178961967,0.09896701311083604,-1.0305481310070328,3,3,0.10573691506957276,0.4648811461820055
MMP1381,f,-0.5417136421989726,0.7839203219926232,-1.3256339641915957,2,2,0.125445704551957,0.4827308430812019
MMP1391,f,-0.3145267440101896,-0.3235264236461634,0.008999679635973812,3,3,0.9665169127066925,0.9879497059134935
MMP1392,f,-0.17441729274419923,0.20627637813972247,-0.3806936708839217,3,3,0.36735648129012877,0.6841348412092375
MMP1401,f,0.7312516137474754,0.15560868087370439,0.575642932873771,2,3,0.45487857115541247,0.7223626162686917
MMP1403,f,-0.16573475807845287,-0.7626871536594616,0.5969523955810088,3,3,0.16077007542838148,0.5153160033598453
MMP1404,f,-0.16816660245576223,-0.1590317615877457,-0.009134840868016525,3,3,0.966015703190666,0.9879497059134935
MMP1406,f,0.8044084207428804,-0.17772465207279642,0.9821330728156769,3,3,0.10826923512710135,0.4648811461820055
MMP1408,f,-0.1896616797841406,-0.2527468377258837,0.06308515794174308,3,3,0.6429517434237013,0.8365286124114824
MMP1409,f,-0.21692282863900317,0.529894263638968,-0.7468170922779711,3,3,0.16339301961162467,0.5198956667546406
MMP1410,f,-0.2686462901754402,-0.5011422053130663,0.23249591513762607,3,3,0.4631072230697843,0.7265604407318497
MMP1411,f,-0.20799349074258203,-0.43067678691788874,0.22268329617530672,3,3,0.49290733238945483,0.7455578256861959
MMP1412,f,-0.1608393490200056,0.10868246190965558,-0.2695218109296612,3,3,0.43777046887644916,0.7155564213461237
MMP1414,f,-0.39775013495654754,-0.14668818495255867,-0.2510619500039889,3,3,0.3976732937803712,0.6935995466295483
MMP1415,f,-0.25152698099160004,-0.3633908659983886,0.11186388500678857,3,3,0.6654299873939428,0.8435294849172548
MMP1416,f,-0.2094678419536394,-0.2654027881506496,0.0559349461970102,3,3,0.8794960354418759,0.9491644270166828
MMP1417,f,-0.13022041428353667,-0.28612572822062315,0.15590531393708648,3,3,0.6590371296929793,0.8435294849172548
MMP1418,f,-0.21617332645676188,-0.3072464149317662,0.09107308847500431,3,3,0.7488150859863243,0.8929838937136542
MMP1419,f,-0.13699197528460275,-0.5739048791386835,0.43691290385408077,3,3,0.38916312213043885,0.6866212075309207
MMP1420,f,-0.3650233114475588,-0.08122244661684562,-0.28380086483071315,3,3,0.4412874215719832,0.7155564213461237
MMP1421,f,-0.19048504592071228,-0.7801762930211437,0.5896912471004314,3,3,0.24793577668216504,0.6030692049332739
MMP1422,f,0.8219613926789185,1.7345972119700228,-0.9126358192911043,3,3,0.10407788396160936,0.4648811461820055
MMP1424,f,0.7049803797993962,0.5347765221047484,0.17020385769464785,3,3,0.5292713377145287,0.765821606737913
MMP1425,f,0.7034111755227521,-0.6088751218911723,1.3122862974139244,1,1,,
MMP1427,f,-0.3045519402596297,0.19656092957347807,-0.5011128698331078,3,3,0.11935727887669802,0.4738735419266015
MMP1429,f,0.05341297223671532,0.09896701342648624,-0.045554041189770925,3,3,0.8771833497767365,0.9491644270166828
MMP1432,f,-0.8593195404469475,0.5630728206174204,-1.4223923610643678,3,3,0.09114062662759209,0.4648811461820055
MMP1433,f,-0.2643474595417178,-0.6198539004198874,0.3555064408781696,3,3,0.11240897829549291,0.4697663563025782
MMP1434,f,-0.6170730024636069,-1.5034846276805782,0.8864116252169714,3,3,0.001587174849063642,0.17888445890366844
MMP1436,f,0.22705820590841788,0.04743595381893384,0.17962225208948404,3,3,0.4565087152663797,0.7223626162686917
MMP1437,f,-0.5378565075498908,-0.637228527578651,0.09937202002876022,3,3,0.6184476677325136,0.8212034874692361
MMP1439,f,-0.6557646997852248,1.7405711812018634,-2.3963358809870883,3,3,0.04069828789450195,0.36509971521511836
MMP1443,f,-0.011014973182577931,-0.408246736583029,0.3972317634004511,2,1,,
MMP1444,f,0.037030730944967026,-1.6088751218911723,1.6459058528361394,1,1,,
MMP1451,f,0.733788168625182,-0.5471119204168523,1.2809000890420343,1,2,,
MMP1453,f,0.013566820183743333,0.09896701311083604,-0.08540019292709271,1,3,,
MMP1462,f,0.10583210443614417,1.498857795277947,-1.3930256908418028,3,3,0.09276097777582751,0.4648811461820055
MMP1465,f,0.6733063342678859,0.7852649097307425,-0.11195857546285659,3,3,0.8510308016811393,0.9409671069835904
MMP1466,f,0.11401724791249375,-0.05292614785766544,0.16694339577015918,3,3,0.7328088801960461,0.8878085056693024
MMP1470,f,-0.32105840987587975,0.3505961808755342,-0.671654590751414,3,3,0.057872366886113746,0.3897415080343707
MMP1474,f,-0.5577029567443291,-1.2695075043231538,0.7118045475788247,3,3,0.1201846972015177,0.4738735419266015
MMP1486,f,0.2348104184604003,0.6138521279899897,-0.3790417095295894,2,2,0.7667676983464808,0.9029575815077779
MMP1488,f,-0.4514269403316682,-0.6474261119708188,0.1959991716391506,3,2,0.329281592792424,0.659930847591469
MMP1489,f,-1.1456053222468994,-0.6859771042506756,-0.4596282179962238,1,1,,
MMP1492,f,1.9482270438791673,-1.5085609273225402,3.4567879712017078,1,2,,
MMP1493,f,-0.4875183212038427,-0.2654027877569307,-0.22211553344691198,3,3,0.790676633039685,0.9122466993830931
MMP1496,f,-1.4138235325350499,-1.4800215172121582,0.06619798467710836,3,3,0.9358852179115822,0.9722514266326465
MMP1498,f,-0.5501257065389971,0.3911248792089327,-0.9412505857479297,3,1,,
MMP1500,f,0.02086949436028575,0.09622684464775415,-0.0753573502874684,3,3,0.751247871066153,0.894474709953304
MMP1502,f,-0.7137877495677575,-1.3416756838001167,0.6278879342323592,3,3,0.1682583688964358,0.5203645402292327
MMP1503,f,-0.36151409648654537,-2.0318054614411794,1.670291364954634,3,3,0.0007994956114571397,0.1277909142135074
MMP1504,f,-0.6733782950647612,-2.7960660454422617,2.1226877503775006,3,3,0.00012216923186456492,0.059129908222449415
MMP1505,f,-0.5802870549552895,-1.3160483596989148,0.7357613047436252,3,3,0.10891794971182499,0.4648811461820055
MMP1506,f,-1.3820382625981145,-1.2910079869629714,-0.0910302756351431,3,3,0.9057962564090127,0.9634859958727168
MMP1507,f,-0.7465467049361162,-1.1505200646547278,0.4039733597186116,3,3,0.1871262349381955,0.5413075680469408
MMP1509,f,-0.4021658121712956,-0.7823183839932485,0.3801525718219529,3,3,0.31830222969429606,0.6515109717456443
MMP1510,f,-0.5389646330651245,-0.9576746545289803,0.4187100214638557,3,3,0.3943995038518028,0.6903774316971882
MMP1513,f,0.5170236720645808,3.5764015723268234,-3.0593779002622425,1,2,,
MMP1515,f,0.1039450256216859,-0.5712939977553058,0.6752390233769916,3,3,0.08517427106180062,0.4648811461820055
MMP1520,f,-0.2831819842673897,-0.23436632054159065,-0.04881566372579907,3,3,0.926439287711116,0.9674144881384686
MMP1523,f,-0.28524626622226834,-0.03937882004331693,-0.2458674461789514,3,3,0.40901097952634063,0.6970241541246932
MMP1524,f,-1.3815460422098311,0.18067117972323812,-1.5622172219330692,3,3,0.024246915696458125,0.33057766752354173
MMP1525,f,-0.2928618615726477,0.9760873802967908,-1.2689492418694384,1,1,,
MMP1527,f,-0.7117471946848029,-0.6307109287240183,-0.0810362659607845,3,3,0.695354860643146,0.8662850773520789
MMP1531,f,-0.012915072621585165,0.591753264374251,-0.6046683369958362,2,1,,
MMP1532,f,-0.8722658053989557,-1.2343663209082922,0.36210051550933653,3,3,0.4240780165865719,0.7101686971476476
MMP1533,f,-0.15397753305825726,-0.06284192868006312,-0.09113560437819414,3,3,0.7834864853900074,0.9071948778200086
MMP1537,f,0.7051843384750743,1.4012638786715101,-0.6960795401964358,3,3,0.028645944503685163,0.3447062970954905
MMP1539,f,0.3628906426658603,-0.6859771042506756,1.048867746916536,1,1,,
MMP1543,f,-0.20828820668266046,-0.15815819506297651,-0.050130011619683945,3,3,0.8455864801700703,0.9370771137082214
MMP1544,f,-0.2458250806580068,-0.07517440265423693,-0.17065067800376987,3,3,0.6500134720793944,0.8400708157180959
MMP1545,f,0.15072177859283245,-0.6750090188373781,0.8257307974302105,3,3,0.023057208730530313,0.32822614781107856
MMP1546,f,-0.24927022851682498,0.3087525532682697,-0.5580227817850947,3,3,0.2406889164633998,0.5989379720734472
MMP1547,f,-0.3455957086680485,-0.47119744725489054,0.12560173858684204,3,3,0.7610667640658277,0.9006266841267986
MMP1549,f,1.740721421083786,-0.5676996542416256,2.3084210753254117,1,3,,
MMP1550,f,-0.43445027433215283,0.25694407611638026,-0.6913943504485331,3,3,0.11317020270485852,0.4697663563025782
MMP1551,f,-0.13012087228996486,0.3911248792089327,-0.5212457514988975,1,1,,
MMP1555,f,0.9284945315221869,0.7519764196865238,0.17651811183566302,3,3,0.7066291927361019,0.8747021209316453
MMP1556,f,0.47120166370143357,1.201443188834798,-0.7302415251333645,3,3,0.1980987442403653,0.5517596483445959
MMP1558,f,1.0165277163477244,0.4538821806399942,0.5626455357077302,3,3,0.1461616476107747,0.5083814565552824
MMP1559,f,1.0438114822520626,0.2890760645689963,0.7547354176830663,3,3,0.07373765202125136,0.4325942251913414
MMP1560,f,0.45916641042081063,-0.37868612197169815,0.8378525323925088,3,3,0.03489795156545255,0.3447062970954905
MMP1562,f,0.45775285129730126,-0.13697273604647298,0.5947255873437742,3,3,0.06942899178827207,0.4174364226773128
MMP1563,f,0.10753464752832105,1.0468098583327115,-0.9392752108043904,3,3,0.015402340106400117,0.31061385881240233
MMP1564,f,0.3607465409615394,-0.08122244612840585,0.44196898708994525,3,3,0.11022968170422881,0.4648811461820055
MMP1565,f,0.4299136890094506,-0.21607967814311912,0.6459933671525697,3,2,0.10958024281936786,0.4648811461820055
MMP1566,f,0.4013005306040454,-0.793723621583565,1.1950241521876104,3,3,0.06292318980691257,0.4001414925893235
MMP1567,f,0.6435969655378452,-0.033548278024793245,0.6771452435626384,3,3,0.06750966789457911,0.41100225485504766
MMP1569,f,0.4265331381166733,-0.5471119204168523,0.9736450585335257,1,2,,
MMP1579,f,-0.08113012699868849,-0.0393788190384284,-0.04175130796026009,3,3,0.9390137776096567,0.9731962919980168
MMP1583,f,0.17632277264046287,-0.408246736583029,0.5845695092234919,1,1,,
MMP1584,f,-1.502239533437515,-0.26540278848753646,-1.2368367449499784,3,3,0.2393328149252494,0.5988569112476968
MMP1586,f,-0.0013088491057602163,0.418753018451099,-0.42006186755685926,3,3,0.20333820377041364,0.5591800603686375
MMP1588,f,-0.5382655633337563,-0.40238048948285693,-0.13588507385089937,3,3,0.9106739848515251,0.9651577909043901
MMP1589,f,-0.589055585438682,-0.42935382000831107,-0.1597017654303709,3,3,0.7872552994041622,0.9104696891555902
MMP1593,f,-0.49045979987918503,-0.09602048710941859,-0.39443931276976646,3,3,0.606599796522342,0.8163958582048689
MMP1609,f,0.5111974108302559,-0.11354768630701555,0.6247450971372714,3,3,0.1178967863549069,0.4735439385541489
MMP1611,f,-0.9524828643492889,0.8729430448149165,-1.8254259091642053,3,3,0.17175760674052046,0.5211969718930454
MMP1615,f,0.3794884431361036,0.9470738518988111,-0.5675854087627075,3,3,0.17424795605486834,0.524863822066219
MMP1616,f,-0.7917924887871478,0.5854442200800024,-1.3772367088671502,3,3,0.11045729713002198,0.4648811461820055
MMP1621,f,-0.0034975856729021655,-1.4399073622710046,1.4364097765981023,2,2,0.04984123087814292,0.370712722684496
MMP1624,f,-0.6087810804632281,-1.0085609292371007,0.3997798487738726,2,2,0.5081894024340428,0.7568112947017744
MMP1634,f,0.23767029271391094,2.341658930604409,-2.103988637890498,3,2,0.21260746304321196,0.5698735632294261
MMP1635,f,1.4273367983534317,1.8565655411367152,-0.4292287427832835,3,2,0.6678448746693593,0.8439606249085376
MMP1637,f,0.510943770595211,0.18301360181108228,0.32793016878412873,3,3,0.5886563190562686,0.8134216902633675
MMP1640,f,-0.374241879584015,0.06347086880711857,-0.43771274839113355,3,3,0.02939243932898022,0.3447062970954905
MMP1643,f,-0.039285539846249905,-0.03937881992717391,9.328008092400475e-05,3,3,0.999503071942266,0.999503071942266
MMP1646,f,-0.9010022557429189,0.591753264374251,-1.49275552011717,3,1,,
MMP1647,f,0.25383460349083375,0.3419699700632836,-0.08813536657244986,3,3,0.8825789393289876,0.9503185909571301
MMP1652,f,2.0599509198197428,-0.901032986801294,2.9609839066210366,2,3,0.008497968440382375,0.27420111500967126
MMP1658,f,0.038923257832990256,-0.23940195094142422,0.27832520877441447,3,3,0.49009432053316754,0.7455578256861959
MMP1662,f,-0.1714990577779241,-0.14742611249067525,-0.024072945287248848,3,2,0.9719782091815214,0.9924840785735367
MMP1663,f,-0.888968687611256,-0.6088751218911723,-0.2800935657200837,1,1,,
MMP1666,f,-0.35874669262110775,0.5630728209471241,-0.9218195135682319,3,3,0.09334981286284454,0.4648811461820055
MMP1667,f,0.1152956536453594,2.212250347798212,-2.0969546941528527,2,3,0.06410837330884768,0.4027699160675014
MMP1668,f,-0.11162240571574104,0.09561579232521393,-0.20723819804095497,3,3,0.5938377284961784,0.8134216902633675
MMP1669,f,1.1704219722339833,-0.6859771042506756,1.8563990764846587,1,1,,
MMP1670,f,0.3668447463606863,1.2346217464960934,-0.867777000135407,3,3,0.06861435974639522,0.41511687646569106
MMP1671,f,0.41688894469192544,0.8063855968250494,-0.38949665213312396,3,3,0.1066411225187545,0.4648811461820055
MMP1675,f,0.11839447310025263,1.628538558587162,-1.5101440854869093,3,3,0.07807214948598677,0.4420169166573448
MMP1679,f,-1.3806971636161565,0.14505513806331916,-1.5257523016794756,3,2,0.28431528146739254,0.624075266350195
MMP1681,f,-1.023184215421725,-0.647426113070924,-0.375758102350801,2,2,0.5214092590443691,0.7610359225312192
MMP1686,f,0.16312017659255104,-0.42935382076184525,0.5924739973543963,3,3,0.5207793990874487,0.7610359225312192
MMP1691,f,-0.6959306848172737,0.2839203225426759,-0.9798510073599496,3,2,0.46868224211059356,0.7295187577082624
MMP1692,f,-1.2328563509230763,-0.8010421795976788,-0.43181417132539757,3,2,0.5399994678483205,0.7709726915592541
MMP1696,f,-1.68693255349754,-1.9399073622710046,0.2529748087734647,3,2,0.7919023296213141,0.9125731608017048
MMP1697,f,-1.2721526577087208,-1.4260025997150905,0.1538499420063697,3,3,0.7830916323771469,0.9071948778200086
MMP1702,f,0.3131196480023912,-1.147426113070924,1.4605457610733152,2,2,0.14044708910289574,0.49874569246135775
MMP1704,f,-1.7032836395327011,-1.0471119204168522,-0.6561717191158489,3,2,0.28773587708213155,0.6273160563412237
MMP1707,f,-0.6080478086469605,-0.46039028902389684,-0.14765751962306367,3,3,0.5220329055379438,0.7610359225312192
MMP1711,f,-0.27295483214804045,0.2743232839323972,-0.5472781160804376,3,3,0.23590812152624283,0.5988569112476968
MMP1712,f,-0.5161158020477526,0.15560868097041256,-0.6717244830181652,3,3,0.1554659111104214,0.5136211670815287
