Gene names (ordered locus ),growth_rate,bio_rep,tech_rep,value,Anabolism/Catabolism,Assigned functional subsystem,Annotation (Uniprot),Automatic classification (RAST),Present in dataset
MMP0585,exp,1,,1.388334844,Other,Stress,Universal stress protein (Usp),- none -,yes
MMP0585,exp,2,,0.812738077,Other,Stress,Universal stress protein (Usp),- none -,yes
MMP0585,exp,3,,0.802857976,Other,Stress,Universal stress protein (Usp),- none -,yes
MMP0588,xs,1,,0.0,Other,Other/unassigned,Diphthine synthase (EC 2.1.1.98) (Diphthamide biosynthesis methyltransferase),- none -,yes
MMP0588,exp,1,,0.833000906,Other,Other/unassigned,Diphthine synthase (EC 2.1.1.98) (Diphthamide biosynthesis methyltransferase),- none -,yes
MMP0588,exp,2,,0.0,Other,Other/unassigned,Diphthine synthase (EC 2.1.1.98) (Diphthamide biosynthesis methyltransferase),- none -,yes
MMP0588,exp,3,,0.802857976,Other,Other/unassigned,Diphthine synthase (EC 2.1.1.98) (Diphthamide biosynthesis methyltransferase),- none -,yes
MMP0591,xs,2,,0.360829016,Other,Other/unassigned,Conserved hypothetical archaeal protein,- none -,yes
MMP0591,xs,3,,1.289969025,Other,Other/unassigned,Conserved hypothetical archaeal protein,- none -,yes
MMP0591,i,1,,0.833527584,Other,Other/unassigned,Conserved hypothetical archaeal protein,- none -,yes
MMP0591,i,2,,0.74536156,Other,Other/unassigned,Conserved hypothetical archaeal protein,- none -,yes
MMP0591,i,3,,1.341792228,Other,Other/unassigned,Conserved hypothetical archaeal protein,- none -,yes
MMP0591,f,1,,0.655707763,Other,Other/unassigned,Conserved hypothetical archaeal protein,- none -,yes
MMP0591,f,2,,1.004718094,Other,Other/unassigned,Conserved hypothetical archaeal protein,- none -,yes
MMP0591,f,3,,2.486338798,Other,Other/unassigned,Conserved hypothetical archaeal protein,- none -,yes
MMP0591,exp,1,,0.833000907,Other,Other/unassigned,Conserved hypothetical archaeal protein,- none -,yes
MMP0591,exp,2,,0.812738077,Other,Other/unassigned,Conserved hypothetical archaeal protein,- none -,yes
MMP0591,exp,3,,1.605715952,Other,Other/unassigned,Conserved hypothetical archaeal protein,- none -,yes
MMP0593,xs,1,,2.093562007,Anabolism,DNA metabolism/cell division,Site-determining protein,Bacterial Cell Division; <br>Septum site-determining cluster Min,yes
MMP0593,xs,2,,2.164974093,Anabolism,DNA metabolism/cell division,Site-determining protein,Bacterial Cell Division; <br>Septum site-determining cluster Min,yes
MMP0593,i,1,,1.389212639,Anabolism,DNA metabolism/cell division,Site-determining protein,Bacterial Cell Division; <br>Septum site-determining cluster Min,yes
MMP0593,i,2,,0.993815414,Anabolism,DNA metabolism/cell division,Site-determining protein,Bacterial Cell Division; <br>Septum site-determining cluster Min,yes
MMP0593,i,3,,1.789056304,Anabolism,DNA metabolism/cell division,Site-determining protein,Bacterial Cell Division; <br>Septum site-determining cluster Min,yes
MMP0593,f,1,,0.874277017,Anabolism,DNA metabolism/cell division,Site-determining protein,Bacterial Cell Division; <br>Septum site-determining cluster Min,yes
MMP0593,f,2,,1.130307855,Anabolism,DNA metabolism/cell division,Site-determining protein,Bacterial Cell Division; <br>Septum site-determining cluster Min,yes
MMP0593,f,3,,0.621584699,Anabolism,DNA metabolism/cell division,Site-determining protein,Bacterial Cell Division; <br>Septum site-determining cluster Min,yes
MMP0593,exp,1,,0.277666969,Anabolism,DNA metabolism/cell division,Site-determining protein,Bacterial Cell Division; <br>Septum site-determining cluster Min,yes
MMP0593,exp,2,,0.406369039,Anabolism,DNA metabolism/cell division,Site-determining protein,Bacterial Cell Division; <br>Septum site-determining cluster Min,yes
MMP0593,exp,3,,0.267619325,Anabolism,DNA metabolism/cell division,Site-determining protein,Bacterial Cell Division; <br>Septum site-determining cluster Min,yes
MMP0595,f,2,,0.75353857,Anabolism,Selenocysteine metabolism,O-phosphoseryl-tRNA(Sec) selenium transferase (EC 2.9.1.2) (Selenocysteine synthase) (Sec synthase) (Selenocysteinyl-tRNA(Sec) synthase) (Sep-tRNA:Sec-tRNA synthase) (SepSecS),Selenocysteine metabolism,yes
MMP0595,f,3,,0.0,Anabolism,Selenocysteine metabolism,O-phosphoseryl-tRNA(Sec) selenium transferase (EC 2.9.1.2) (Selenocysteine synthase) (Sec synthase) (Selenocysteinyl-tRNA(Sec) synthase) (Sep-tRNA:Sec-tRNA synthase) (SepSecS),Selenocysteine metabolism,yes
MMP0595,exp,1,,0.0,Anabolism,Selenocysteine metabolism,O-phosphoseryl-tRNA(Sec) selenium transferase (EC 2.9.1.2) (Selenocysteine synthase) (Sec synthase) (Selenocysteinyl-tRNA(Sec) synthase) (Sep-tRNA:Sec-tRNA synthase) (SepSecS),Selenocysteine metabolism,yes
MMP0595,exp,2,,0.0,Anabolism,Selenocysteine metabolism,O-phosphoseryl-tRNA(Sec) selenium transferase (EC 2.9.1.2) (Selenocysteine synthase) (Sec synthase) (Selenocysteinyl-tRNA(Sec) synthase) (Sep-tRNA:Sec-tRNA synthase) (SepSecS),Selenocysteine metabolism,yes
MMP0596,xs,1,,0.837424803,Anabolism,Ribosome biogenesis,RNA 2'-O-methyl modification protein (NOP5/NOP56),Ribosome biogenesis,yes
MMP0596,xs,2,,1.082487047,Anabolism,Ribosome biogenesis,RNA 2'-O-methyl modification protein (NOP5/NOP56),Ribosome biogenesis,yes
MMP0596,xs,3,,0.537487094,Anabolism,Ribosome biogenesis,RNA 2'-O-methyl modification protein (NOP5/NOP56),Ribosome biogenesis,yes
MMP0596,i,1,,0.444548045,Anabolism,Ribosome biogenesis,RNA 2'-O-methyl modification protein (NOP5/NOP56),Ribosome biogenesis,yes
MMP0596,i,2,,0.795052331,Anabolism,Ribosome biogenesis,RNA 2'-O-methyl modification protein (NOP5/NOP56),Ribosome biogenesis,yes
MMP0596,i,3,,0.447264076,Anabolism,Ribosome biogenesis,RNA 2'-O-methyl modification protein (NOP5/NOP56),Ribosome biogenesis,yes
MMP0596,f,1,,0.983561644,Anabolism,Ribosome biogenesis,RNA 2'-O-methyl modification protein (NOP5/NOP56),Ribosome biogenesis,yes
MMP0596,f,2,,0.904246285,Anabolism,Ribosome biogenesis,RNA 2'-O-methyl modification protein (NOP5/NOP56),Ribosome biogenesis,yes
MMP0596,f,3,,0.621584699,Anabolism,Ribosome biogenesis,RNA 2'-O-methyl modification protein (NOP5/NOP56),Ribosome biogenesis,yes
MMP0596,exp,1,,0.694167422,Anabolism,Ribosome biogenesis,RNA 2'-O-methyl modification protein (NOP5/NOP56),Ribosome biogenesis,yes
MMP0596,exp,2,,0.928843516,Anabolism,Ribosome biogenesis,RNA 2'-O-methyl modification protein (NOP5/NOP56),Ribosome biogenesis,yes
MMP0596,exp,3,,0.936667639,Anabolism,Ribosome biogenesis,RNA 2'-O-methyl modification protein (NOP5/NOP56),Ribosome biogenesis,yes
MMP0597,xs,1,,0.628068602,Anabolism,Ribosome biogenesis,Fibrillarin-like rRNA/tRNA 2'-O-methyltransferase (EC 2.1.1.-),Ribosome biogenesis,yes
MMP0597,xs,2,,1.804145078,Anabolism,Ribosome biogenesis,Fibrillarin-like rRNA/tRNA 2'-O-methyltransferase (EC 2.1.1.-),Ribosome biogenesis,yes
MMP0597,xs,3,,1.182471606,Anabolism,Ribosome biogenesis,Fibrillarin-like rRNA/tRNA 2'-O-methyltransferase (EC 2.1.1.-),Ribosome biogenesis,yes
MMP0597,i,1,,0.777959078,Anabolism,Ribosome biogenesis,Fibrillarin-like rRNA/tRNA 2'-O-methyltransferase (EC 2.1.1.-),Ribosome biogenesis,yes
MMP0597,i,2,,0.74536156,Anabolism,Ribosome biogenesis,Fibrillarin-like rRNA/tRNA 2'-O-methyltransferase (EC 2.1.1.-),Ribosome biogenesis,yes
MMP0597,i,3,,1.11816019,Anabolism,Ribosome biogenesis,Fibrillarin-like rRNA/tRNA 2'-O-methyltransferase (EC 2.1.1.-),Ribosome biogenesis,yes
MMP0597,f,1,,0.655707763,Anabolism,Ribosome biogenesis,Fibrillarin-like rRNA/tRNA 2'-O-methyltransferase (EC 2.1.1.-),Ribosome biogenesis,yes
MMP0597,f,2,,1.130307855,Anabolism,Ribosome biogenesis,Fibrillarin-like rRNA/tRNA 2'-O-methyltransferase (EC 2.1.1.-),Ribosome biogenesis,yes
MMP0597,f,3,,0.932377049,Anabolism,Ribosome biogenesis,Fibrillarin-like rRNA/tRNA 2'-O-methyltransferase (EC 2.1.1.-),Ribosome biogenesis,yes
MMP0597,exp,1,,0.62475068,Anabolism,Ribosome biogenesis,Fibrillarin-like rRNA/tRNA 2'-O-methyltransferase (EC 2.1.1.-),Ribosome biogenesis,yes
MMP0597,exp,2,,1.083650769,Anabolism,Ribosome biogenesis,Fibrillarin-like rRNA/tRNA 2'-O-methyltransferase (EC 2.1.1.-),Ribosome biogenesis,yes
MMP0597,exp,3,,1.605715953,Anabolism,Ribosome biogenesis,Fibrillarin-like rRNA/tRNA 2'-O-methyltransferase (EC 2.1.1.-),Ribosome biogenesis,yes
MMP0601,xs,1,,3.140343011,Other,Other/unassigned,Uncharacterized protein,- none -,yes
MMP0601,i,1,,0.833527584,Other,Other/unassigned,Uncharacterized protein,- none -,yes
MMP0601,i,2,,0.496907707,Other,Other/unassigned,Uncharacterized protein,- none -,yes
MMP0601,f,1,,0.983561644,Other,Other/unassigned,Uncharacterized protein,- none -,yes
MMP0601,f,2,,0.0,Other,Other/unassigned,Uncharacterized protein,- none -,yes
MMP0601,f,3,,0.2071949,Other,Other/unassigned,Uncharacterized protein,- none -,yes
MMP0601,exp,1,,0.208250227,Other,Other/unassigned,Uncharacterized protein,- none -,yes
MMP0601,exp,2,,0.812738077,Other,Other/unassigned,Uncharacterized protein,- none -,yes
MMP0601,exp,3,,0.802857976,Other,Other/unassigned,Uncharacterized protein,- none -,yes
MMP0602,xs,1,,3.140343011,Anabolism,Purine/pyrimidine metabolism,Orotidine 5'-phosphate decarboxylase (EC 4.1.1.23) (OMP decarboxylase) (OMPDCase) (OMPdecase),De Novo Pyrimidine Synthesis; <br>Riboflavin synthesis cluster,yes
MMP0602,xs,2,,1.804145078,Anabolism,Purine/pyrimidine metabolism,Orotidine 5'-phosphate decarboxylase (EC 4.1.1.23) (OMP decarboxylase) (OMPDCase) (OMPdecase),De Novo Pyrimidine Synthesis; <br>Riboflavin synthesis cluster,yes
MMP0602,xs,3,,3.224922563,Anabolism,Purine/pyrimidine metabolism,Orotidine 5'-phosphate decarboxylase (EC 4.1.1.23) (OMP decarboxylase) (OMPDCase) (OMPdecase),De Novo Pyrimidine Synthesis; <br>Riboflavin synthesis cluster,yes
MMP0602,i,1,,1.111370112,Anabolism,Purine/pyrimidine metabolism,Orotidine 5'-phosphate decarboxylase (EC 4.1.1.23) (OMP decarboxylase) (OMPDCase) (OMPdecase),De Novo Pyrimidine Synthesis; <br>Riboflavin synthesis cluster,yes
MMP0602,i,3,,0.894528152,Anabolism,Purine/pyrimidine metabolism,Orotidine 5'-phosphate decarboxylase (EC 4.1.1.23) (OMP decarboxylase) (OMPDCase) (OMPdecase),De Novo Pyrimidine Synthesis; <br>Riboflavin synthesis cluster,yes
MMP0602,exp,1,,0.0,Anabolism,Purine/pyrimidine metabolism,Orotidine 5'-phosphate decarboxylase (EC 4.1.1.23) (OMP decarboxylase) (OMPDCase) (OMPdecase),De Novo Pyrimidine Synthesis; <br>Riboflavin synthesis cluster,yes
MMP0602,exp,2,,0.812738077,Anabolism,Purine/pyrimidine metabolism,Orotidine 5'-phosphate decarboxylase (EC 4.1.1.23) (OMP decarboxylase) (OMPDCase) (OMPdecase),De Novo Pyrimidine Synthesis; <br>Riboflavin synthesis cluster,yes
MMP0602,exp,3,,2.408573927,Anabolism,Purine/pyrimidine metabolism,Orotidine 5'-phosphate decarboxylase (EC 4.1.1.23) (OMP decarboxylase) (OMPDCase) (OMPdecase),De Novo Pyrimidine Synthesis; <br>Riboflavin synthesis cluster,yes
MMP0603,xs,1,,0.628068602,Anabolism,Translation,Translation initiation factor 1A (aIF-1A),Translation initiation factors eukaryotic and archaeal,yes
MMP0603,xs,2,,0.721658031,Anabolism,Translation,Translation initiation factor 1A (aIF-1A),Translation initiation factors eukaryotic and archaeal,yes
MMP0603,xs,3,,0.241869192,Anabolism,Translation,Translation initiation factor 1A (aIF-1A),Translation initiation factors eukaryotic and archaeal,yes
MMP0603,i,1,,1.389212639,Anabolism,Translation,Translation initiation factor 1A (aIF-1A),Translation initiation factors eukaryotic and archaeal,yes
MMP0603,i,2,,0.828179512,Anabolism,Translation,Translation initiation factor 1A (aIF-1A),Translation initiation factors eukaryotic and archaeal,yes
MMP0603,i,3,,0.596352101,Anabolism,Translation,Translation initiation factor 1A (aIF-1A),Translation initiation factors eukaryotic and archaeal,yes
MMP0603,f,1,,0.819634703,Anabolism,Translation,Translation initiation factor 1A (aIF-1A),Translation initiation factors eukaryotic and archaeal,yes
MMP0603,f,2,,0.645890203,Anabolism,Translation,Translation initiation factor 1A (aIF-1A),Translation initiation factors eukaryotic and archaeal,yes
MMP0603,exp,1,,0.833000907,Anabolism,Translation,Translation initiation factor 1A (aIF-1A),Translation initiation factors eukaryotic and archaeal,yes
MMP0603,exp,2,,0.487642846,Anabolism,Translation,Translation initiation factor 1A (aIF-1A),Translation initiation factors eukaryotic and archaeal,yes
MMP0603,exp,3,,1.605715952,Anabolism,Translation,Translation initiation factor 1A (aIF-1A),Translation initiation factors eukaryotic and archaeal,yes
MMP0605,xs,1,,1.884205807,Anabolism,Ribosome biogenesis,Uncharacterized protein,rRNA modification Archaea,yes
MMP0605,xs,3,,0.0,Anabolism,Ribosome biogenesis,Uncharacterized protein,rRNA modification Archaea,yes
MMP0605,i,2,,0.496907707,Anabolism,Ribosome biogenesis,Uncharacterized protein,rRNA modification Archaea,yes
MMP0605,i,3,,1.341792228,Anabolism,Ribosome biogenesis,Uncharacterized protein,rRNA modification Archaea,yes
MMP0605,exp,2,,0.0,Anabolism,Ribosome biogenesis,Uncharacterized protein,rRNA modification Archaea,yes
MMP0606,f,2,,0.0,Anabolism,DNA metabolism/cell division,Ribosomal RNA large subunit methyltransferase E (EC 2.1.1.166) (23S rRNA Um2552 methyltransferase) (rRNA (uridine-2'-O-)-methyltransferase),Bacterial Cell Division; <br>RNA methylation,yes
MMP0606,exp,1,,0.0,Anabolism,DNA metabolism/cell division,Ribosomal RNA large subunit methyltransferase E (EC 2.1.1.166) (23S rRNA Um2552 methyltransferase) (rRNA (uridine-2'-O-)-methyltransferase),Bacterial Cell Division; <br>RNA methylation,yes
MMP0607,xs,1,,1.884205807,Anabolism,Other/unassigned,Global nitrogen regulator NrpR (Nitrogen regulatory protein R),Nitrogen fixation,yes
MMP0607,xs,3,,0.967476769,Anabolism,Other/unassigned,Global nitrogen regulator NrpR (Nitrogen regulatory protein R),Nitrogen fixation,yes
MMP0607,i,3,,2.683584457,Anabolism,Other/unassigned,Global nitrogen regulator NrpR (Nitrogen regulatory protein R),Nitrogen fixation,yes
MMP0607,exp,2,,0.0,Anabolism,Other/unassigned,Global nitrogen regulator NrpR (Nitrogen regulatory protein R),Nitrogen fixation,yes
MMP0607,exp,3,,0.802857976,Anabolism,Other/unassigned,Global nitrogen regulator NrpR (Nitrogen regulatory protein R),Nitrogen fixation,yes
MMP0608,xs,1,,0.89724086,Catabolism,Methanogenesis,2-hydroxyglutaryl-CoA dehydratase (Component A) related protein,Methanogenesis,yes
MMP0608,xs,2,,3.969119171,Catabolism,Methanogenesis,2-hydroxyglutaryl-CoA dehydratase (Component A) related protein,Methanogenesis,yes
MMP0608,xs,3,,1.074974187,Catabolism,Methanogenesis,2-hydroxyglutaryl-CoA dehydratase (Component A) related protein,Methanogenesis,yes
MMP0608,i,1,,3.334110334,Catabolism,Methanogenesis,2-hydroxyglutaryl-CoA dehydratase (Component A) related protein,Methanogenesis,yes
MMP0608,i,2,,1.490723121,Catabolism,Methanogenesis,2-hydroxyglutaryl-CoA dehydratase (Component A) related protein,Methanogenesis,yes
MMP0608,i,3,,1.93814433,Catabolism,Methanogenesis,2-hydroxyglutaryl-CoA dehydratase (Component A) related protein,Methanogenesis,yes
MMP0608,f,3,,0.932377049,Catabolism,Methanogenesis,2-hydroxyglutaryl-CoA dehydratase (Component A) related protein,Methanogenesis,yes
MMP0608,exp,1,,0.0,Catabolism,Methanogenesis,2-hydroxyglutaryl-CoA dehydratase (Component A) related protein,Methanogenesis,yes
MMP0608,exp,2,,1.625476154,Catabolism,Methanogenesis,2-hydroxyglutaryl-CoA dehydratase (Component A) related protein,Methanogenesis,yes
MMP0608,exp,3,,1.605715952,Catabolism,Methanogenesis,2-hydroxyglutaryl-CoA dehydratase (Component A) related protein,Methanogenesis,yes
MMP0610,xs,3,,0.0,Anabolism,Miscellaneous biosynthesis,tRNA-guanine(15) transglycosylase (EC 2.4.2.48) (7-cyano-7-deazaguanine tRNA-ribosyltransferase) (Archaeal tRNA-guanine transglycosylase),Queuosine-Archaeosine Biosynthesis,yes
MMP0610,f,1,,0.655707762,Anabolism,Miscellaneous biosynthesis,tRNA-guanine(15) transglycosylase (EC 2.4.2.48) (7-cyano-7-deazaguanine tRNA-ribosyltransferase) (Archaeal tRNA-guanine transglycosylase),Queuosine-Archaeosine Biosynthesis,yes
MMP0610,exp,2,,2.438214232,Anabolism,Miscellaneous biosynthesis,tRNA-guanine(15) transglycosylase (EC 2.4.2.48) (7-cyano-7-deazaguanine tRNA-ribosyltransferase) (Archaeal tRNA-guanine transglycosylase),Queuosine-Archaeosine Biosynthesis,yes
MMP0610,exp,3,,1.605715952,Anabolism,Miscellaneous biosynthesis,tRNA-guanine(15) transglycosylase (EC 2.4.2.48) (7-cyano-7-deazaguanine tRNA-ribosyltransferase) (Archaeal tRNA-guanine transglycosylase),Queuosine-Archaeosine Biosynthesis,yes
MMP0614,exp,3,,0.0,Other,Other/unassigned,Related to iron-sulfur flavoprotein of Methanosarcina thermophila,- none -,yes
MMP0615,xs,3,,0.0,Anabolism,tRNA processing,Probable tRNA pseudouridine synthase D 2 (EC 5.4.99.27) (tRNA pseudouridine(13) synthase) (tRNA pseudouridylate synthase D 2) (tRNA-uridine isomerase D 2),tRNA processing,no
MMP0615,exp,3,,0.802857976,Anabolism,tRNA processing,Probable tRNA pseudouridine synthase D 2 (EC 5.4.99.27) (tRNA pseudouridine(13) synthase) (tRNA pseudouridylate synthase D 2) (tRNA-uridine isomerase D 2),tRNA processing,no
MMP0616,i,2,,0.0,Other,Other/unassigned,tRNA(Ile2) 2-agmatinylcytidine synthetase TiaS (tRNA(Ile2)-agm2C synthetase) (EC 6.3.4.22) (tRNA(Ile2) agmatidine synthetase),- none -,yes
MMP0618,xs,1,,6.908754627,Other,Other/unassigned,Uncharacterized protein MMP0618,- none -,yes
MMP0618,xs,2,,3.608290155,Other,Other/unassigned,Uncharacterized protein MMP0618,- none -,yes
MMP0618,xs,3,,4.514891588,Other,Other/unassigned,Uncharacterized protein MMP0618,- none -,yes
MMP0618,i,1,,1.667055167,Other,Other/unassigned,Uncharacterized protein MMP0618,- none -,yes
MMP0618,i,2,,2.484538535,Other,Other/unassigned,Uncharacterized protein MMP0618,- none -,yes
MMP0618,f,2,,1.004718094,Other,Other/unassigned,Uncharacterized protein MMP0618,- none -,yes
MMP0618,f,3,,1.553961748,Other,Other/unassigned,Uncharacterized protein MMP0618,- none -,yes
MMP0618,exp,1,,0.277666969,Other,Other/unassigned,Uncharacterized protein MMP0618,- none -,yes
MMP0618,exp,2,,2.438214232,Other,Other/unassigned,Uncharacterized protein MMP0618,- none -,yes
MMP0618,exp,3,,0.802857976,Other,Other/unassigned,Uncharacterized protein MMP0618,- none -,yes
MMP0619,f,1,,0.0,Other,Other/unassigned,UPF0251 protein MMP0619,- none -,yes
MMP0619,exp,1,,0.833000906,Other,Other/unassigned,UPF0251 protein MMP0619,- none -,yes
MMP0620,xs,1,,1.116566404,Catabolism,Methanogenesis,"Methyl coenzyme M reductase, component A2 (EC 1.8.-.-)",Methanogenesis,yes
MMP0620,xs,2,,1.683868739,Catabolism,Methanogenesis,"Methyl coenzyme M reductase, component A2 (EC 1.8.-.-)",Methanogenesis,yes
MMP0620,xs,3,,1.23133407,Catabolism,Methanogenesis,"Methyl coenzyme M reductase, component A2 (EC 1.8.-.-)",Methanogenesis,yes
MMP0620,i,1,,0.833527584,Catabolism,Methanogenesis,"Methyl coenzyme M reductase, component A2 (EC 1.8.-.-)",Methanogenesis,yes
MMP0620,i,2,,1.34874949,Catabolism,Methanogenesis,"Methyl coenzyme M reductase, component A2 (EC 1.8.-.-)",Methanogenesis,yes
MMP0620,i,3,,2.795400476,Catabolism,Methanogenesis,"Methyl coenzyme M reductase, component A2 (EC 1.8.-.-)",Methanogenesis,yes
MMP0620,f,1,,1.092846271,Catabolism,Methanogenesis,"Methyl coenzyme M reductase, component A2 (EC 1.8.-.-)",Methanogenesis,yes
MMP0620,f,2,,0.861186937,Catabolism,Methanogenesis,"Methyl coenzyme M reductase, component A2 (EC 1.8.-.-)",Methanogenesis,yes
MMP0620,f,3,,1.154371585,Catabolism,Methanogenesis,"Methyl coenzyme M reductase, component A2 (EC 1.8.-.-)",Methanogenesis,yes
MMP0620,exp,1,,0.768923914,Catabolism,Methanogenesis,"Methyl coenzyme M reductase, component A2 (EC 1.8.-.-)",Methanogenesis,yes
MMP0620,exp,2,,1.125329645,Catabolism,Methanogenesis,"Methyl coenzyme M reductase, component A2 (EC 1.8.-.-)",Methanogenesis,yes
MMP0620,exp,3,,1.204286964,Catabolism,Methanogenesis,"Methyl coenzyme M reductase, component A2 (EC 1.8.-.-)",Methanogenesis,yes
MMP0622,exp,2,,0.812738077,Other,Other/unassigned,ADP-ribosylglycohydrolase (DraG) homolog (EC 3.2.-.-),- none -,yes
MMP0623,xs,1,,1.884205806,Other,Other/unassigned,Uncharacterized protein,- none -,yes
MMP0623,xs,2,,0.992279792,Other,Other/unassigned,Uncharacterized protein,- none -,yes
MMP0623,xs,3,,1.289969025,Other,Other/unassigned,Uncharacterized protein,- none -,yes
MMP0623,i,1,,2.778425278,Other,Other/unassigned,Uncharacterized protein,- none -,yes
MMP0623,i,2,,1.821994926,Other,Other/unassigned,Uncharacterized protein,- none -,yes
MMP0623,i,3,,1.490880254,Other,Other/unassigned,Uncharacterized protein,- none -,yes
MMP0623,f,1,,1.092846271,Other,Other/unassigned,Uncharacterized protein,- none -,yes
MMP0623,f,2,,1.507077141,Other,Other/unassigned,Uncharacterized protein,- none -,yes
MMP0623,f,3,,1.864754098,Other,Other/unassigned,Uncharacterized protein,- none -,yes
MMP0623,exp,1,,1.110667876,Other,Other/unassigned,Uncharacterized protein,- none -,yes
MMP0623,exp,2,,1.219107116,Other,Other/unassigned,Uncharacterized protein,- none -,yes
MMP0623,exp,3,,1.605715952,Other,Other/unassigned,Uncharacterized protein,- none -,yes
MMP0624,i,3,,1.341792228,Catabolism,Methanogenesis,Uncharacterized protein,Methanogenesis,yes
MMP0624,f,1,,0.655707762,Catabolism,Methanogenesis,Uncharacterized protein,Methanogenesis,yes
MMP0624,exp,1,,0.0,Catabolism,Methanogenesis,Uncharacterized protein,Methanogenesis,yes
MMP0624,exp,2,,0.0,Catabolism,Methanogenesis,Uncharacterized protein,Methanogenesis,yes
MMP0625,xs,1,,0.12561372,Anabolism,Ribosome,50S ribosomal protein L14e,Ribosome,yes
MMP0625,xs,2,,0.360829015,Anabolism,Ribosome,50S ribosomal protein L14e,Ribosome,yes
MMP0625,xs,3,,0.214994838,Anabolism,Ribosome,50S ribosomal protein L14e,Ribosome,yes
MMP0625,i,1,,0.444548045,Anabolism,Ribosome,50S ribosomal protein L14e,Ribosome,yes
MMP0625,i,2,,0.397526166,Anabolism,Ribosome,50S ribosomal protein L14e,Ribosome,yes
MMP0625,i,3,,0.670896114,Anabolism,Ribosome,50S ribosomal protein L14e,Ribosome,yes
MMP0625,f,1,,0.874277017,Anabolism,Ribosome,50S ribosomal protein L14e,Ribosome,yes
MMP0625,f,2,,1.255897617,Anabolism,Ribosome,50S ribosomal protein L14e,Ribosome,yes
MMP0625,f,3,,1.450364298,Anabolism,Ribosome,50S ribosomal protein L14e,Ribosome,yes
MMP0625,exp,1,,1.041251133,Anabolism,Ribosome,50S ribosomal protein L14e,Ribosome,yes
MMP0625,exp,2,,0.677281731,Anabolism,Ribosome,50S ribosomal protein L14e,Ribosome,yes
MMP0625,exp,3,,0.624445092,Anabolism,Ribosome,50S ribosomal protein L14e,Ribosome,yes
MMP0626,xs,1,,0.0,Anabolism,Purine/pyrimidine metabolism,Cytidylate kinase (CK) (EC 2.7.4.25) (Cytidine monophosphate kinase) (CMP kinase),pyrimidine conversions,yes
MMP0626,xs,3,,0.644984512,Anabolism,Purine/pyrimidine metabolism,Cytidylate kinase (CK) (EC 2.7.4.25) (Cytidine monophosphate kinase) (CMP kinase),pyrimidine conversions,yes
MMP0626,exp,2,,0.812738077,Anabolism,Purine/pyrimidine metabolism,Cytidylate kinase (CK) (EC 2.7.4.25) (Cytidine monophosphate kinase) (CMP kinase),pyrimidine conversions,yes
MMP0626,exp,3,,0.0,Anabolism,Purine/pyrimidine metabolism,Cytidylate kinase (CK) (EC 2.7.4.25) (Cytidine monophosphate kinase) (CMP kinase),pyrimidine conversions,yes
MMP0627,xs,1,,0.358896344,Anabolism,Ribosome,50S ribosomal protein L34e,Ribosome,yes
MMP0627,xs,2,,0.481105354,Anabolism,Ribosome,50S ribosomal protein L34e,Ribosome,yes
MMP0627,xs,3,,0.51598761,Anabolism,Ribosome,50S ribosomal protein L34e,Ribosome,yes
MMP0627,i,1,,0.333411033,Anabolism,Ribosome,50S ribosomal protein L34e,Ribosome,yes
MMP0627,i,2,,0.397526166,Anabolism,Ribosome,50S ribosomal protein L34e,Ribosome,yes
MMP0627,i,3,,0.447264076,Anabolism,Ribosome,50S ribosomal protein L34e,Ribosome,yes
MMP0627,f,1,,0.655707763,Anabolism,Ribosome,50S ribosomal protein L34e,Ribosome,yes
MMP0627,f,2,,0.565153928,Anabolism,Ribosome,50S ribosomal protein L34e,Ribosome,yes
MMP0627,f,3,,1.035974499,Anabolism,Ribosome,50S ribosomal protein L34e,Ribosome,yes
MMP0627,exp,1,,0.833000907,Anabolism,Ribosome,50S ribosomal protein L34e,Ribosome,yes
MMP0627,exp,2,,1.354563462,Anabolism,Ribosome,50S ribosomal protein L34e,Ribosome,yes
MMP0627,exp,3,,0.642286381,Anabolism,Ribosome,50S ribosomal protein L34e,Ribosome,yes
MMP0628,exp,1,,0.0,Anabolism,Vitamin/cofactor biosynthesis,Probable Molybdenum-pterin binding protein,Molybdenum cofactor biosynthesis,yes
MMP0629,xs,1,,0.91355433,Other,Other/unassigned,Conserved hypothetical archaeal protein,- none -,yes
MMP0629,xs,2,,1.226818653,Other,Other/unassigned,Conserved hypothetical archaeal protein,- none -,yes
MMP0629,xs,3,,0.80623064,Other,Other/unassigned,Conserved hypothetical archaeal protein,- none -,yes
MMP0629,i,1,,1.000233101,Other,Other/unassigned,Conserved hypothetical archaeal protein,- none -,yes
MMP0629,i,2,,0.621134634,Other,Other/unassigned,Conserved hypothetical archaeal protein,- none -,yes
MMP0629,i,3,,0.406603706,Other,Other/unassigned,Conserved hypothetical archaeal protein,- none -,yes
MMP0629,f,1,,0.983561644,Other,Other/unassigned,Conserved hypothetical archaeal protein,- none -,yes
MMP0629,f,2,,1.184132039,Other,Other/unassigned,Conserved hypothetical archaeal protein,- none -,yes
MMP0629,f,3,,0.994535519,Other,Other/unassigned,Conserved hypothetical archaeal protein,- none -,yes
MMP0629,exp,1,,1.190001295,Other,Other/unassigned,Conserved hypothetical archaeal protein,- none -,yes
MMP0629,exp,2,,0.812738077,Other,Other/unassigned,Conserved hypothetical archaeal protein,- none -,yes
