Gene names (ordered locus ),growth_rate,bio_rep,tech_rep,value,Anabolism/Catabolism,Assigned functional subsystem,Annotation (Uniprot),Automatic classification (RAST),Present in dataset
MMP1608,xs,1,,1.256137204,Other,Other/unassigned,Uncharacterized protein,Encapsulating protein for DyP-type peroxidase and ferritin-like protein oligomers,yes
MMP1608,xs,3,,0.0,Other,Other/unassigned,Uncharacterized protein,Encapsulating protein for DyP-type peroxidase and ferritin-like protein oligomers,yes
MMP1608,exp,3,,0.0,Other,Other/unassigned,Uncharacterized protein,Encapsulating protein for DyP-type peroxidase and ferritin-like protein oligomers,yes
MMP1609,xs,1,,0.527577626,Catabolism,Methanogenesis,Formylmethanofuran--tetrahydromethanopterin formyltransferase (EC 2.3.1.101) (H4MPT formyltransferase),Methanogenesis,yes
MMP1609,xs,2,,0.721658031,Catabolism,Methanogenesis,Formylmethanofuran--tetrahydromethanopterin formyltransferase (EC 2.3.1.101) (H4MPT formyltransferase),Methanogenesis,yes
MMP1609,xs,3,,1.091512252,Catabolism,Methanogenesis,Formylmethanofuran--tetrahydromethanopterin formyltransferase (EC 2.3.1.101) (H4MPT formyltransferase),Methanogenesis,yes
MMP1609,i,1,,1.078682755,Catabolism,Methanogenesis,Formylmethanofuran--tetrahydromethanopterin formyltransferase (EC 2.3.1.101) (H4MPT formyltransferase),Methanogenesis,yes
MMP1609,i,2,,1.131845333,Catabolism,Methanogenesis,Formylmethanofuran--tetrahydromethanopterin formyltransferase (EC 2.3.1.101) (H4MPT formyltransferase),Methanogenesis,yes
MMP1609,i,3,,1.043616177,Catabolism,Methanogenesis,Formylmethanofuran--tetrahydromethanopterin formyltransferase (EC 2.3.1.101) (H4MPT formyltransferase),Methanogenesis,yes
MMP1609,f,1,,0.830563166,Catabolism,Methanogenesis,Formylmethanofuran--tetrahydromethanopterin formyltransferase (EC 2.3.1.101) (H4MPT formyltransferase),Methanogenesis,yes
MMP1609,f,2,,0.795401824,Catabolism,Methanogenesis,Formylmethanofuran--tetrahydromethanopterin formyltransferase (EC 2.3.1.101) (H4MPT formyltransferase),Methanogenesis,yes
MMP1609,f,3,,1.195355191,Catabolism,Methanogenesis,Formylmethanofuran--tetrahydromethanopterin formyltransferase (EC 2.3.1.101) (H4MPT formyltransferase),Methanogenesis,yes
MMP1609,exp,1,,1.180084618,Catabolism,Methanogenesis,Formylmethanofuran--tetrahydromethanopterin formyltransferase (EC 2.3.1.101) (H4MPT formyltransferase),Methanogenesis,yes
MMP1609,exp,2,,0.908354321,Catabolism,Methanogenesis,Formylmethanofuran--tetrahydromethanopterin formyltransferase (EC 2.3.1.101) (H4MPT formyltransferase),Methanogenesis,yes
MMP1609,exp,3,,1.354822834,Catabolism,Methanogenesis,Formylmethanofuran--tetrahydromethanopterin formyltransferase (EC 2.3.1.101) (H4MPT formyltransferase),Methanogenesis,yes
MMP1610,i,2,,0.496907707,Other,Other/unassigned,Uncharacterized protein,- none -,yes
MMP1611,xs,1,,0.628068602,Anabolism,Miscellaneous biosynthesis,Uncharacterized protein,Queuosine-Archaeosine Biosynthesis,yes
MMP1611,xs,2,,0.721658031,Anabolism,Miscellaneous biosynthesis,Uncharacterized protein,Queuosine-Archaeosine Biosynthesis,yes
MMP1611,xs,3,,1.7199587,Anabolism,Miscellaneous biosynthesis,Uncharacterized protein,Queuosine-Archaeosine Biosynthesis,yes
MMP1611,i,1,,0.69460632,Anabolism,Miscellaneous biosynthesis,Uncharacterized protein,Queuosine-Archaeosine Biosynthesis,yes
MMP1611,i,2,,1.490723121,Anabolism,Miscellaneous biosynthesis,Uncharacterized protein,Queuosine-Archaeosine Biosynthesis,yes
MMP1611,i,3,,3.130848533,Anabolism,Miscellaneous biosynthesis,Uncharacterized protein,Queuosine-Archaeosine Biosynthesis,yes
MMP1611,f,1,,1.311415525,Anabolism,Miscellaneous biosynthesis,Uncharacterized protein,Queuosine-Archaeosine Biosynthesis,yes
MMP1611,f,2,,6.028308563,Anabolism,Miscellaneous biosynthesis,Uncharacterized protein,Queuosine-Archaeosine Biosynthesis,yes
MMP1611,f,3,,0.776980874,Anabolism,Miscellaneous biosynthesis,Uncharacterized protein,Queuosine-Archaeosine Biosynthesis,yes
MMP1611,exp,1,,2.49900272,Anabolism,Miscellaneous biosynthesis,Uncharacterized protein,Queuosine-Archaeosine Biosynthesis,yes
MMP1611,exp,2,,0.541825385,Anabolism,Miscellaneous biosynthesis,Uncharacterized protein,Queuosine-Archaeosine Biosynthesis,yes
MMP1611,exp,3,,0.963429571,Anabolism,Miscellaneous biosynthesis,Uncharacterized protein,Queuosine-Archaeosine Biosynthesis,yes
MMP1614,xs,1,,1.046781004,Anabolism,tRNA processing,Histidine--tRNA ligase (EC 6.1.1.21) (Histidyl-tRNA synthetase) (HisRS),tRNA processing,yes
MMP1614,xs,3,,0.644984513,Anabolism,tRNA processing,Histidine--tRNA ligase (EC 6.1.1.21) (Histidyl-tRNA synthetase) (HisRS),tRNA processing,yes
MMP1614,i,3,,0.0,Anabolism,tRNA processing,Histidine--tRNA ligase (EC 6.1.1.21) (Histidyl-tRNA synthetase) (HisRS),tRNA processing,yes
MMP1614,f,1,,0.0,Anabolism,tRNA processing,Histidine--tRNA ligase (EC 6.1.1.21) (Histidyl-tRNA synthetase) (HisRS),tRNA processing,yes
MMP1615,xs,1,,2.826308708,Anabolism,Vitamin/cofactor biosynthesis,Uncharacterized protein,Scaffold proteins for [4Fe-4S] cluster assembly (MRP family),yes
MMP1615,xs,3,,1.934953538,Anabolism,Vitamin/cofactor biosynthesis,Uncharacterized protein,Scaffold proteins for [4Fe-4S] cluster assembly (MRP family),yes
MMP1615,i,1,,3.334110335,Anabolism,Vitamin/cofactor biosynthesis,Uncharacterized protein,Scaffold proteins for [4Fe-4S] cluster assembly (MRP family),yes
MMP1615,i,3,,4.025376686,Anabolism,Vitamin/cofactor biosynthesis,Uncharacterized protein,Scaffold proteins for [4Fe-4S] cluster assembly (MRP family),yes
MMP1615,f,1,,2.62283105,Anabolism,Vitamin/cofactor biosynthesis,Uncharacterized protein,Scaffold proteins for [4Fe-4S] cluster assembly (MRP family),yes
MMP1615,f,2,,1.883846426,Anabolism,Vitamin/cofactor biosynthesis,Uncharacterized protein,Scaffold proteins for [4Fe-4S] cluster assembly (MRP family),yes
MMP1615,f,3,,1.450364298,Anabolism,Vitamin/cofactor biosynthesis,Uncharacterized protein,Scaffold proteins for [4Fe-4S] cluster assembly (MRP family),yes
MMP1615,exp,1,,2.290752493,Anabolism,Vitamin/cofactor biosynthesis,Uncharacterized protein,Scaffold proteins for [4Fe-4S] cluster assembly (MRP family),yes
MMP1615,exp,2,,1.015922596,Anabolism,Vitamin/cofactor biosynthesis,Uncharacterized protein,Scaffold proteins for [4Fe-4S] cluster assembly (MRP family),yes
MMP1615,exp,3,,2.408573928,Anabolism,Vitamin/cofactor biosynthesis,Uncharacterized protein,Scaffold proteins for [4Fe-4S] cluster assembly (MRP family),yes
MMP1616,xs,1,,0.628068602,Anabolism,tRNA processing,Aspartate--tRNA(Asp/Asn) ligase (EC 6.1.1.23) (Aspartyl-tRNA synthetase) (AspRS) (Non-discriminating aspartyl-tRNA synthetase) (ND-AspRS),tRNA processing,yes
MMP1616,xs,2,,0.773205033,Anabolism,tRNA processing,Aspartate--tRNA(Asp/Asn) ligase (EC 6.1.1.23) (Aspartyl-tRNA synthetase) (AspRS) (Non-discriminating aspartyl-tRNA synthetase) (ND-AspRS),tRNA processing,yes
MMP1616,xs,3,,0.601985545,Anabolism,tRNA processing,Aspartate--tRNA(Asp/Asn) ligase (EC 6.1.1.23) (Aspartyl-tRNA synthetase) (AspRS) (Non-discriminating aspartyl-tRNA synthetase) (ND-AspRS),tRNA processing,yes
MMP1616,i,1,,1.222507123,Anabolism,tRNA processing,Aspartate--tRNA(Asp/Asn) ligase (EC 6.1.1.23) (Aspartyl-tRNA synthetase) (AspRS) (Non-discriminating aspartyl-tRNA synthetase) (ND-AspRS),tRNA processing,yes
MMP1616,i,2,,0.44169574,Anabolism,tRNA processing,Aspartate--tRNA(Asp/Asn) ligase (EC 6.1.1.23) (Aspartyl-tRNA synthetase) (AspRS) (Non-discriminating aspartyl-tRNA synthetase) (ND-AspRS),tRNA processing,yes
MMP1616,i,3,,1.062252181,Anabolism,tRNA processing,Aspartate--tRNA(Asp/Asn) ligase (EC 6.1.1.23) (Aspartyl-tRNA synthetase) (AspRS) (Non-discriminating aspartyl-tRNA synthetase) (ND-AspRS),tRNA processing,yes
MMP1616,f,1,,3.059969558,Anabolism,tRNA processing,Aspartate--tRNA(Asp/Asn) ligase (EC 6.1.1.23) (Aspartyl-tRNA synthetase) (AspRS) (Non-discriminating aspartyl-tRNA synthetase) (ND-AspRS),tRNA processing,yes
MMP1616,f,2,,0.968835305,Anabolism,tRNA processing,Aspartate--tRNA(Asp/Asn) ligase (EC 6.1.1.23) (Aspartyl-tRNA synthetase) (AspRS) (Non-discriminating aspartyl-tRNA synthetase) (ND-AspRS),tRNA processing,yes
MMP1616,f,3,,1.13957195,Anabolism,tRNA processing,Aspartate--tRNA(Asp/Asn) ligase (EC 6.1.1.23) (Aspartyl-tRNA synthetase) (AspRS) (Non-discriminating aspartyl-tRNA synthetase) (ND-AspRS),tRNA processing,yes
MMP1616,exp,1,,1.582701722,Anabolism,tRNA processing,Aspartate--tRNA(Asp/Asn) ligase (EC 6.1.1.23) (Aspartyl-tRNA synthetase) (AspRS) (Non-discriminating aspartyl-tRNA synthetase) (ND-AspRS),tRNA processing,yes
MMP1616,exp,2,,1.354563462,Anabolism,tRNA processing,Aspartate--tRNA(Asp/Asn) ligase (EC 6.1.1.23) (Aspartyl-tRNA synthetase) (AspRS) (Non-discriminating aspartyl-tRNA synthetase) (ND-AspRS),tRNA processing,yes
MMP1616,exp,3,,1.146939966,Anabolism,tRNA processing,Aspartate--tRNA(Asp/Asn) ligase (EC 6.1.1.23) (Aspartyl-tRNA synthetase) (AspRS) (Non-discriminating aspartyl-tRNA synthetase) (ND-AspRS),tRNA processing,yes
MMP1619,xs,2,,0.721658031,Anabolism,Vitamin/cofactor biosynthesis,"Molybdenum cofactor biosynthesis protein:MoeA N-terminal region, domain I and II:MoeA C-terminal, domain IV",Molybdenum cofactor biosynthesis,yes
MMP1619,exp,3,,0.802857976,Anabolism,Vitamin/cofactor biosynthesis,"Molybdenum cofactor biosynthesis protein:MoeA N-terminal region, domain I and II:MoeA C-terminal, domain IV",Molybdenum cofactor biosynthesis,yes
MMP1621,xs,3,,0.0,Anabolism,Other/unassigned,Energy conserving hydrogenase B integral membrane subunit (EC 1.6.5.3),"Archaeal membrane bound hydrogenases; <br>Energy conserving hydrogenase b, Methanococcales-Methanobacteriales-Methanopyrales; <br>Mebrane bound hydrogenases",yes
MMP1621,i,1,,1.111370112,Anabolism,Other/unassigned,Energy conserving hydrogenase B integral membrane subunit (EC 1.6.5.3),"Archaeal membrane bound hydrogenases; <br>Energy conserving hydrogenase b, Methanococcales-Methanobacteriales-Methanopyrales; <br>Mebrane bound hydrogenases",yes
MMP1621,i,2,,0.496907707,Anabolism,Other/unassigned,Energy conserving hydrogenase B integral membrane subunit (EC 1.6.5.3),"Archaeal membrane bound hydrogenases; <br>Energy conserving hydrogenase b, Methanococcales-Methanobacteriales-Methanopyrales; <br>Mebrane bound hydrogenases",yes
MMP1621,f,1,,0.327853881,Anabolism,Other/unassigned,Energy conserving hydrogenase B integral membrane subunit (EC 1.6.5.3),"Archaeal membrane bound hydrogenases; <br>Energy conserving hydrogenase b, Methanococcales-Methanobacteriales-Methanopyrales; <br>Mebrane bound hydrogenases",yes
MMP1621,f,3,,0.4143898,Anabolism,Other/unassigned,Energy conserving hydrogenase B integral membrane subunit (EC 1.6.5.3),"Archaeal membrane bound hydrogenases; <br>Energy conserving hydrogenase b, Methanococcales-Methanobacteriales-Methanopyrales; <br>Mebrane bound hydrogenases",yes
MMP1621,exp,2,,2.438214232,Anabolism,Other/unassigned,Energy conserving hydrogenase B integral membrane subunit (EC 1.6.5.3),"Archaeal membrane bound hydrogenases; <br>Energy conserving hydrogenase b, Methanococcales-Methanobacteriales-Methanopyrales; <br>Mebrane bound hydrogenases",yes
MMP1621,exp,3,,1.605715952,Anabolism,Other/unassigned,Energy conserving hydrogenase B integral membrane subunit (EC 1.6.5.3),"Archaeal membrane bound hydrogenases; <br>Energy conserving hydrogenase b, Methanococcales-Methanobacteriales-Methanopyrales; <br>Mebrane bound hydrogenases",yes
MMP1622,f,2,,0.0,Anabolism,Other/unassigned,Energy conserving hydrogenase B small subunit (EC 1.6.5.3),"Archaeal membrane bound hydrogenases; <br>Energy conserving hydrogenase b, Methanococcales-Methanobacteriales-Methanopyrales; <br>Mebrane bound hydrogenases",yes
MMP1623,xs,1,,2.512274409,Anabolism,Other/unassigned,Ferredoxin,"Archaeal membrane bound hydrogenases; <br>Energy conserving hydrogenase b, Methanococcales-Methanobacteriales-Methanopyrales; <br>Mebrane bound hydrogenases",yes
MMP1623,i,2,,0.993815414,Anabolism,Other/unassigned,Ferredoxin,"Archaeal membrane bound hydrogenases; <br>Energy conserving hydrogenase b, Methanococcales-Methanobacteriales-Methanopyrales; <br>Mebrane bound hydrogenases",yes
MMP1623,exp,2,,0.812738077,Anabolism,Other/unassigned,Ferredoxin,"Archaeal membrane bound hydrogenases; <br>Energy conserving hydrogenase b, Methanococcales-Methanobacteriales-Methanopyrales; <br>Mebrane bound hydrogenases",yes
MMP1624,xs,1,,10.67716624,Anabolism,Other/unassigned,Polyferredoxin,"Archaeal membrane bound hydrogenases; <br>Energy conserving hydrogenase b, Methanococcales-Methanobacteriales-Methanopyrales; <br>Mebrane bound hydrogenases",yes
MMP1624,xs,3,,1.934953538,Anabolism,Other/unassigned,Polyferredoxin,"Archaeal membrane bound hydrogenases; <br>Energy conserving hydrogenase b, Methanococcales-Methanobacteriales-Methanopyrales; <br>Mebrane bound hydrogenases",yes
MMP1624,i,1,,2.222740223,Anabolism,Other/unassigned,Polyferredoxin,"Archaeal membrane bound hydrogenases; <br>Energy conserving hydrogenase b, Methanococcales-Methanobacteriales-Methanopyrales; <br>Mebrane bound hydrogenases",yes
MMP1624,f,1,,0.655707762,Anabolism,Other/unassigned,Polyferredoxin,"Archaeal membrane bound hydrogenases; <br>Energy conserving hydrogenase b, Methanococcales-Methanobacteriales-Methanopyrales; <br>Mebrane bound hydrogenases",yes
MMP1624,f,2,,0.376769285,Anabolism,Other/unassigned,Polyferredoxin,"Archaeal membrane bound hydrogenases; <br>Energy conserving hydrogenase b, Methanococcales-Methanobacteriales-Methanopyrales; <br>Mebrane bound hydrogenases",yes
MMP1624,exp,1,,0.555333938,Anabolism,Other/unassigned,Polyferredoxin,"Archaeal membrane bound hydrogenases; <br>Energy conserving hydrogenase b, Methanococcales-Methanobacteriales-Methanopyrales; <br>Mebrane bound hydrogenases",yes
MMP1624,exp,2,,1.08365077,Anabolism,Other/unassigned,Polyferredoxin,"Archaeal membrane bound hydrogenases; <br>Energy conserving hydrogenase b, Methanococcales-Methanobacteriales-Methanopyrales; <br>Mebrane bound hydrogenases",yes
MMP1624,exp,3,,1.338096627,Anabolism,Other/unassigned,Polyferredoxin,"Archaeal membrane bound hydrogenases; <br>Energy conserving hydrogenase b, Methanococcales-Methanobacteriales-Methanopyrales; <br>Mebrane bound hydrogenases",yes
MMP1630,xs,1,,7.536823226,Catabolism,Methanogenesis,ATP/GTP-binding site motif A (P-loop):ABC transporter:AAA ATPase (EC 1.8.-.-),Methanogenesis,yes
MMP1630,xs,3,,4.514891588,Catabolism,Methanogenesis,ATP/GTP-binding site motif A (P-loop):ABC transporter:AAA ATPase (EC 1.8.-.-),Methanogenesis,yes
MMP1630,i,3,,1.043616178,Catabolism,Methanogenesis,ATP/GTP-binding site motif A (P-loop):ABC transporter:AAA ATPase (EC 1.8.-.-),Methanogenesis,yes
MMP1630,f,1,,0.655707762,Catabolism,Methanogenesis,ATP/GTP-binding site motif A (P-loop):ABC transporter:AAA ATPase (EC 1.8.-.-),Methanogenesis,yes
MMP1630,f,2,,0.75353857,Catabolism,Methanogenesis,ATP/GTP-binding site motif A (P-loop):ABC transporter:AAA ATPase (EC 1.8.-.-),Methanogenesis,yes
MMP1630,exp,1,,0.416500453,Catabolism,Methanogenesis,ATP/GTP-binding site motif A (P-loop):ABC transporter:AAA ATPase (EC 1.8.-.-),Methanogenesis,yes
MMP1630,exp,2,,2.438214232,Catabolism,Methanogenesis,ATP/GTP-binding site motif A (P-loop):ABC transporter:AAA ATPase (EC 1.8.-.-),Methanogenesis,yes
MMP1630,exp,3,,0.267619325,Catabolism,Methanogenesis,ATP/GTP-binding site motif A (P-loop):ABC transporter:AAA ATPase (EC 1.8.-.-),Methanogenesis,yes
MMP1634,xs,1,,5.024548818,Catabolism,Methanogenesis,Uncharacterized protein,Methanogenesis,yes
MMP1634,xs,2,,6.314507771,Catabolism,Methanogenesis,Uncharacterized protein,Methanogenesis,yes
MMP1634,xs,3,,15.4796283,Catabolism,Methanogenesis,Uncharacterized protein,Methanogenesis,yes
MMP1634,i,1,,7.779590779,Catabolism,Methanogenesis,Uncharacterized protein,Methanogenesis,yes
MMP1634,i,2,,12.42269267,Catabolism,Methanogenesis,Uncharacterized protein,Methanogenesis,yes
MMP1634,i,3,,6.485329103,Catabolism,Methanogenesis,Uncharacterized protein,Methanogenesis,yes
MMP1634,f,1,,2.62283105,Catabolism,Methanogenesis,Uncharacterized protein,Methanogenesis,yes
MMP1634,f,2,,9.796001413,Catabolism,Methanogenesis,Uncharacterized protein,Methanogenesis,yes
MMP1634,exp,1,,0.277666969,Catabolism,Methanogenesis,Uncharacterized protein,Methanogenesis,yes
MMP1634,exp,2,,0.406369039,Catabolism,Methanogenesis,Uncharacterized protein,Methanogenesis,yes
MMP1634,exp,3,,0.0,Catabolism,Methanogenesis,Uncharacterized protein,Methanogenesis,yes
MMP1635,xs,1,,3.768411613,Other,Other/unassigned,Thioredoxin:Glutaredoxin:Thioredoxins/glutaredoxi n,- none -,yes
MMP1635,xs,3,,3.869907076,Other,Other/unassigned,Thioredoxin:Glutaredoxin:Thioredoxins/glutaredoxi n,- none -,yes
MMP1635,i,1,,5.556850558,Other,Other/unassigned,Thioredoxin:Glutaredoxin:Thioredoxins/glutaredoxi n,- none -,yes
MMP1635,f,2,,6.028308563,Other,Other/unassigned,Thioredoxin:Glutaredoxin:Thioredoxins/glutaredoxi n,- none -,yes
MMP1635,f,3,,2.175546447,Other,Other/unassigned,Thioredoxin:Glutaredoxin:Thioredoxins/glutaredoxi n,- none -,yes
MMP1635,exp,1,,0.555333938,Other,Other/unassigned,Thioredoxin:Glutaredoxin:Thioredoxins/glutaredoxi n,- none -,yes
MMP1635,exp,2,,0.812738077,Other,Other/unassigned,Thioredoxin:Glutaredoxin:Thioredoxins/glutaredoxi n,- none -,yes
MMP1635,exp,3,,1.605715952,Other,Other/unassigned,Thioredoxin:Glutaredoxin:Thioredoxins/glutaredoxi n,- none -,yes
MMP1637,xs,1,,0.869633449,Catabolism,Methanogenesis,Conserved hypothetical archaeal protein,Methanogenesis,yes
MMP1637,xs,2,,0.721658031,Catabolism,Methanogenesis,Conserved hypothetical archaeal protein,Methanogenesis,yes
MMP1637,xs,3,,1.105687736,Catabolism,Methanogenesis,Conserved hypothetical archaeal protein,Methanogenesis,yes
MMP1637,i,1,,0.96318743,Catabolism,Methanogenesis,Conserved hypothetical archaeal protein,Methanogenesis,yes
MMP1637,i,2,,0.922828599,Catabolism,Methanogenesis,Conserved hypothetical archaeal protein,Methanogenesis,yes
MMP1637,i,3,,0.857256146,Catabolism,Methanogenesis,Conserved hypothetical archaeal protein,Methanogenesis,yes
MMP1637,f,1,,0.76499239,Catabolism,Methanogenesis,Conserved hypothetical archaeal protein,Methanogenesis,yes
MMP1637,f,2,,1.758256664,Catabolism,Methanogenesis,Conserved hypothetical archaeal protein,Methanogenesis,yes
MMP1637,f,3,,1.087773224,Catabolism,Methanogenesis,Conserved hypothetical archaeal protein,Methanogenesis,yes
MMP1637,exp,1,,0.971834391,Catabolism,Methanogenesis,Conserved hypothetical archaeal protein,Methanogenesis,yes
MMP1637,exp,2,,0.738852797,Catabolism,Methanogenesis,Conserved hypothetical archaeal protein,Methanogenesis,yes
MMP1637,exp,3,,0.869762808,Catabolism,Methanogenesis,Conserved hypothetical archaeal protein,Methanogenesis,yes
MMP1640,xs,1,,0.561956118,Anabolism,Amino acid biosynthesis,S-adenosylmethionine synthase (AdoMet synthase) (EC 2.5.1.6) (Methionine adenosyltransferase),Amino acid biosynthesis,yes
MMP1640,xs,2,,0.293173575,Anabolism,Amino acid biosynthesis,S-adenosylmethionine synthase (AdoMet synthase) (EC 2.5.1.6) (Methionine adenosyltransferase),Amino acid biosynthesis,yes
MMP1640,xs,3,,0.491416771,Anabolism,Amino acid biosynthesis,S-adenosylmethionine synthase (AdoMet synthase) (EC 2.5.1.6) (Methionine adenosyltransferase),Amino acid biosynthesis,yes
MMP1640,i,1,,0.524813664,Anabolism,Amino acid biosynthesis,S-adenosylmethionine synthase (AdoMet synthase) (EC 2.5.1.6) (Methionine adenosyltransferase),Amino acid biosynthesis,yes
MMP1640,i,2,,0.613827167,Anabolism,Amino acid biosynthesis,S-adenosylmethionine synthase (AdoMet synthase) (EC 2.5.1.6) (Methionine adenosyltransferase),Amino acid biosynthesis,yes
MMP1640,i,3,,0.494344505,Anabolism,Amino acid biosynthesis,S-adenosylmethionine synthase (AdoMet synthase) (EC 2.5.1.6) (Methionine adenosyltransferase),Amino acid biosynthesis,yes
MMP1640,f,1,,1.059220232,Anabolism,Amino acid biosynthesis,S-adenosylmethionine synthase (AdoMet synthase) (EC 2.5.1.6) (Methionine adenosyltransferase),Amino acid biosynthesis,yes
MMP1640,f,2,,1.054953999,Anabolism,Amino acid biosynthesis,S-adenosylmethionine synthase (AdoMet synthase) (EC 2.5.1.6) (Methionine adenosyltransferase),Amino acid biosynthesis,yes
MMP1640,f,3,,1.021174863,Anabolism,Amino acid biosynthesis,S-adenosylmethionine synthase (AdoMet synthase) (EC 2.5.1.6) (Methionine adenosyltransferase),Amino acid biosynthesis,yes
MMP1640,exp,1,,1.041251133,Anabolism,Amino acid biosynthesis,S-adenosylmethionine synthase (AdoMet synthase) (EC 2.5.1.6) (Methionine adenosyltransferase),Amino acid biosynthesis,yes
MMP1640,exp,2,,0.934648789,Anabolism,Amino acid biosynthesis,S-adenosylmethionine synthase (AdoMet synthase) (EC 2.5.1.6) (Methionine adenosyltransferase),Amino acid biosynthesis,yes
MMP1640,exp,3,,1.115080522,Anabolism,Amino acid biosynthesis,S-adenosylmethionine synthase (AdoMet synthase) (EC 2.5.1.6) (Methionine adenosyltransferase),Amino acid biosynthesis,yes
MMP1643,xs,1,,0.732746703,Other,Other/unassigned,Uncharacterized protein,- none -,yes
MMP1643,xs,2,,0.962210708,Other,Other/unassigned,Uncharacterized protein,- none -,yes
MMP1643,xs,3,,0.644984513,Other,Other/unassigned,Uncharacterized protein,- none -,yes
MMP1643,i,1,,0.777959078,Other,Other/unassigned,Uncharacterized protein,- none -,yes
MMP1643,i,2,,0.869588487,Other,Other/unassigned,Uncharacterized protein,- none -,yes
MMP1643,i,3,,1.043616178,Other,Other/unassigned,Uncharacterized protein,- none -,yes
MMP1643,f,1,,0.983561644,Other,Other/unassigned,Uncharacterized protein,- none -,yes
MMP1643,f,2,,0.861186937,Other,Other/unassigned,Uncharacterized protein,- none -,yes
MMP1643,f,3,,1.087773224,Other,Other/unassigned,Uncharacterized protein,- none -,yes
MMP1643,exp,1,,1.110667876,Other,Other/unassigned,Uncharacterized protein,- none -,yes
MMP1643,exp,2,,0.928843516,Other,Other/unassigned,Uncharacterized protein,- none -,yes
MMP1643,exp,3,,0.936667639,Other,Other/unassigned,Uncharacterized protein,- none -,yes
MMP1646,xs,1,,1.256137204,Other,Other/unassigned,Conserved hypothetical archaeal protein,- none -,yes
MMP1646,f,2,,1.507077141,Other,Other/unassigned,Conserved hypothetical archaeal protein,- none -,yes
MMP1646,f,3,,0.0,Other,Other/unassigned,Conserved hypothetical archaeal protein,- none -,yes
MMP1646,exp,1,,1.666001813,Other,Other/unassigned,Conserved hypothetical archaeal protein,- none -,yes
MMP1646,exp,2,,0.812738077,Other,Other/unassigned,Conserved hypothetical archaeal protein,- none -,yes
MMP1646,exp,3,,0.401428988,Other,Other/unassigned,Conserved hypothetical archaeal protein,- none -,yes
MMP1647,xs,1,,0.251227441,Other,Other/unassigned,Proteasome-activating nucleotidase (PAN) (Proteasomal ATPase) (Proteasome regulatory ATPase) (Proteasome regulatory particle),Proteasome archaeal,yes
MMP1647,xs,2,,0.400921128,Other,Other/unassigned,Proteasome-activating nucleotidase (PAN) (Proteasomal ATPase) (Proteasome regulatory ATPase) (Proteasome regulatory particle),Proteasome archaeal,yes
MMP1647,xs,3,,0.151761062,Other,Other/unassigned,Proteasome-activating nucleotidase (PAN) (Proteasomal ATPase) (Proteasome regulatory ATPase) (Proteasome regulatory particle),Proteasome archaeal,yes
MMP1647,i,1,,0.407502374,Other,Other/unassigned,Proteasome-activating nucleotidase (PAN) (Proteasomal ATPase) (Proteasome regulatory ATPase) (Proteasome regulatory particle),Proteasome archaeal,yes
MMP1647,i,2,,0.455498731,Other,Other/unassigned,Proteasome-activating nucleotidase (PAN) (Proteasomal ATPase) (Proteasome regulatory ATPase) (Proteasome regulatory particle),Proteasome archaeal,yes
MMP1647,i,3,,0.347872059,Other,Other/unassigned,Proteasome-activating nucleotidase (PAN) (Proteasomal ATPase) (Proteasome regulatory ATPase) (Proteasome regulatory particle),Proteasome archaeal,yes
MMP1647,f,1,,0.852420091,Other,Other/unassigned,Proteasome-activating nucleotidase (PAN) (Proteasomal ATPase) (Proteasome regulatory ATPase) (Proteasome regulatory particle),Proteasome archaeal,yes
MMP1647,f,2,,2.56203114,Other,Other/unassigned,Proteasome-activating nucleotidase (PAN) (Proteasomal ATPase) (Proteasome regulatory ATPase) (Proteasome regulatory particle),Proteasome archaeal,yes
MMP1647,f,3,,0.932377049,Other,Other/unassigned,Proteasome-activating nucleotidase (PAN) (Proteasomal ATPase) (Proteasome regulatory ATPase) (Proteasome regulatory particle),Proteasome archaeal,yes
MMP1647,exp,1,,1.33280145,Other,Other/unassigned,Proteasome-activating nucleotidase (PAN) (Proteasomal ATPase) (Proteasome regulatory ATPase) (Proteasome regulatory particle),Proteasome archaeal,yes
MMP1647,exp,2,,1.103001676,Other,Other/unassigned,Proteasome-activating nucleotidase (PAN) (Proteasomal ATPase) (Proteasome regulatory ATPase) (Proteasome regulatory particle),Proteasome archaeal,yes
MMP1647,exp,3,,0.953393846,Other,Other/unassigned,Proteasome-activating nucleotidase (PAN) (Proteasomal ATPase) (Proteasome regulatory ATPase) (Proteasome regulatory particle),Proteasome archaeal,yes
MMP1648,f,3,,0.0,Other,Other/unassigned,Uncharacterized protein,- none -,yes
MMP1649,f,3,,0.0,Anabolism,Vitamin/cofactor biosynthesis,ATP/GTP-binding site motif A (P-loop):ABC transporter:AAA ATPase:TOBE domain,Molybdenum cofactor biosynthesis,no
MMP1652,xs,2,,5.773264248,Other,Transport,Uncharacterized solute-binding protein MMP1652,Transporters,yes
MMP1652,xs,3,,1.934953538,Other,Transport,Uncharacterized solute-binding protein MMP1652,Transporters,yes
MMP1652,i,1,,0.555685056,Other,Transport,Uncharacterized solute-binding protein MMP1652,Transporters,yes
MMP1652,i,2,,0.496907707,Other,Transport,Uncharacterized solute-binding protein MMP1652,Transporters,yes
MMP1652,i,3,,0.447264076,Other,Transport,Uncharacterized solute-binding protein MMP1652,Transporters,yes
MMP1652,f,1,,0.655707762,Other,Transport,Uncharacterized solute-binding protein MMP1652,Transporters,yes
