Gene names (ordered locus ),growth_rate,bio_rep,tech_rep,value,Anabolism/Catabolism,Assigned functional subsystem,Annotation (Uniprot),Automatic classification (RAST),Present in dataset
MMP0086,f,2.0,2,1.223,Anabolism,Transcription,Putative transcriptional regulatory protein MMP0086,- none -,yes
MMP0086,f,3.0,3,1.819,Anabolism,Transcription,Putative transcriptional regulatory protein MMP0086,- none -,yes
MMP0086,m,1.0,1,0.926,Anabolism,Transcription,Putative transcriptional regulatory protein MMP0086,- none -,yes
MMP0086,m,1.0,2,2.635,Anabolism,Transcription,Putative transcriptional regulatory protein MMP0086,- none -,yes
MMP0086,m,1.0,3,1.072,Anabolism,Transcription,Putative transcriptional regulatory protein MMP0086,- none -,yes
MMP0086,m,2.0,1,1.029,Anabolism,Transcription,Putative transcriptional regulatory protein MMP0086,- none -,yes
MMP0086,m,2.0,3,1.944,Anabolism,Transcription,Putative transcriptional regulatory protein MMP0086,- none -,yes
MMP0086,m,3.0,1,1.482,Anabolism,Transcription,Putative transcriptional regulatory protein MMP0086,- none -,yes
MMP0086,m,3.0,2,0.55,Anabolism,Transcription,Putative transcriptional regulatory protein MMP0086,- none -,yes
MMP0086,m,3.0,3,0.63,Anabolism,Transcription,Putative transcriptional regulatory protein MMP0086,- none -,yes
MMP0086,s,1.0,2,1.325,Anabolism,Transcription,Putative transcriptional regulatory protein MMP0086,- none -,yes
MMP0086,s,3.0,1,1.375,Anabolism,Transcription,Putative transcriptional regulatory protein MMP0086,- none -,yes
MMP0086,s,3.0,2,0.84,Anabolism,Transcription,Putative transcriptional regulatory protein MMP0086,- none -,yes
MMP0086,s,3.0,3,0.977,Anabolism,Transcription,Putative transcriptional regulatory protein MMP0086,- none -,yes
MMP0086,xs,1.0,1,1.207,Anabolism,Transcription,Putative transcriptional regulatory protein MMP0086,- none -,yes
MMP0086,xs,1.0,3,1.132,Anabolism,Transcription,Putative transcriptional regulatory protein MMP0086,- none -,yes
MMP0087,exp,,1,6.393,Anabolism,Lipid biosynthesis,3-hydroxy-3-methylglutaryl coenzyme A reductase (HMG-CoA reductase) (EC 1.1.1.34),Lipid biosynthesis,yes
MMP0087,f,1.0,2,0.678,Anabolism,Lipid biosynthesis,3-hydroxy-3-methylglutaryl coenzyme A reductase (HMG-CoA reductase) (EC 1.1.1.34),Lipid biosynthesis,yes
MMP0087,f,1.0,3,0.675,Anabolism,Lipid biosynthesis,3-hydroxy-3-methylglutaryl coenzyme A reductase (HMG-CoA reductase) (EC 1.1.1.34),Lipid biosynthesis,yes
MMP0087,f,2.0,1,1.192,Anabolism,Lipid biosynthesis,3-hydroxy-3-methylglutaryl coenzyme A reductase (HMG-CoA reductase) (EC 1.1.1.34),Lipid biosynthesis,yes
MMP0087,f,2.0,2,1.253,Anabolism,Lipid biosynthesis,3-hydroxy-3-methylglutaryl coenzyme A reductase (HMG-CoA reductase) (EC 1.1.1.34),Lipid biosynthesis,yes
MMP0087,f,2.0,3,1.13,Anabolism,Lipid biosynthesis,3-hydroxy-3-methylglutaryl coenzyme A reductase (HMG-CoA reductase) (EC 1.1.1.34),Lipid biosynthesis,yes
MMP0087,f,3.0,3,0.849,Anabolism,Lipid biosynthesis,3-hydroxy-3-methylglutaryl coenzyme A reductase (HMG-CoA reductase) (EC 1.1.1.34),Lipid biosynthesis,yes
MMP0087,m,1.0,1,0.835,Anabolism,Lipid biosynthesis,3-hydroxy-3-methylglutaryl coenzyme A reductase (HMG-CoA reductase) (EC 1.1.1.34),Lipid biosynthesis,yes
MMP0087,m,1.0,2,0.869,Anabolism,Lipid biosynthesis,3-hydroxy-3-methylglutaryl coenzyme A reductase (HMG-CoA reductase) (EC 1.1.1.34),Lipid biosynthesis,yes
MMP0087,m,1.0,3,0.899,Anabolism,Lipid biosynthesis,3-hydroxy-3-methylglutaryl coenzyme A reductase (HMG-CoA reductase) (EC 1.1.1.34),Lipid biosynthesis,yes
MMP0087,m,2.0,1,1.415,Anabolism,Lipid biosynthesis,3-hydroxy-3-methylglutaryl coenzyme A reductase (HMG-CoA reductase) (EC 1.1.1.34),Lipid biosynthesis,yes
MMP0087,m,2.0,2,1.366,Anabolism,Lipid biosynthesis,3-hydroxy-3-methylglutaryl coenzyme A reductase (HMG-CoA reductase) (EC 1.1.1.34),Lipid biosynthesis,yes
MMP0087,m,2.0,3,1.296,Anabolism,Lipid biosynthesis,3-hydroxy-3-methylglutaryl coenzyme A reductase (HMG-CoA reductase) (EC 1.1.1.34),Lipid biosynthesis,yes
MMP0087,m,3.0,3,1.147,Anabolism,Lipid biosynthesis,3-hydroxy-3-methylglutaryl coenzyme A reductase (HMG-CoA reductase) (EC 1.1.1.34),Lipid biosynthesis,yes
MMP0087,s,1.0,1,1.316,Anabolism,Lipid biosynthesis,3-hydroxy-3-methylglutaryl coenzyme A reductase (HMG-CoA reductase) (EC 1.1.1.34),Lipid biosynthesis,yes
MMP0087,s,1.0,2,1.213,Anabolism,Lipid biosynthesis,3-hydroxy-3-methylglutaryl coenzyme A reductase (HMG-CoA reductase) (EC 1.1.1.34),Lipid biosynthesis,yes
MMP0087,s,1.0,3,1.095,Anabolism,Lipid biosynthesis,3-hydroxy-3-methylglutaryl coenzyme A reductase (HMG-CoA reductase) (EC 1.1.1.34),Lipid biosynthesis,yes
MMP0087,s,2.0,1,1.065,Anabolism,Lipid biosynthesis,3-hydroxy-3-methylglutaryl coenzyme A reductase (HMG-CoA reductase) (EC 1.1.1.34),Lipid biosynthesis,yes
MMP0087,s,2.0,2,1.127,Anabolism,Lipid biosynthesis,3-hydroxy-3-methylglutaryl coenzyme A reductase (HMG-CoA reductase) (EC 1.1.1.34),Lipid biosynthesis,yes
MMP0087,s,2.0,3,1.216,Anabolism,Lipid biosynthesis,3-hydroxy-3-methylglutaryl coenzyme A reductase (HMG-CoA reductase) (EC 1.1.1.34),Lipid biosynthesis,yes
MMP0087,s,3.0,1,0.948,Anabolism,Lipid biosynthesis,3-hydroxy-3-methylglutaryl coenzyme A reductase (HMG-CoA reductase) (EC 1.1.1.34),Lipid biosynthesis,yes
MMP0087,s,3.0,2,0.917,Anabolism,Lipid biosynthesis,3-hydroxy-3-methylglutaryl coenzyme A reductase (HMG-CoA reductase) (EC 1.1.1.34),Lipid biosynthesis,yes
MMP0087,s,3.0,3,0.942,Anabolism,Lipid biosynthesis,3-hydroxy-3-methylglutaryl coenzyme A reductase (HMG-CoA reductase) (EC 1.1.1.34),Lipid biosynthesis,yes
MMP0087,xs,1.0,1,1.881,Anabolism,Lipid biosynthesis,3-hydroxy-3-methylglutaryl coenzyme A reductase (HMG-CoA reductase) (EC 1.1.1.34),Lipid biosynthesis,yes
MMP0087,xs,1.0,2,1.292,Anabolism,Lipid biosynthesis,3-hydroxy-3-methylglutaryl coenzyme A reductase (HMG-CoA reductase) (EC 1.1.1.34),Lipid biosynthesis,yes
MMP0087,xs,1.0,3,1.157,Anabolism,Lipid biosynthesis,3-hydroxy-3-methylglutaryl coenzyme A reductase (HMG-CoA reductase) (EC 1.1.1.34),Lipid biosynthesis,yes
MMP0087,xs,2.0,1,1.85,Anabolism,Lipid biosynthesis,3-hydroxy-3-methylglutaryl coenzyme A reductase (HMG-CoA reductase) (EC 1.1.1.34),Lipid biosynthesis,yes
MMP0087,xs,2.0,2,1.475,Anabolism,Lipid biosynthesis,3-hydroxy-3-methylglutaryl coenzyme A reductase (HMG-CoA reductase) (EC 1.1.1.34),Lipid biosynthesis,yes
MMP0087,xs,2.0,3,1.157,Anabolism,Lipid biosynthesis,3-hydroxy-3-methylglutaryl coenzyme A reductase (HMG-CoA reductase) (EC 1.1.1.34),Lipid biosynthesis,yes
MMP0088,f,1.0,3,0.264,Anabolism,Vitamin/cofactor biosynthesis,Glutamyl-tRNA reductase (GluTR) (EC 1.2.1.70),Heme and Siroheme Biosynthesis,yes
MMP0088,m,1.0,3,0.418,Anabolism,Vitamin/cofactor biosynthesis,Glutamyl-tRNA reductase (GluTR) (EC 1.2.1.70),Heme and Siroheme Biosynthesis,yes
MMP0088,m,2.0,1,0.233,Anabolism,Vitamin/cofactor biosynthesis,Glutamyl-tRNA reductase (GluTR) (EC 1.2.1.70),Heme and Siroheme Biosynthesis,yes
MMP0088,s,1.0,1,0.265,Anabolism,Vitamin/cofactor biosynthesis,Glutamyl-tRNA reductase (GluTR) (EC 1.2.1.70),Heme and Siroheme Biosynthesis,yes
MMP0088,s,1.0,2,0.248,Anabolism,Vitamin/cofactor biosynthesis,Glutamyl-tRNA reductase (GluTR) (EC 1.2.1.70),Heme and Siroheme Biosynthesis,yes
MMP0088,s,1.0,3,0.241,Anabolism,Vitamin/cofactor biosynthesis,Glutamyl-tRNA reductase (GluTR) (EC 1.2.1.70),Heme and Siroheme Biosynthesis,yes
MMP0088,s,2.0,2,0.607,Anabolism,Vitamin/cofactor biosynthesis,Glutamyl-tRNA reductase (GluTR) (EC 1.2.1.70),Heme and Siroheme Biosynthesis,yes
MMP0088,s,2.0,3,0.337,Anabolism,Vitamin/cofactor biosynthesis,Glutamyl-tRNA reductase (GluTR) (EC 1.2.1.70),Heme and Siroheme Biosynthesis,yes
MMP0091,exp,,1,0.48,Other,Other/unassigned,Conserved hypothetical archaeal protein,- none -,yes
MMP0091,exp,,2,0.523,Other,Other/unassigned,Conserved hypothetical archaeal protein,- none -,yes
MMP0091,exp,,3,0.582,Other,Other/unassigned,Conserved hypothetical archaeal protein,- none -,yes
MMP0091,f,1.0,2,0.576,Other,Other/unassigned,Conserved hypothetical archaeal protein,- none -,yes
MMP0091,f,1.0,3,3.585,Other,Other/unassigned,Conserved hypothetical archaeal protein,- none -,yes
MMP0091,f,2.0,1,0.681,Other,Other/unassigned,Conserved hypothetical archaeal protein,- none -,yes
MMP0091,f,2.0,2,0.952,Other,Other/unassigned,Conserved hypothetical archaeal protein,- none -,yes
MMP0091,f,2.0,3,0.57,Other,Other/unassigned,Conserved hypothetical archaeal protein,- none -,yes
MMP0091,f,3.0,1,0.496,Other,Other/unassigned,Conserved hypothetical archaeal protein,- none -,yes
MMP0091,f,3.0,2,0.482,Other,Other/unassigned,Conserved hypothetical archaeal protein,- none -,yes
MMP0091,f,3.0,3,0.708,Other,Other/unassigned,Conserved hypothetical archaeal protein,- none -,yes
MMP0091,m,1.0,1,1.86,Other,Other/unassigned,Conserved hypothetical archaeal protein,- none -,yes
MMP0091,m,1.0,2,1.097,Other,Other/unassigned,Conserved hypothetical archaeal protein,- none -,yes
MMP0091,m,1.0,3,2.051,Other,Other/unassigned,Conserved hypothetical archaeal protein,- none -,yes
MMP0091,m,2.0,1,1.756,Other,Other/unassigned,Conserved hypothetical archaeal protein,- none -,yes
MMP0091,m,2.0,2,0.994,Other,Other/unassigned,Conserved hypothetical archaeal protein,- none -,yes
MMP0091,m,2.0,3,1.093,Other,Other/unassigned,Conserved hypothetical archaeal protein,- none -,yes
MMP0091,m,3.0,1,0.638,Other,Other/unassigned,Conserved hypothetical archaeal protein,- none -,yes
MMP0091,m,3.0,2,0.435,Other,Other/unassigned,Conserved hypothetical archaeal protein,- none -,yes
MMP0091,m,3.0,3,0.733,Other,Other/unassigned,Conserved hypothetical archaeal protein,- none -,yes
MMP0091,s,1.0,1,2.43,Other,Other/unassigned,Conserved hypothetical archaeal protein,- none -,yes
MMP0091,s,1.0,2,1.003,Other,Other/unassigned,Conserved hypothetical archaeal protein,- none -,yes
MMP0091,s,1.0,3,1.708,Other,Other/unassigned,Conserved hypothetical archaeal protein,- none -,yes
MMP0091,s,2.0,1,1.524,Other,Other/unassigned,Conserved hypothetical archaeal protein,- none -,yes
MMP0091,s,2.0,2,1.904,Other,Other/unassigned,Conserved hypothetical archaeal protein,- none -,yes
MMP0091,s,2.0,3,1.68,Other,Other/unassigned,Conserved hypothetical archaeal protein,- none -,yes
MMP0091,s,3.0,1,1.638,Other,Other/unassigned,Conserved hypothetical archaeal protein,- none -,yes
MMP0091,s,3.0,2,1.511,Other,Other/unassigned,Conserved hypothetical archaeal protein,- none -,yes
MMP0091,s,3.0,3,1.462,Other,Other/unassigned,Conserved hypothetical archaeal protein,- none -,yes
MMP0091,xs,1.0,1,1.374,Other,Other/unassigned,Conserved hypothetical archaeal protein,- none -,yes
MMP0091,xs,1.0,2,1.121,Other,Other/unassigned,Conserved hypothetical archaeal protein,- none -,yes
MMP0091,xs,1.0,3,1.346,Other,Other/unassigned,Conserved hypothetical archaeal protein,- none -,yes
MMP0091,xs,2.0,1,1.067,Other,Other/unassigned,Conserved hypothetical archaeal protein,- none -,yes
MMP0091,xs,2.0,2,1.517,Other,Other/unassigned,Conserved hypothetical archaeal protein,- none -,yes
MMP0091,xs,2.0,3,1.583,Other,Other/unassigned,Conserved hypothetical archaeal protein,- none -,yes
MMP0091,xs,3.0,3,1.895,Other,Other/unassigned,Conserved hypothetical archaeal protein,- none -,yes
MMP0092,exp,,1,0.927,Anabolism,RNA modification/replication,DNA-directed RNA polymerase subunit F (EC 2.7.7.6),RNA polymerase archaeal,yes
MMP0092,exp,,2,0.951,Anabolism,RNA modification/replication,DNA-directed RNA polymerase subunit F (EC 2.7.7.6),RNA polymerase archaeal,yes
MMP0092,exp,,3,1.027,Anabolism,RNA modification/replication,DNA-directed RNA polymerase subunit F (EC 2.7.7.6),RNA polymerase archaeal,yes
MMP0092,f,1.0,1,1.29,Anabolism,RNA modification/replication,DNA-directed RNA polymerase subunit F (EC 2.7.7.6),RNA polymerase archaeal,yes
MMP0092,f,1.0,2,1.024,Anabolism,RNA modification/replication,DNA-directed RNA polymerase subunit F (EC 2.7.7.6),RNA polymerase archaeal,yes
MMP0092,f,1.0,3,1.019,Anabolism,RNA modification/replication,DNA-directed RNA polymerase subunit F (EC 2.7.7.6),RNA polymerase archaeal,yes
MMP0092,f,2.0,1,1.124,Anabolism,RNA modification/replication,DNA-directed RNA polymerase subunit F (EC 2.7.7.6),RNA polymerase archaeal,yes
MMP0092,f,2.0,2,1.074,Anabolism,RNA modification/replication,DNA-directed RNA polymerase subunit F (EC 2.7.7.6),RNA polymerase archaeal,yes
MMP0092,f,2.0,3,1.118,Anabolism,RNA modification/replication,DNA-directed RNA polymerase subunit F (EC 2.7.7.6),RNA polymerase archaeal,yes
MMP0092,f,3.0,1,0.889,Anabolism,RNA modification/replication,DNA-directed RNA polymerase subunit F (EC 2.7.7.6),RNA polymerase archaeal,yes
MMP0092,f,3.0,2,0.971,Anabolism,RNA modification/replication,DNA-directed RNA polymerase subunit F (EC 2.7.7.6),RNA polymerase archaeal,yes
MMP0092,f,3.0,3,1.018,Anabolism,RNA modification/replication,DNA-directed RNA polymerase subunit F (EC 2.7.7.6),RNA polymerase archaeal,yes
MMP0092,m,1.0,1,0.969,Anabolism,RNA modification/replication,DNA-directed RNA polymerase subunit F (EC 2.7.7.6),RNA polymerase archaeal,yes
MMP0092,m,1.0,2,1.197,Anabolism,RNA modification/replication,DNA-directed RNA polymerase subunit F (EC 2.7.7.6),RNA polymerase archaeal,yes
MMP0092,m,1.0,3,1.06,Anabolism,RNA modification/replication,DNA-directed RNA polymerase subunit F (EC 2.7.7.6),RNA polymerase archaeal,yes
MMP0092,m,2.0,1,0.93,Anabolism,RNA modification/replication,DNA-directed RNA polymerase subunit F (EC 2.7.7.6),RNA polymerase archaeal,yes
MMP0092,m,2.0,2,0.923,Anabolism,RNA modification/replication,DNA-directed RNA polymerase subunit F (EC 2.7.7.6),RNA polymerase archaeal,yes
MMP0092,m,2.0,3,1.056,Anabolism,RNA modification/replication,DNA-directed RNA polymerase subunit F (EC 2.7.7.6),RNA polymerase archaeal,yes
MMP0092,m,3.0,1,0.896,Anabolism,RNA modification/replication,DNA-directed RNA polymerase subunit F (EC 2.7.7.6),RNA polymerase archaeal,yes
MMP0092,m,3.0,2,0.786,Anabolism,RNA modification/replication,DNA-directed RNA polymerase subunit F (EC 2.7.7.6),RNA polymerase archaeal,yes
MMP0092,m,3.0,3,1.079,Anabolism,RNA modification/replication,DNA-directed RNA polymerase subunit F (EC 2.7.7.6),RNA polymerase archaeal,yes
MMP0092,s,1.0,1,0.931,Anabolism,RNA modification/replication,DNA-directed RNA polymerase subunit F (EC 2.7.7.6),RNA polymerase archaeal,yes
MMP0092,s,1.0,2,0.962,Anabolism,RNA modification/replication,DNA-directed RNA polymerase subunit F (EC 2.7.7.6),RNA polymerase archaeal,yes
MMP0092,s,1.0,3,0.913,Anabolism,RNA modification/replication,DNA-directed RNA polymerase subunit F (EC 2.7.7.6),RNA polymerase archaeal,yes
MMP0092,s,2.0,1,0.959,Anabolism,RNA modification/replication,DNA-directed RNA polymerase subunit F (EC 2.7.7.6),RNA polymerase archaeal,yes
MMP0092,s,2.0,2,0.858,Anabolism,RNA modification/replication,DNA-directed RNA polymerase subunit F (EC 2.7.7.6),RNA polymerase archaeal,yes
MMP0092,s,2.0,3,0.899,Anabolism,RNA modification/replication,DNA-directed RNA polymerase subunit F (EC 2.7.7.6),RNA polymerase archaeal,yes
MMP0092,s,3.0,1,0.874,Anabolism,RNA modification/replication,DNA-directed RNA polymerase subunit F (EC 2.7.7.6),RNA polymerase archaeal,yes
MMP0092,s,3.0,2,0.937,Anabolism,RNA modification/replication,DNA-directed RNA polymerase subunit F (EC 2.7.7.6),RNA polymerase archaeal,yes
MMP0092,s,3.0,3,1.064,Anabolism,RNA modification/replication,DNA-directed RNA polymerase subunit F (EC 2.7.7.6),RNA polymerase archaeal,yes
MMP0092,xs,1.0,1,0.388,Anabolism,RNA modification/replication,DNA-directed RNA polymerase subunit F (EC 2.7.7.6),RNA polymerase archaeal,yes
MMP0092,xs,1.0,2,0.516,Anabolism,RNA modification/replication,DNA-directed RNA polymerase subunit F (EC 2.7.7.6),RNA polymerase archaeal,yes
MMP0092,xs,1.0,3,0.599,Anabolism,RNA modification/replication,DNA-directed RNA polymerase subunit F (EC 2.7.7.6),RNA polymerase archaeal,yes
MMP0092,xs,2.0,1,0.669,Anabolism,RNA modification/replication,DNA-directed RNA polymerase subunit F (EC 2.7.7.6),RNA polymerase archaeal,yes
MMP0092,xs,2.0,2,0.736,Anabolism,RNA modification/replication,DNA-directed RNA polymerase subunit F (EC 2.7.7.6),RNA polymerase archaeal,yes
MMP0092,xs,2.0,3,0.697,Anabolism,RNA modification/replication,DNA-directed RNA polymerase subunit F (EC 2.7.7.6),RNA polymerase archaeal,yes
MMP0092,xs,3.0,1,2.086,Anabolism,RNA modification/replication,DNA-directed RNA polymerase subunit F (EC 2.7.7.6),RNA polymerase archaeal,yes
MMP0092,xs,3.0,2,1.165,Anabolism,RNA modification/replication,DNA-directed RNA polymerase subunit F (EC 2.7.7.6),RNA polymerase archaeal,yes
MMP0092,xs,3.0,3,2.519,Anabolism,RNA modification/replication,DNA-directed RNA polymerase subunit F (EC 2.7.7.6),RNA polymerase archaeal,yes
MMP0093,f,3.0,1,0.955,Anabolism,Ribosome,50S ribosomal protein L21e,Ribosome,yes
MMP0093,m,3.0,1,0.923,Anabolism,Ribosome,50S ribosomal protein L21e,Ribosome,yes
MMP0093,m,3.0,3,0.969,Anabolism,Ribosome,50S ribosomal protein L21e,Ribosome,yes
MMP0093,s,3.0,3,0.647,Anabolism,Ribosome,50S ribosomal protein L21e,Ribosome,yes
MMP0093,xs,3.0,1,0.898,Anabolism,Ribosome,50S ribosomal protein L21e,Ribosome,yes
MMP0093,xs,3.0,2,0.936,Anabolism,Ribosome,50S ribosomal protein L21e,Ribosome,yes
MMP0093,xs,3.0,3,0.836,Anabolism,Ribosome,50S ribosomal protein L21e,Ribosome,yes
MMP0095,s,2.0,2,0.255,Other,Other/unassigned,Uncharacterized protein,Inteins,yes
MMP0103,exp,,1,0.869,Anabolism,Vitamin/cofactor biosynthesis,Pyridoxal 5'-phosphate synthase subunit PdxS (PLP synthase subunit PdxS) (EC 4.3.3.6) (Pdx1),Pyridoxin (Vitamin B6) Biosynthesis,yes
MMP0103,exp,,2,0.824,Anabolism,Vitamin/cofactor biosynthesis,Pyridoxal 5'-phosphate synthase subunit PdxS (PLP synthase subunit PdxS) (EC 4.3.3.6) (Pdx1),Pyridoxin (Vitamin B6) Biosynthesis,yes
MMP0103,exp,,3,0.931,Anabolism,Vitamin/cofactor biosynthesis,Pyridoxal 5'-phosphate synthase subunit PdxS (PLP synthase subunit PdxS) (EC 4.3.3.6) (Pdx1),Pyridoxin (Vitamin B6) Biosynthesis,yes
MMP0103,f,1.0,1,0.616,Anabolism,Vitamin/cofactor biosynthesis,Pyridoxal 5'-phosphate synthase subunit PdxS (PLP synthase subunit PdxS) (EC 4.3.3.6) (Pdx1),Pyridoxin (Vitamin B6) Biosynthesis,yes
MMP0103,f,1.0,2,0.627,Anabolism,Vitamin/cofactor biosynthesis,Pyridoxal 5'-phosphate synthase subunit PdxS (PLP synthase subunit PdxS) (EC 4.3.3.6) (Pdx1),Pyridoxin (Vitamin B6) Biosynthesis,yes
MMP0103,f,1.0,3,0.64,Anabolism,Vitamin/cofactor biosynthesis,Pyridoxal 5'-phosphate synthase subunit PdxS (PLP synthase subunit PdxS) (EC 4.3.3.6) (Pdx1),Pyridoxin (Vitamin B6) Biosynthesis,yes
MMP0103,f,2.0,1,0.607,Anabolism,Vitamin/cofactor biosynthesis,Pyridoxal 5'-phosphate synthase subunit PdxS (PLP synthase subunit PdxS) (EC 4.3.3.6) (Pdx1),Pyridoxin (Vitamin B6) Biosynthesis,yes
MMP0103,f,2.0,2,0.708,Anabolism,Vitamin/cofactor biosynthesis,Pyridoxal 5'-phosphate synthase subunit PdxS (PLP synthase subunit PdxS) (EC 4.3.3.6) (Pdx1),Pyridoxin (Vitamin B6) Biosynthesis,yes
MMP0103,f,2.0,3,0.689,Anabolism,Vitamin/cofactor biosynthesis,Pyridoxal 5'-phosphate synthase subunit PdxS (PLP synthase subunit PdxS) (EC 4.3.3.6) (Pdx1),Pyridoxin (Vitamin B6) Biosynthesis,yes
MMP0103,f,3.0,1,0.419,Anabolism,Vitamin/cofactor biosynthesis,Pyridoxal 5'-phosphate synthase subunit PdxS (PLP synthase subunit PdxS) (EC 4.3.3.6) (Pdx1),Pyridoxin (Vitamin B6) Biosynthesis,yes
MMP0103,f,3.0,2,0.542,Anabolism,Vitamin/cofactor biosynthesis,Pyridoxal 5'-phosphate synthase subunit PdxS (PLP synthase subunit PdxS) (EC 4.3.3.6) (Pdx1),Pyridoxin (Vitamin B6) Biosynthesis,yes
MMP0103,f,3.0,3,0.504,Anabolism,Vitamin/cofactor biosynthesis,Pyridoxal 5'-phosphate synthase subunit PdxS (PLP synthase subunit PdxS) (EC 4.3.3.6) (Pdx1),Pyridoxin (Vitamin B6) Biosynthesis,yes
MMP0103,m,1.0,1,0.814,Anabolism,Vitamin/cofactor biosynthesis,Pyridoxal 5'-phosphate synthase subunit PdxS (PLP synthase subunit PdxS) (EC 4.3.3.6) (Pdx1),Pyridoxin (Vitamin B6) Biosynthesis,yes
MMP0103,m,1.0,2,0.48,Anabolism,Vitamin/cofactor biosynthesis,Pyridoxal 5'-phosphate synthase subunit PdxS (PLP synthase subunit PdxS) (EC 4.3.3.6) (Pdx1),Pyridoxin (Vitamin B6) Biosynthesis,yes
MMP0103,m,1.0,3,0.634,Anabolism,Vitamin/cofactor biosynthesis,Pyridoxal 5'-phosphate synthase subunit PdxS (PLP synthase subunit PdxS) (EC 4.3.3.6) (Pdx1),Pyridoxin (Vitamin B6) Biosynthesis,yes
MMP0103,m,2.0,1,0.569,Anabolism,Vitamin/cofactor biosynthesis,Pyridoxal 5'-phosphate synthase subunit PdxS (PLP synthase subunit PdxS) (EC 4.3.3.6) (Pdx1),Pyridoxin (Vitamin B6) Biosynthesis,yes
MMP0103,m,2.0,2,0.676,Anabolism,Vitamin/cofactor biosynthesis,Pyridoxal 5'-phosphate synthase subunit PdxS (PLP synthase subunit PdxS) (EC 4.3.3.6) (Pdx1),Pyridoxin (Vitamin B6) Biosynthesis,yes
MMP0103,m,2.0,3,0.597,Anabolism,Vitamin/cofactor biosynthesis,Pyridoxal 5'-phosphate synthase subunit PdxS (PLP synthase subunit PdxS) (EC 4.3.3.6) (Pdx1),Pyridoxin (Vitamin B6) Biosynthesis,yes
MMP0103,m,3.0,1,0.507,Anabolism,Vitamin/cofactor biosynthesis,Pyridoxal 5'-phosphate synthase subunit PdxS (PLP synthase subunit PdxS) (EC 4.3.3.6) (Pdx1),Pyridoxin (Vitamin B6) Biosynthesis,yes
MMP0103,m,3.0,2,0.296,Anabolism,Vitamin/cofactor biosynthesis,Pyridoxal 5'-phosphate synthase subunit PdxS (PLP synthase subunit PdxS) (EC 4.3.3.6) (Pdx1),Pyridoxin (Vitamin B6) Biosynthesis,yes
MMP0103,m,3.0,3,0.478,Anabolism,Vitamin/cofactor biosynthesis,Pyridoxal 5'-phosphate synthase subunit PdxS (PLP synthase subunit PdxS) (EC 4.3.3.6) (Pdx1),Pyridoxin (Vitamin B6) Biosynthesis,yes
MMP0103,s,1.0,1,0.548,Anabolism,Vitamin/cofactor biosynthesis,Pyridoxal 5'-phosphate synthase subunit PdxS (PLP synthase subunit PdxS) (EC 4.3.3.6) (Pdx1),Pyridoxin (Vitamin B6) Biosynthesis,yes
MMP0103,s,1.0,2,0.574,Anabolism,Vitamin/cofactor biosynthesis,Pyridoxal 5'-phosphate synthase subunit PdxS (PLP synthase subunit PdxS) (EC 4.3.3.6) (Pdx1),Pyridoxin (Vitamin B6) Biosynthesis,yes
MMP0103,s,1.0,3,0.577,Anabolism,Vitamin/cofactor biosynthesis,Pyridoxal 5'-phosphate synthase subunit PdxS (PLP synthase subunit PdxS) (EC 4.3.3.6) (Pdx1),Pyridoxin (Vitamin B6) Biosynthesis,yes
MMP0103,s,2.0,1,0.45,Anabolism,Vitamin/cofactor biosynthesis,Pyridoxal 5'-phosphate synthase subunit PdxS (PLP synthase subunit PdxS) (EC 4.3.3.6) (Pdx1),Pyridoxin (Vitamin B6) Biosynthesis,yes
MMP0103,s,2.0,2,0.526,Anabolism,Vitamin/cofactor biosynthesis,Pyridoxal 5'-phosphate synthase subunit PdxS (PLP synthase subunit PdxS) (EC 4.3.3.6) (Pdx1),Pyridoxin (Vitamin B6) Biosynthesis,yes
MMP0103,s,2.0,3,0.551,Anabolism,Vitamin/cofactor biosynthesis,Pyridoxal 5'-phosphate synthase subunit PdxS (PLP synthase subunit PdxS) (EC 4.3.3.6) (Pdx1),Pyridoxin (Vitamin B6) Biosynthesis,yes
MMP0103,s,3.0,1,0.515,Anabolism,Vitamin/cofactor biosynthesis,Pyridoxal 5'-phosphate synthase subunit PdxS (PLP synthase subunit PdxS) (EC 4.3.3.6) (Pdx1),Pyridoxin (Vitamin B6) Biosynthesis,yes
MMP0103,s,3.0,2,0.489,Anabolism,Vitamin/cofactor biosynthesis,Pyridoxal 5'-phosphate synthase subunit PdxS (PLP synthase subunit PdxS) (EC 4.3.3.6) (Pdx1),Pyridoxin (Vitamin B6) Biosynthesis,yes
MMP0103,s,3.0,3,0.574,Anabolism,Vitamin/cofactor biosynthesis,Pyridoxal 5'-phosphate synthase subunit PdxS (PLP synthase subunit PdxS) (EC 4.3.3.6) (Pdx1),Pyridoxin (Vitamin B6) Biosynthesis,yes
MMP0103,xs,1.0,1,0.749,Anabolism,Vitamin/cofactor biosynthesis,Pyridoxal 5'-phosphate synthase subunit PdxS (PLP synthase subunit PdxS) (EC 4.3.3.6) (Pdx1),Pyridoxin (Vitamin B6) Biosynthesis,yes
MMP0103,xs,1.0,2,0.669,Anabolism,Vitamin/cofactor biosynthesis,Pyridoxal 5'-phosphate synthase subunit PdxS (PLP synthase subunit PdxS) (EC 4.3.3.6) (Pdx1),Pyridoxin (Vitamin B6) Biosynthesis,yes
