Gene names (ordered locus ),growth_rate,bio_rep,tech_rep,value,Anabolism/Catabolism,Assigned functional subsystem,Annotation (Uniprot),Automatic classification (RAST),Present in dataset
MMP0001,f,1.0,3,0.491,Catabolism,Methanogenesis,Conserved archaeal protein,Methanogenesis,yes
MMP0001,f,2.0,2,0.595,Catabolism,Methanogenesis,Conserved archaeal protein,Methanogenesis,yes
MMP0001,m,1.0,3,0.527,Catabolism,Methanogenesis,Conserved archaeal protein,Methanogenesis,yes
MMP0001,m,2.0,1,0.362,Catabolism,Methanogenesis,Conserved archaeal protein,Methanogenesis,yes
MMP0001,m,2.0,2,0.893,Catabolism,Methanogenesis,Conserved archaeal protein,Methanogenesis,yes
MMP0001,m,3.0,3,1.619,Catabolism,Methanogenesis,Conserved archaeal protein,Methanogenesis,yes
MMP0001,s,2.0,2,0.679,Catabolism,Methanogenesis,Conserved archaeal protein,Methanogenesis,yes
MMP0001,s,3.0,1,1.574,Catabolism,Methanogenesis,Conserved archaeal protein,Methanogenesis,yes
MMP0001,s,3.0,3,1.899,Catabolism,Methanogenesis,Conserved archaeal protein,Methanogenesis,yes
MMP0001,xs,1.0,1,0.367,Catabolism,Methanogenesis,Conserved archaeal protein,Methanogenesis,yes
MMP0001,xs,1.0,2,0.942,Catabolism,Methanogenesis,Conserved archaeal protein,Methanogenesis,yes
MMP0001,xs,1.0,3,0.627,Catabolism,Methanogenesis,Conserved archaeal protein,Methanogenesis,yes
MMP0001,xs,2.0,2,0.381,Catabolism,Methanogenesis,Conserved archaeal protein,Methanogenesis,yes
MMP0001,xs,2.0,3,2.401,Catabolism,Methanogenesis,Conserved archaeal protein,Methanogenesis,yes
MMP0002,f,3.0,2,0.188,Other,Other/unassigned,UPF0425 pyridoxal phosphate-dependent protein MMP0002,- none -,yes
MMP0002,m,1.0,1,0.129,Other,Other/unassigned,UPF0425 pyridoxal phosphate-dependent protein MMP0002,- none -,yes
MMP0002,m,3.0,1,0.281,Other,Other/unassigned,UPF0425 pyridoxal phosphate-dependent protein MMP0002,- none -,yes
MMP0002,s,1.0,2,0.441,Other,Other/unassigned,UPF0425 pyridoxal phosphate-dependent protein MMP0002,- none -,yes
MMP0002,s,3.0,1,0.312,Other,Other/unassigned,UPF0425 pyridoxal phosphate-dependent protein MMP0002,- none -,yes
MMP0002,s,3.0,2,0.527,Other,Other/unassigned,UPF0425 pyridoxal phosphate-dependent protein MMP0002,- none -,yes
MMP0002,s,3.0,3,0.351,Other,Other/unassigned,UPF0425 pyridoxal phosphate-dependent protein MMP0002,- none -,yes
MMP0002,xs,1.0,1,0.492,Other,Other/unassigned,UPF0425 pyridoxal phosphate-dependent protein MMP0002,- none -,yes
MMP0002,xs,3.0,1,3.21,Other,Other/unassigned,UPF0425 pyridoxal phosphate-dependent protein MMP0002,- none -,yes
MMP0002,xs,3.0,2,1.786,Other,Other/unassigned,UPF0425 pyridoxal phosphate-dependent protein MMP0002,- none -,yes
MMP0002,xs,3.0,3,3.366,Other,Other/unassigned,UPF0425 pyridoxal phosphate-dependent protein MMP0002,- none -,yes
MMP0003,f,1.0,1,2.58,Other,Other/unassigned,2-oxoglutarate oxidoreductase alpha subunit (EC 1.2.7.3),- none -,yes
MMP0003,f,1.0,2,1.238,Other,Other/unassigned,2-oxoglutarate oxidoreductase alpha subunit (EC 1.2.7.3),- none -,yes
MMP0003,f,2.0,2,2.095,Other,Other/unassigned,2-oxoglutarate oxidoreductase alpha subunit (EC 1.2.7.3),- none -,yes
MMP0003,f,2.0,3,2.153,Other,Other/unassigned,2-oxoglutarate oxidoreductase alpha subunit (EC 1.2.7.3),- none -,yes
MMP0003,f,3.0,2,0.189,Other,Other/unassigned,2-oxoglutarate oxidoreductase alpha subunit (EC 1.2.7.3),- none -,yes
MMP0003,f,3.0,3,0.096,Other,Other/unassigned,2-oxoglutarate oxidoreductase alpha subunit (EC 1.2.7.3),- none -,yes
MMP0003,m,1.0,1,2.95,Other,Other/unassigned,2-oxoglutarate oxidoreductase alpha subunit (EC 1.2.7.3),- none -,yes
MMP0003,m,1.0,3,2.231,Other,Other/unassigned,2-oxoglutarate oxidoreductase alpha subunit (EC 1.2.7.3),- none -,yes
MMP0003,m,2.0,1,2.022,Other,Other/unassigned,2-oxoglutarate oxidoreductase alpha subunit (EC 1.2.7.3),- none -,yes
MMP0003,m,2.0,2,2.479,Other,Other/unassigned,2-oxoglutarate oxidoreductase alpha subunit (EC 1.2.7.3),- none -,yes
MMP0003,m,3.0,1,0.232,Other,Other/unassigned,2-oxoglutarate oxidoreductase alpha subunit (EC 1.2.7.3),- none -,yes
MMP0003,m,3.0,2,0.098,Other,Other/unassigned,2-oxoglutarate oxidoreductase alpha subunit (EC 1.2.7.3),- none -,yes
MMP0003,m,3.0,3,0.194,Other,Other/unassigned,2-oxoglutarate oxidoreductase alpha subunit (EC 1.2.7.3),- none -,yes
MMP0003,s,1.0,1,1.547,Other,Other/unassigned,2-oxoglutarate oxidoreductase alpha subunit (EC 1.2.7.3),- none -,yes
MMP0003,s,1.0,2,1.189,Other,Other/unassigned,2-oxoglutarate oxidoreductase alpha subunit (EC 1.2.7.3),- none -,yes
MMP0003,s,1.0,3,0.217,Other,Other/unassigned,2-oxoglutarate oxidoreductase alpha subunit (EC 1.2.7.3),- none -,yes
MMP0003,s,2.0,1,1.396,Other,Other/unassigned,2-oxoglutarate oxidoreductase alpha subunit (EC 1.2.7.3),- none -,yes
MMP0003,s,2.0,2,0.2,Other,Other/unassigned,2-oxoglutarate oxidoreductase alpha subunit (EC 1.2.7.3),- none -,yes
MMP0003,s,2.0,3,1.175,Other,Other/unassigned,2-oxoglutarate oxidoreductase alpha subunit (EC 1.2.7.3),- none -,yes
MMP0003,s,3.0,1,0.561,Other,Other/unassigned,2-oxoglutarate oxidoreductase alpha subunit (EC 1.2.7.3),- none -,yes
MMP0003,s,3.0,2,0.66,Other,Other/unassigned,2-oxoglutarate oxidoreductase alpha subunit (EC 1.2.7.3),- none -,yes
MMP0003,s,3.0,3,0.289,Other,Other/unassigned,2-oxoglutarate oxidoreductase alpha subunit (EC 1.2.7.3),- none -,yes
MMP0003,xs,1.0,1,0.94,Other,Other/unassigned,2-oxoglutarate oxidoreductase alpha subunit (EC 1.2.7.3),- none -,yes
MMP0003,xs,1.0,2,0.766,Other,Other/unassigned,2-oxoglutarate oxidoreductase alpha subunit (EC 1.2.7.3),- none -,yes
MMP0003,xs,2.0,1,0.835,Other,Other/unassigned,2-oxoglutarate oxidoreductase alpha subunit (EC 1.2.7.3),- none -,yes
MMP0003,xs,2.0,2,0.868,Other,Other/unassigned,2-oxoglutarate oxidoreductase alpha subunit (EC 1.2.7.3),- none -,yes
MMP0003,xs,2.0,3,0.933,Other,Other/unassigned,2-oxoglutarate oxidoreductase alpha subunit (EC 1.2.7.3),- none -,yes
MMP0003,xs,3.0,1,3.345,Other,Other/unassigned,2-oxoglutarate oxidoreductase alpha subunit (EC 1.2.7.3),- none -,yes
MMP0003,xs,3.0,2,0.775,Other,Other/unassigned,2-oxoglutarate oxidoreductase alpha subunit (EC 1.2.7.3),- none -,yes
MMP0006,exp,,1,0.743,Anabolism,Aromatic compound biosynthesis,3-dehydroquinate synthase (DHQ synthase) (EC 1.4.1.24) (3-dehydroquinate synthase II),Chorismate Synthesis; <br>Common Pathway For Synthesis of Aromatic Compounds (DAHP synthase to chorismate),yes
MMP0006,exp,,2,0.766,Anabolism,Aromatic compound biosynthesis,3-dehydroquinate synthase (DHQ synthase) (EC 1.4.1.24) (3-dehydroquinate synthase II),Chorismate Synthesis; <br>Common Pathway For Synthesis of Aromatic Compounds (DAHP synthase to chorismate),yes
MMP0006,exp,,3,0.855,Anabolism,Aromatic compound biosynthesis,3-dehydroquinate synthase (DHQ synthase) (EC 1.4.1.24) (3-dehydroquinate synthase II),Chorismate Synthesis; <br>Common Pathway For Synthesis of Aromatic Compounds (DAHP synthase to chorismate),yes
MMP0006,f,1.0,1,0.753,Anabolism,Aromatic compound biosynthesis,3-dehydroquinate synthase (DHQ synthase) (EC 1.4.1.24) (3-dehydroquinate synthase II),Chorismate Synthesis; <br>Common Pathway For Synthesis of Aromatic Compounds (DAHP synthase to chorismate),yes
MMP0006,f,1.0,2,0.733,Anabolism,Aromatic compound biosynthesis,3-dehydroquinate synthase (DHQ synthase) (EC 1.4.1.24) (3-dehydroquinate synthase II),Chorismate Synthesis; <br>Common Pathway For Synthesis of Aromatic Compounds (DAHP synthase to chorismate),yes
MMP0006,f,1.0,3,0.693,Anabolism,Aromatic compound biosynthesis,3-dehydroquinate synthase (DHQ synthase) (EC 1.4.1.24) (3-dehydroquinate synthase II),Chorismate Synthesis; <br>Common Pathway For Synthesis of Aromatic Compounds (DAHP synthase to chorismate),yes
MMP0006,f,2.0,1,0.784,Anabolism,Aromatic compound biosynthesis,3-dehydroquinate synthase (DHQ synthase) (EC 1.4.1.24) (3-dehydroquinate synthase II),Chorismate Synthesis; <br>Common Pathway For Synthesis of Aromatic Compounds (DAHP synthase to chorismate),yes
MMP0006,f,2.0,2,0.73,Anabolism,Aromatic compound biosynthesis,3-dehydroquinate synthase (DHQ synthase) (EC 1.4.1.24) (3-dehydroquinate synthase II),Chorismate Synthesis; <br>Common Pathway For Synthesis of Aromatic Compounds (DAHP synthase to chorismate),yes
MMP0006,f,2.0,3,0.728,Anabolism,Aromatic compound biosynthesis,3-dehydroquinate synthase (DHQ synthase) (EC 1.4.1.24) (3-dehydroquinate synthase II),Chorismate Synthesis; <br>Common Pathway For Synthesis of Aromatic Compounds (DAHP synthase to chorismate),yes
MMP0006,f,3.0,1,0.486,Anabolism,Aromatic compound biosynthesis,3-dehydroquinate synthase (DHQ synthase) (EC 1.4.1.24) (3-dehydroquinate synthase II),Chorismate Synthesis; <br>Common Pathway For Synthesis of Aromatic Compounds (DAHP synthase to chorismate),yes
MMP0006,f,3.0,2,0.659,Anabolism,Aromatic compound biosynthesis,3-dehydroquinate synthase (DHQ synthase) (EC 1.4.1.24) (3-dehydroquinate synthase II),Chorismate Synthesis; <br>Common Pathway For Synthesis of Aromatic Compounds (DAHP synthase to chorismate),yes
MMP0006,f,3.0,3,0.726,Anabolism,Aromatic compound biosynthesis,3-dehydroquinate synthase (DHQ synthase) (EC 1.4.1.24) (3-dehydroquinate synthase II),Chorismate Synthesis; <br>Common Pathway For Synthesis of Aromatic Compounds (DAHP synthase to chorismate),yes
MMP0006,m,1.0,1,0.662,Anabolism,Aromatic compound biosynthesis,3-dehydroquinate synthase (DHQ synthase) (EC 1.4.1.24) (3-dehydroquinate synthase II),Chorismate Synthesis; <br>Common Pathway For Synthesis of Aromatic Compounds (DAHP synthase to chorismate),yes
MMP0006,m,1.0,2,0.633,Anabolism,Aromatic compound biosynthesis,3-dehydroquinate synthase (DHQ synthase) (EC 1.4.1.24) (3-dehydroquinate synthase II),Chorismate Synthesis; <br>Common Pathway For Synthesis of Aromatic Compounds (DAHP synthase to chorismate),yes
MMP0006,m,1.0,3,0.584,Anabolism,Aromatic compound biosynthesis,3-dehydroquinate synthase (DHQ synthase) (EC 1.4.1.24) (3-dehydroquinate synthase II),Chorismate Synthesis; <br>Common Pathway For Synthesis of Aromatic Compounds (DAHP synthase to chorismate),yes
MMP0006,m,2.0,1,0.751,Anabolism,Aromatic compound biosynthesis,3-dehydroquinate synthase (DHQ synthase) (EC 1.4.1.24) (3-dehydroquinate synthase II),Chorismate Synthesis; <br>Common Pathway For Synthesis of Aromatic Compounds (DAHP synthase to chorismate),yes
MMP0006,m,2.0,2,0.828,Anabolism,Aromatic compound biosynthesis,3-dehydroquinate synthase (DHQ synthase) (EC 1.4.1.24) (3-dehydroquinate synthase II),Chorismate Synthesis; <br>Common Pathway For Synthesis of Aromatic Compounds (DAHP synthase to chorismate),yes
MMP0006,m,2.0,3,0.808,Anabolism,Aromatic compound biosynthesis,3-dehydroquinate synthase (DHQ synthase) (EC 1.4.1.24) (3-dehydroquinate synthase II),Chorismate Synthesis; <br>Common Pathway For Synthesis of Aromatic Compounds (DAHP synthase to chorismate),yes
MMP0006,m,3.0,1,0.629,Anabolism,Aromatic compound biosynthesis,3-dehydroquinate synthase (DHQ synthase) (EC 1.4.1.24) (3-dehydroquinate synthase II),Chorismate Synthesis; <br>Common Pathway For Synthesis of Aromatic Compounds (DAHP synthase to chorismate),yes
MMP0006,m,3.0,2,0.568,Anabolism,Aromatic compound biosynthesis,3-dehydroquinate synthase (DHQ synthase) (EC 1.4.1.24) (3-dehydroquinate synthase II),Chorismate Synthesis; <br>Common Pathway For Synthesis of Aromatic Compounds (DAHP synthase to chorismate),yes
MMP0006,m,3.0,3,0.585,Anabolism,Aromatic compound biosynthesis,3-dehydroquinate synthase (DHQ synthase) (EC 1.4.1.24) (3-dehydroquinate synthase II),Chorismate Synthesis; <br>Common Pathway For Synthesis of Aromatic Compounds (DAHP synthase to chorismate),yes
MMP0006,s,1.0,1,0.697,Anabolism,Aromatic compound biosynthesis,3-dehydroquinate synthase (DHQ synthase) (EC 1.4.1.24) (3-dehydroquinate synthase II),Chorismate Synthesis; <br>Common Pathway For Synthesis of Aromatic Compounds (DAHP synthase to chorismate),yes
MMP0006,s,1.0,2,0.713,Anabolism,Aromatic compound biosynthesis,3-dehydroquinate synthase (DHQ synthase) (EC 1.4.1.24) (3-dehydroquinate synthase II),Chorismate Synthesis; <br>Common Pathway For Synthesis of Aromatic Compounds (DAHP synthase to chorismate),yes
MMP0006,s,1.0,3,0.664,Anabolism,Aromatic compound biosynthesis,3-dehydroquinate synthase (DHQ synthase) (EC 1.4.1.24) (3-dehydroquinate synthase II),Chorismate Synthesis; <br>Common Pathway For Synthesis of Aromatic Compounds (DAHP synthase to chorismate),yes
MMP0006,s,2.0,1,0.526,Anabolism,Aromatic compound biosynthesis,3-dehydroquinate synthase (DHQ synthase) (EC 1.4.1.24) (3-dehydroquinate synthase II),Chorismate Synthesis; <br>Common Pathway For Synthesis of Aromatic Compounds (DAHP synthase to chorismate),yes
MMP0006,s,2.0,2,0.652,Anabolism,Aromatic compound biosynthesis,3-dehydroquinate synthase (DHQ synthase) (EC 1.4.1.24) (3-dehydroquinate synthase II),Chorismate Synthesis; <br>Common Pathway For Synthesis of Aromatic Compounds (DAHP synthase to chorismate),yes
MMP0006,s,2.0,3,1.131,Anabolism,Aromatic compound biosynthesis,3-dehydroquinate synthase (DHQ synthase) (EC 1.4.1.24) (3-dehydroquinate synthase II),Chorismate Synthesis; <br>Common Pathway For Synthesis of Aromatic Compounds (DAHP synthase to chorismate),yes
MMP0006,s,3.0,1,0.691,Anabolism,Aromatic compound biosynthesis,3-dehydroquinate synthase (DHQ synthase) (EC 1.4.1.24) (3-dehydroquinate synthase II),Chorismate Synthesis; <br>Common Pathway For Synthesis of Aromatic Compounds (DAHP synthase to chorismate),yes
MMP0006,s,3.0,2,0.637,Anabolism,Aromatic compound biosynthesis,3-dehydroquinate synthase (DHQ synthase) (EC 1.4.1.24) (3-dehydroquinate synthase II),Chorismate Synthesis; <br>Common Pathway For Synthesis of Aromatic Compounds (DAHP synthase to chorismate),yes
MMP0006,s,3.0,3,0.659,Anabolism,Aromatic compound biosynthesis,3-dehydroquinate synthase (DHQ synthase) (EC 1.4.1.24) (3-dehydroquinate synthase II),Chorismate Synthesis; <br>Common Pathway For Synthesis of Aromatic Compounds (DAHP synthase to chorismate),yes
MMP0006,xs,1.0,1,0.578,Anabolism,Aromatic compound biosynthesis,3-dehydroquinate synthase (DHQ synthase) (EC 1.4.1.24) (3-dehydroquinate synthase II),Chorismate Synthesis; <br>Common Pathway For Synthesis of Aromatic Compounds (DAHP synthase to chorismate),yes
MMP0006,xs,1.0,2,0.69,Anabolism,Aromatic compound biosynthesis,3-dehydroquinate synthase (DHQ synthase) (EC 1.4.1.24) (3-dehydroquinate synthase II),Chorismate Synthesis; <br>Common Pathway For Synthesis of Aromatic Compounds (DAHP synthase to chorismate),yes
MMP0006,xs,1.0,3,0.687,Anabolism,Aromatic compound biosynthesis,3-dehydroquinate synthase (DHQ synthase) (EC 1.4.1.24) (3-dehydroquinate synthase II),Chorismate Synthesis; <br>Common Pathway For Synthesis of Aromatic Compounds (DAHP synthase to chorismate),yes
MMP0006,xs,2.0,1,0.462,Anabolism,Aromatic compound biosynthesis,3-dehydroquinate synthase (DHQ synthase) (EC 1.4.1.24) (3-dehydroquinate synthase II),Chorismate Synthesis; <br>Common Pathway For Synthesis of Aromatic Compounds (DAHP synthase to chorismate),yes
MMP0006,xs,2.0,2,0.774,Anabolism,Aromatic compound biosynthesis,3-dehydroquinate synthase (DHQ synthase) (EC 1.4.1.24) (3-dehydroquinate synthase II),Chorismate Synthesis; <br>Common Pathway For Synthesis of Aromatic Compounds (DAHP synthase to chorismate),yes
MMP0006,xs,2.0,3,0.449,Anabolism,Aromatic compound biosynthesis,3-dehydroquinate synthase (DHQ synthase) (EC 1.4.1.24) (3-dehydroquinate synthase II),Chorismate Synthesis; <br>Common Pathway For Synthesis of Aromatic Compounds (DAHP synthase to chorismate),yes
MMP0006,xs,3.0,1,1.021,Anabolism,Aromatic compound biosynthesis,3-dehydroquinate synthase (DHQ synthase) (EC 1.4.1.24) (3-dehydroquinate synthase II),Chorismate Synthesis; <br>Common Pathway For Synthesis of Aromatic Compounds (DAHP synthase to chorismate),yes
MMP0006,xs,3.0,2,0.888,Anabolism,Aromatic compound biosynthesis,3-dehydroquinate synthase (DHQ synthase) (EC 1.4.1.24) (3-dehydroquinate synthase II),Chorismate Synthesis; <br>Common Pathway For Synthesis of Aromatic Compounds (DAHP synthase to chorismate),yes
MMP0006,xs,3.0,3,1.076,Anabolism,Aromatic compound biosynthesis,3-dehydroquinate synthase (DHQ synthase) (EC 1.4.1.24) (3-dehydroquinate synthase II),Chorismate Synthesis; <br>Common Pathway For Synthesis of Aromatic Compounds (DAHP synthase to chorismate),yes
MMP0010,f,1.0,1,0.775,Other,Other/unassigned,Conserved hypothetical Archael protein,- none -,yes
MMP0010,f,1.0,2,0.818,Other,Other/unassigned,Conserved hypothetical Archael protein,- none -,yes
MMP0010,f,2.0,1,1.519,Other,Other/unassigned,Conserved hypothetical Archael protein,- none -,yes
MMP0010,m,1.0,1,1.265,Other,Other/unassigned,Conserved hypothetical Archael protein,- none -,yes
MMP0010,m,1.0,2,1.999,Other,Other/unassigned,Conserved hypothetical Archael protein,- none -,yes
MMP0010,m,1.0,3,2.283,Other,Other/unassigned,Conserved hypothetical Archael protein,- none -,yes
MMP0010,m,2.0,1,3.4,Other,Other/unassigned,Conserved hypothetical Archael protein,- none -,yes
MMP0010,m,2.0,3,0.839,Other,Other/unassigned,Conserved hypothetical Archael protein,- none -,yes
MMP0010,s,2.0,2,0.684,Other,Other/unassigned,Conserved hypothetical Archael protein,- none -,yes
MMP0013,exp,,1,0.34,Anabolism,Amino acid biosynthesis,Argininosuccinate lyase (ASAL) (EC 4.3.2.1) (Arginosuccinase),Amino acid biosynthesis,yes
MMP0013,exp,,3,0.302,Anabolism,Amino acid biosynthesis,Argininosuccinate lyase (ASAL) (EC 4.3.2.1) (Arginosuccinase),Amino acid biosynthesis,yes
MMP0013,f,2.0,2,1.316,Anabolism,Amino acid biosynthesis,Argininosuccinate lyase (ASAL) (EC 4.3.2.1) (Arginosuccinase),Amino acid biosynthesis,yes
MMP0013,f,3.0,1,0.278,Anabolism,Amino acid biosynthesis,Argininosuccinate lyase (ASAL) (EC 4.3.2.1) (Arginosuccinase),Amino acid biosynthesis,yes
MMP0013,f,3.0,2,1.077,Anabolism,Amino acid biosynthesis,Argininosuccinate lyase (ASAL) (EC 4.3.2.1) (Arginosuccinase),Amino acid biosynthesis,yes
MMP0013,f,3.0,3,0.474,Anabolism,Amino acid biosynthesis,Argininosuccinate lyase (ASAL) (EC 4.3.2.1) (Arginosuccinase),Amino acid biosynthesis,yes
MMP0013,m,1.0,1,1.191,Anabolism,Amino acid biosynthesis,Argininosuccinate lyase (ASAL) (EC 4.3.2.1) (Arginosuccinase),Amino acid biosynthesis,yes
MMP0013,m,1.0,3,1.103,Anabolism,Amino acid biosynthesis,Argininosuccinate lyase (ASAL) (EC 4.3.2.1) (Arginosuccinase),Amino acid biosynthesis,yes
MMP0013,m,2.0,2,1.141,Anabolism,Amino acid biosynthesis,Argininosuccinate lyase (ASAL) (EC 4.3.2.1) (Arginosuccinase),Amino acid biosynthesis,yes
MMP0013,m,2.0,3,4.15,Anabolism,Amino acid biosynthesis,Argininosuccinate lyase (ASAL) (EC 4.3.2.1) (Arginosuccinase),Amino acid biosynthesis,yes
MMP0013,m,3.0,1,0.494,Anabolism,Amino acid biosynthesis,Argininosuccinate lyase (ASAL) (EC 4.3.2.1) (Arginosuccinase),Amino acid biosynthesis,yes
MMP0013,m,3.0,3,0.505,Anabolism,Amino acid biosynthesis,Argininosuccinate lyase (ASAL) (EC 4.3.2.1) (Arginosuccinase),Amino acid biosynthesis,yes
MMP0013,s,1.0,2,2.575,Anabolism,Amino acid biosynthesis,Argininosuccinate lyase (ASAL) (EC 4.3.2.1) (Arginosuccinase),Amino acid biosynthesis,yes
MMP0013,s,1.0,3,5.231,Anabolism,Amino acid biosynthesis,Argininosuccinate lyase (ASAL) (EC 4.3.2.1) (Arginosuccinase),Amino acid biosynthesis,yes
MMP0013,s,2.0,2,1.362,Anabolism,Amino acid biosynthesis,Argininosuccinate lyase (ASAL) (EC 4.3.2.1) (Arginosuccinase),Amino acid biosynthesis,yes
MMP0013,s,2.0,3,1.559,Anabolism,Amino acid biosynthesis,Argininosuccinate lyase (ASAL) (EC 4.3.2.1) (Arginosuccinase),Amino acid biosynthesis,yes
MMP0013,s,3.0,1,0.582,Anabolism,Amino acid biosynthesis,Argininosuccinate lyase (ASAL) (EC 4.3.2.1) (Arginosuccinase),Amino acid biosynthesis,yes
MMP0013,s,3.0,2,0.631,Anabolism,Amino acid biosynthesis,Argininosuccinate lyase (ASAL) (EC 4.3.2.1) (Arginosuccinase),Amino acid biosynthesis,yes
MMP0013,s,3.0,3,0.574,Anabolism,Amino acid biosynthesis,Argininosuccinate lyase (ASAL) (EC 4.3.2.1) (Arginosuccinase),Amino acid biosynthesis,yes
MMP0013,xs,1.0,1,0.459,Anabolism,Amino acid biosynthesis,Argininosuccinate lyase (ASAL) (EC 4.3.2.1) (Arginosuccinase),Amino acid biosynthesis,yes
MMP0013,xs,1.0,2,0.925,Anabolism,Amino acid biosynthesis,Argininosuccinate lyase (ASAL) (EC 4.3.2.1) (Arginosuccinase),Amino acid biosynthesis,yes
MMP0013,xs,2.0,1,1.153,Anabolism,Amino acid biosynthesis,Argininosuccinate lyase (ASAL) (EC 4.3.2.1) (Arginosuccinase),Amino acid biosynthesis,yes
MMP0013,xs,2.0,2,0.728,Anabolism,Amino acid biosynthesis,Argininosuccinate lyase (ASAL) (EC 4.3.2.1) (Arginosuccinase),Amino acid biosynthesis,yes
MMP0013,xs,3.0,2,2.225,Anabolism,Amino acid biosynthesis,Argininosuccinate lyase (ASAL) (EC 4.3.2.1) (Arginosuccinase),Amino acid biosynthesis,yes
MMP0017,f,1.0,1,0.298,Other,Other/unassigned,Uncharacterized protein,- none -,yes
MMP0017,f,1.0,2,0.268,Other,Other/unassigned,Uncharacterized protein,- none -,yes
MMP0017,m,1.0,1,0.696,Other,Other/unassigned,Uncharacterized protein,- none -,yes
MMP0017,m,1.0,2,0.473,Other,Other/unassigned,Uncharacterized protein,- none -,yes
MMP0017,m,1.0,3,0.738,Other,Other/unassigned,Uncharacterized protein,- none -,yes
MMP0017,m,2.0,2,0.565,Other,Other/unassigned,Uncharacterized protein,- none -,yes
MMP0017,m,2.0,3,0.261,Other,Other/unassigned,Uncharacterized protein,- none -,yes
MMP0017,s,1.0,1,0.775,Other,Other/unassigned,Uncharacterized protein,- none -,yes
MMP0017,s,1.0,2,0.607,Other,Other/unassigned,Uncharacterized protein,- none -,yes
MMP0017,s,1.0,3,0.742,Other,Other/unassigned,Uncharacterized protein,- none -,yes
MMP0017,s,2.0,1,3.712,Other,Other/unassigned,Uncharacterized protein,- none -,yes
MMP0017,s,2.0,2,0.709,Other,Other/unassigned,Uncharacterized protein,- none -,yes
MMP0017,s,2.0,3,0.675,Other,Other/unassigned,Uncharacterized protein,- none -,yes
MMP0020,exp,,1,0.359,Other,Transport,Putative nickel-responsive regulator,Transport of Nickel and Cobalt,yes
MMP0020,exp,,3,0.734,Other,Transport,Putative nickel-responsive regulator,Transport of Nickel and Cobalt,yes
MMP0020,f,1.0,1,0.698,Other,Transport,Putative nickel-responsive regulator,Transport of Nickel and Cobalt,yes
MMP0020,f,1.0,2,0.532,Other,Transport,Putative nickel-responsive regulator,Transport of Nickel and Cobalt,yes
MMP0020,f,1.0,3,0.807,Other,Transport,Putative nickel-responsive regulator,Transport of Nickel and Cobalt,yes
MMP0020,f,2.0,1,1.555,Other,Transport,Putative nickel-responsive regulator,Transport of Nickel and Cobalt,yes
MMP0020,f,2.0,2,1.077,Other,Transport,Putative nickel-responsive regulator,Transport of Nickel and Cobalt,yes
MMP0020,f,2.0,3,1.118,Other,Transport,Putative nickel-responsive regulator,Transport of Nickel and Cobalt,yes
MMP0020,f,3.0,2,0.506,Other,Transport,Putative nickel-responsive regulator,Transport of Nickel and Cobalt,yes
MMP0020,f,3.0,3,0.839,Other,Transport,Putative nickel-responsive regulator,Transport of Nickel and Cobalt,yes
MMP0020,m,1.0,1,0.791,Other,Transport,Putative nickel-responsive regulator,Transport of Nickel and Cobalt,yes
MMP0020,m,1.0,2,0.734,Other,Transport,Putative nickel-responsive regulator,Transport of Nickel and Cobalt,yes
MMP0020,m,1.0,3,0.809,Other,Transport,Putative nickel-responsive regulator,Transport of Nickel and Cobalt,yes
MMP0020,m,2.0,1,1.506,Other,Transport,Putative nickel-responsive regulator,Transport of Nickel and Cobalt,yes
MMP0020,m,2.0,2,1.433,Other,Transport,Putative nickel-responsive regulator,Transport of Nickel and Cobalt,yes
MMP0020,m,2.0,3,1.229,Other,Transport,Putative nickel-responsive regulator,Transport of Nickel and Cobalt,yes
MMP0020,m,3.0,1,0.621,Other,Transport,Putative nickel-responsive regulator,Transport of Nickel and Cobalt,yes
MMP0020,m,3.0,2,0.445,Other,Transport,Putative nickel-responsive regulator,Transport of Nickel and Cobalt,yes
MMP0020,m,3.0,3,1.189,Other,Transport,Putative nickel-responsive regulator,Transport of Nickel and Cobalt,yes
MMP0020,s,1.0,1,0.985,Other,Transport,Putative nickel-responsive regulator,Transport of Nickel and Cobalt,yes
MMP0020,s,1.0,2,0.771,Other,Transport,Putative nickel-responsive regulator,Transport of Nickel and Cobalt,yes
MMP0020,s,1.0,3,0.909,Other,Transport,Putative nickel-responsive regulator,Transport of Nickel and Cobalt,yes
MMP0020,s,2.0,1,0.93,Other,Transport,Putative nickel-responsive regulator,Transport of Nickel and Cobalt,yes
MMP0020,s,2.0,2,0.832,Other,Transport,Putative nickel-responsive regulator,Transport of Nickel and Cobalt,yes
MMP0020,s,2.0,3,1.073,Other,Transport,Putative nickel-responsive regulator,Transport of Nickel and Cobalt,yes
MMP0020,s,3.0,1,0.819,Other,Transport,Putative nickel-responsive regulator,Transport of Nickel and Cobalt,yes
MMP0020,s,3.0,2,0.532,Other,Transport,Putative nickel-responsive regulator,Transport of Nickel and Cobalt,yes
MMP0020,s,3.0,3,0.591,Other,Transport,Putative nickel-responsive regulator,Transport of Nickel and Cobalt,yes
MMP0020,xs,1.0,1,0.839,Other,Transport,Putative nickel-responsive regulator,Transport of Nickel and Cobalt,yes
MMP0020,xs,1.0,2,1.435,Other,Transport,Putative nickel-responsive regulator,Transport of Nickel and Cobalt,yes
MMP0020,xs,2.0,3,1.072,Other,Transport,Putative nickel-responsive regulator,Transport of Nickel and Cobalt,yes
